Reference	ID	Tags	Quote	Occurrence	Question	Response
3:19-20	e1qq				Who was with Ehud and the king when Ehud told him the message?	Only Ehud and the king were there.
3:22	hwhd				Why did fat close over the blade?	Fat closed over the blade, for Ehud did not draw the sword out of the king’s body.
3:24	bqhn				When the king’s servants saw that the doors of the upper room were locked, what did they think?	When the king’s servants saw that the doors of the upper room were locked, they thought he was relieving himself in the coolness of the upper room.
3:26	x647				When did Ehud escape?	While the servants were waiting, wondering what they should do, Ehud escaped.
3:28	h8p8				How did the people of Israel prevent the Moabites from crossing the river?	The people of Israel captured the fords of the Jordan across from the Moabites.
3:31	nyif				With what did Shamgar kill 600 Philistines?	Shamgar killed the Philistines with a stick used to goad the cattle.
4:3	b15e				Why did the people of Israel call out to Yahweh for help?	The people of Israel called out to Yahweh for help, because Sisera had nine hundred iron chariots and he oppressed the people of Israel with force for twenty years.
4:4	ohfp				Why did the people of Israel come to Deborah?	The people of Israel came to Deborah to settle their disputes.
4:7	ms4g				Where would Yahweh cause Sisera to meet Barak?	Yahweh would cause Sisera to meet Barak by the river Kishon.
4:8-9	hyex				Why would Yahweh make a woman defeat Sisera?	Yahweh would make a woman defeat Sisera because Barak did not go without Deborah.
4:11	fx2l				From whom did the Kenites descend?	The Kenites descended from Hobab, Moses’ father-in-law.
4:16	klih				How many of the army of Sisera survived?	None of the army of Sisera survived.
4:17	lf7a				Why did Sisera go to the tent of Jael?	Sisera went to the tent of Jael, for there was peace between Jabin the king of Hazor, and the house of Heber, Jael’s husband.
4:19	dv9s				When Sisera asked for water, what did Jael give him?	When Sisera asked for water, Jael gave him milk.
4:21	sw16				How did Jael kill Sisera?	Jael hammered the tent peg into the side of his head and it pierced through him and went down into the ground.
5:4	xl77				When did the earth shake?	The earth shook when Yahweh went out from Seir, when he marched from Edom.
5:6	vf31				What paths did those who walked use?	Those who walked used the winding paths.
5:8	ue4f				What was not seen among forty thousand in Israel?	Neither shields nor spears were seen among forty thousand in Israel.
5:10	lkwt				What things were used as saddles on the white donkeys?	Rugs were used as saddles on the white donkeys.
5:13	le8v				To whom did the people of Yahweh come down?	The people of Yahweh came down to Deborah among the warriors.
5:15	oegj				What was Issachar doing with Barak?	Issachar was rushing after Barak into the valley under his command.
5:18	o6q3				What would Zebulun risk?	Zebulun would risk their lives to the point of death.
5:20	jm7o				What fought against Sisera from their paths across the heavens?	The stars fought against Sisera from their paths across the heavens.
5:24	rpf0				Why did the angel of Yahweh curse Meroz?	The angel of Yahweh cursed Meroz because they did not come to help Yahweh.
5:26	d5ng				To what did Jael put her hand?	She put her hand to the tent peg, and her right hand to the workman’s hammer.
5:28	p4ht				Where did the mother of Sisera look out?	The mother of Sisera looked out of a window, through the lattice.
5:31	uww9				Like what should those who love Yahweh be?	Those who love Yahweh should be like the sun when it rises in its might.
6:2	urz2				What did the people of Israel do because of Midian?	Because of Midian, the people of Israel made shelters for themselves from the dens in the hills, the caves, and the strongholds.
6:3	zj0x				What happened any time the Israelites planted their crops?	Any time the Israelites planted their crops, the Midianites, and the Amalekites, and the people from the east would attack the Israelites.
6:5	h44e				How many Midianites and Amalekites would attack?	It was impossible to count them.
6:10	iucq				In whose land were the people of Israel living?	They were living in the land of the Amorites.
6:11	vcup				Why was Gideon separating out the wheat by beating it on the floor, in the winepress?	Gideon was separating out the wheat by beating it on the floor, in the winepress to hide it from the Midianites.
6:13	t48x				What did Gideon think Yahweh had done to the people of Israel?	Gideon thought Yahweh had abandoned them and had given them over to the power of Midian.
6:15	adcn				Why did Gideon think he could not deliver Israel?	Gideon thought he could not deliver Israel because his family was the weakest in Manasseh, and he was the least important in his father’s house.
6:18	sqsu				Why did Yahweh wait for Gideon?	Yahweh waited for Gideon to bring him a gift.
6:20	mlzy				Where did the angel of God tell Gideon to put the meat and unleavened bread?	The angel of God told Gideon to put the meat and unleavened bread on a rock.
6:21	iw2c				What happened when the angel of Yahweh reached out with the end of the staff in his hand?	When the angel of Yahweh reached out with the end of the staff in his hand, he touched the flesh and the unleavened bread; a fire went up out of the rock and consumed the meat and the unleavened bread.
6:22-23	il3q				Why was Gideon afraid when he understood that he had seen the angel of Yahweh?	Gideon was afraid when he understood that he had seen the angel of Yahweh because he thought he would die.
6:26	vxqp				What did Yahweh tell Gideon to build on the top of the place of refuge?	Yahweh told him to build an altar to Yahweh on the top of the place of refuge.
6:27	jrsd				Why did Gideon do what Yahweh told him to do at night?	Gideon did what Yahweh told him to do at night because he was too afraid of his father’s household and the men of the town to do it during the day.
6:30	g7hp				Why did the men of the town want to put Gideon to death?	The men wanted to put Gideon to death, because he pulled apart the altar of Baal, and because he cut down the Asherah beside it.
6:32	rnvb				Why was Gideon given the name, “Jerub Baal”?	Gideon was given the name, “Jerub Baal,” because he said, “Let Baal defend himself against him,” because Gideon pulled apart his altar.
6:36-37	udzq				What did Gideon do to find out if Yahweh intended to use him to save Israel?	Gideon put a woolen fleece on the threshing floor. He said that if there was dew only on the fleece, and it was dry on all the ground, then he would know that Yahweh would use him to save Israel.
6:38	dyim				When Gideon pressed the fleece together, and wrung out the dew from the fleece, how much water was there?	When Gideon pressed the fleece together, and wrung out the dew from the fleece, there was enough water to fill a bowl.
6:39	a050				What was Gideon’s second test for God?	Gideon’s second test was for God to make the fleece dry, and let there be dew on all the ground around it.
7:2-3	ct4p				Why did Yahweh have the fearful soldiers return?	Yahweh had the fearful soldiers return so that Israel could not boast against Yahweh saying, “Our own power has saved us.”
7:4	dpco				Why did Yahweh tell Gideon to take the soldiers down to the water?	Yahweh wanted to make the number of soldiers smaller by telling Gideon which ones would go with him.
7:5	gyx4				How did Yahweh tell Gideon to separate the soldiers?	Yahweh told Gideon to separate everyone who lapped up the water, as a dog laps.
7:7-8	lnrt				How many soldiers did Gideon keep?	Gideon kept three hundred soldiers and sent the rest home.
7:10-11	eb8h				If Gideon was afraid, what would strengthen Gideon’s courage?	If Gideon was afraid, he was told to go down to the camp, and listen to what they were saying, and his courage would be strengthened to attack the camp.
7:13-14	d9e5				When one man was telling a dream to his companion, who did the companion say the dream was about?	When one man was telling a dream to his companion, the companion said the dream was about Gideon. God had given him victory over Midian and all their army.
7:16	eyhg				What did Gideon give his three hundred soldiers?	Gideon gave them all trumpets and empty jars, with torches inside each jar.
7:19	bdr8				When did Gideon’s soldiers blow the trumpets and break the jars that were in their hands?	Just as the Midianites were changing the guard, Gideon’s soldiers blew the trumpets and broke the jars that were in their hands.
7:22	stzi				When the soldiers blew the three hundred trumpets, what did Yahweh do?	When they blew the three hundred trumpets, Yahweh set every Midianite man’s sword against his comrads and against all their army.
7:24	aysh				How far did the men of Ephraim gather together and take control of the waters?	The men of Ephraim gathered together and took control of the waters, as far as Beth Barah and the Jordan River.
8:1	dkaw				Why did the men of Ephraim argue with Gideon?	The men of Ephraim argued with Gideon because he had not called them when he went to fight against Midian.
8:5	rnv1				For what did Gideon ask the men of Succoth?	Gideon asked the men of Succoth for loaves of bread for the people who followed him.
8:6	mq7l				Why did Gideon tell the men of Penuel that he would pull down the tower?	Gideon told the men of Penuel that he would pull down the tower because they would not give his army bread, just as the men of Succoth refused.
8:8-9	wdqt				Why did Gideon tell the men of Penuel that he would pull down the tower?	Gideon told the men of Penuel that he would pull down the tower because they would not give his army bread, just as the men of Succoth refused.
8:11	r1gd				Why did Gideon defeat the enemy army past Nobah and Jogbehah?	Gideon defeated the enemy army, because they were not expecting an attack.
8:15-16	o44z				Who did Gideon show to the men of Succoth before he punished them?	Gideon showed Zebah and Zalmunna to the men of Succoth before he punished them.
8:18-19	etwk				What kind of men did Zebah and Zalmunna kill at Tabor?	Zebah and Zalmunna killed Gideon’s brothers.
8:20	ldh8				Why did Jether not draw his sword?	Jether did not draw his sword for he was afraid, because he was still a young boy.
8:23	hucn				Who did Gideon say would rule over the men of Israel?	Gideon said Yahweh would rule over the men of Israel.
8:24	oazw				For what did Gideon ask the men of Israel?	Gideon asked them for the earrings of their plunder.
8:27	zs4u				What did Gideon make out of the earrings?	Gideon made an ephod out of the earrings.
8:27	vyu8				What did Israel do to the golden ephod?	Israel prostituted themselves by worshiping it.
8:33	y9my				What happened as soon as Gideon was dead?	As soon as Gideon was dead, the people of Israel turned again and prostituted themselves by worshiping the Baals.
9:1	w5fv				Who was Abimelech’s father?	Abimelech’s father was Jerub Baal.
9:3	s8bw				Why did Abimelech’s mother’s relatives agree to follow him?	They agreed to follow Abimelech, for they said, “He is our brother.”
9:4	qsc4				For what did Abimelech use the seventy pieces of silver?	Abimelech used the seventy pieces of silver to hire men of lawless and reckless character.
9:5	of4p				Why was Jotham not murdered?	Jotham was not murdered, for he hid himself.
9:7	lfdl				On what day did Jotham address the leaders of Shechem?	Jotham addressed them on the same day they had risen up against his father’s house and killed his sons, seventy persons, upon one stone.
9:18	m3kf				On what day did Jotham address the leaders of Shechem?	Jotham addressed them on the same day they had risen up against his father’s house and killed his sons, seventy persons, upon one stone.
9:20	ii3q				If the people acted with honesty and integrity with Jerub Baal and his house, what should happen?	If the people acted with honesty and integrity with Jerub Baal and his house, fire should come out from Abimelech and burn up the men of Shechem and the house of Millo. Fire should come out from the men of Shechem and Beth Millo, to burn up Abimelech.
9:20	iw06				What was the curse of Jotham?	The curse of Jotham was for fire to come out from Abimelech and burn up the men of Shechem and the house of Millo, for fire to come out from the men of Shechem and Beth Millo, to burn up Abimelech.
9:23-24	j38o				Why did God send an evil spirit between Abimelech and the leaders of Shechem?	God sent an evil spirit between Abimelech and the leaders of Shechem so the violence done to the seventy sons of Jerub Baal might be avenged.
9:25	lt0r				Who did the leaders of Shechem hope to ambush?	The leaders of Shechem hoped to ambush Abimelech.
9:28-29	jl9y				Who wished to command the people?	Gaal wished to command the people.
9:30	eo5e				Why was Zebul’s anger kindled?	When Zebul heard the words of Gaal (the son of Ebed), his anger was kindled.
9:31	g2ya				Why did Zebul send messengers to Abimelech?	He sent messengers to Abimelech in order to deceive him.
9:36	qn8s				How did Zebul describe the men on the hilltops?	Zebul said they were shadows on the hills.
9:38	ax04				What did Zebul tell Gaal to do?	Zebul told Gaal to go out and fight against Abimelech.
9:40	z7va				What happened when Gaal fought Abimelech?	Abimelech chased Gaal and Gall fled before Abimelech and many fell with deadly wounds before the entrance to the city gate.
9:45	u7l2				What did Abimelech do after he captured the city?	Abimelech tore down the city walls and spread salt over it.
9:46	u0vj				Where did the leaders of the tower of Shechem enter?	The leaders of the tower of Shechem entered the stronghold of the house of El Berith.
9:48-49	mu3p				How did Abimelech kill all the leaders and people in the tower of Shechem?	Abimelech went up to Mount Zalmon, piled branches on top of the underground chamber, and set it on fire above it.
9:52-53	jv8o				When Abimelech came near the door of the tower of Thebez, what happened to him?	When Abimelech came near the door of the tower of Thebez, a woman dropped an upper millstone on his head and it cracked his skull.
9:54	o93q				Why did Abimelech tell his armor-bearer to draw his sword and kill him?	Abimelech told his armor-bearer to draw his sword and kill him, so no one would say a women killed Abimelech.
9:57	ry2j				What was the curse of Jotham?	The curse of Jotham was for fire to come out from Abimelech and burn up the men of Shechem and the house of Millo, for fire to come out from the men of Shechem and Beth Millo, to burn up Abimelech.
10:1	tq8b				Where was Shamir?	Shamir was in the hill country of Ephraim.
10:6-7	q67b				Why did Yahweh burn with anger toward the people of Israel?	The people of Israel abandoned Yahweh and no longer worshiped him, so he burned with anger toward Israel.
10:9	hsb1				Why was Israel greatly distressed?	Ammonites crossed over the Jordan to fight against Judah, against Benjamin, and against the house of Ephraim, so that Israel was greatly distressed.
10:14	wx9g				To whom did Yahweh tell the people of Israel to call out for help?	Yahweh told the people to call out to the gods that they had worshiped.
10:16	va6g				Why did Yahweh become impatient over the misery of Israel?	Israel turned away from the foreign gods they owned and they worshiped Yahweh, so he became impatient over the misery.
11:1	vpt6				Of whom was Jephthah the son?	Jephthah was the son of a prostitute.
11:5-6	ztd7				Why did the elders of Gilead go to bring Jephthah back from the land of Tob?	The elders of Gilead went to bring Jephthah back from the land of Tob so he would be their leader.
11:7-8	xvxj				Why were the elders of Gildead turning to Jephthah?	The elders of Gildead were turning to Jephthah because they were in trouble.
11:9	ksgz				If the elders of Gildeon brought Jephthah home again to fight against the soldiers of Ammon, and if Yahweh gave them victory over them, what would happen to Jephthah?	If the elders of Gildeon brought Jephthah home again to fight against the soldiers of Ammon, and if Yahweh gave them victory over them, Jephthah would be their leader.
11:12-13	tsff				Why did the people of Ammon come with force to take the land of Israel?	The people of Ammon came with force to take the land of Israel because when Israel came up out of Egypt, they seized the land of Ammon.
11:17	c205				Who was not willing to let Israel pass?	The king of Edom and the king of Moab were not willing to let Israel pass.
11:18	ojgv				Why did Israel not go into the territory of Moab?	They did not go into the territory of Moab, for the Arnon was Moab’s border.
11:21	ha07				Who gave Israel victory over Sihon?	Yahweh, the God of Israel, gave Israel victory over Sihon.
11:26	kqeg				For how long did Israel live in Heshbon and its villages, and in Aroer and its villages, and in all the cities that are along the banks of the Arnon?	Israel lived for three hundred years in Heshbon and its villages, and in Aroer and its villages, and in all the cities that are along the banks of the Arnon.
11:30	a8zn				If Yahweh gave Jephthah victory over the people of Ammon, what would Jephthah do?	If Yahweh gave Jephthah victory over the people of Ammon, Jephthah would offer up as a burnt offering whatever came out of the doors of his house to meet him.
11:32	clg2				When Jephthah passed through to the people of Ammon to fight against them, who gave him the victory?	When Jephthah passed through to the people of Ammon to fight against them, Yahweh gave him victory.
11:34	ytol				How many children did Jephthah have?	Jephthah had only one child.
11:36-37	jnc6				What did Jephthah’s daughter want to do before he did everything he had promised?	She wanted him to leave her alone for two months, that she could leave and go down to the hills and grieve over her virginity.
11:39	ge7m				What did Jephthah do with his daughter?	He did with her according to the promise of the vow he had made.
12:1	scmk				What did the men of Ephraim want to do to Jephthah’s house because he did not call them to go with him?	Ephraim wanted to burn Jephthah’s house down over him because he did not call them to go with him to fight against the people of Ammon.
12:4	fnbv				Why did the men of Gilead attack the men of Ephraim?	The men of Gilead attacked the men of Ephraim because they said, “You Gileadites are fugitives from Ephraim—from within Ephraim and Manasseh.”
12:5-6	xeom				How did the men of Gilead test if a man was from Ephraim?	They would tell him to say “Shibboleth.” And if he said, “Sibboleth,” (for he could not pronounce the word correctly), the Gileadites would seize him and kill him at the fords of the Jordan.
13:2	cagx				Why had Manoah’s wife not given birth?	Manoah’s wife was not able to become pregnant and so she had not given birth.
13:5	q3og				Why was no razor to come onto the child’s head?	No razor was to come onto his head, for the child was to be a Nazirite to God.
13:6	etrv				Like what did the man of God look?	The man of God looked like an angel of God.
13:9	iwhe				When the angel of God came a second time, who was there?	When the angel of God came a second time, only Manoah’s wife was there.
13:12	q7wn				About what did Manoah ask the angel?	Manoah asked the angel about the rules for the child and what his work would be.
13:16	nhhj				If Manoah prepared a burnt offering, to whom was he to offer it?	If Manoah prepared a burnt offering, he was to offer it to Yahweh.
13:19-20	jp46				What marvelous thing did Yahweh do while Manoah and his wife were watching?	While Manoah and his wife were watching, the angel of Yahweh went up in the flame of the altar.
13:25	o6py				Where did Yahweh’s Spirit begin to stir Samson?	Yahweh’s Spirit began to stir Samson in Mahaneh Dan.
14:2	hal5				Who did Samson want his parents to get for him to be his wife?	Samson wanted his parents to get a woman in Timnah, one of the daughters of the Philistines, for him to be his wife.
14:3	cp14				Why did Samson want his parents to get him the woman in Timnah as his wife?	He wanted his parents to get him the woman in Timnah as his wife, for when he looked at her, she pleased him.
14:6	x5ly				How was Samson able to tear the lion apart?	Yahweh’s Spirit suddenly came on him, and he tore the lion apart.
14:8	zpwg				What was in the carcass of the lion?	There was a swarm of bees and honey in the carcass of the lion.
14:13	x9mb				What would Samson get if the thirty friends could not answer his riddle?	Samson would get thirty linen robes and thirty sets of clothes if the thirty friends could not answer his riddle.
14:15	st3b				What would happen to Samson’s wife if she did not trick her husband and get the answer to the riddle?	If Samson’s wife did not trick her husband and get the answer to the riddle, the thirty friends would burn up her and her father’s houses.
14:17	mr3d				For how long did Samson’s wife cry in order to get the answer to the riddle?	She cried during the seven days that their feast lasted.
14:19	g561				How did Samson get thirty sets of clothing?	Samson went down to Ashkelon and killed thirty men among those people and took their sets of clothing.
15:1	xf27				When Samson went to visit his wife, why did her father not allow him to go in?	The father thought Samson hated his wife, so the father gave her to Samson’s friend.
15:3-4	q2gs				How did Samson try to be innocent in regard to the Philistines when he hurt them?	Samson tried to be innocent in regard to the Philistines when he hurt them by catching three hundred foxes, tying torches to them, and letting them go in the Philistines’ grain.
15:6	hcqx				When the Philistines were told that Samson burned their fields, what did they do?	When the Philistines were told that Samson burned their fields, they burned his wife and her father.
15:7-8	rss9				Why did Samson cut the Philistines to pieces, hip and thigh, with a great slaughter?	Samson cut the Philistines to pieces, hip and thigh, with a great slaughter to get revenge on them for killing his wife and her father.
15:9-10	w9gu				Why did the Philistines come up to attack Judah?	The Philistines came up to attack Judah so they could capture Samson, and so they could do to him as he did to them.
15:12	so92				When the men of Judah came to tie Samson up, what did he make them swear?	When the men of Judah came to tie Samson up, he made them swear that they would not kill him themselves.
15:15	nqvj				With what did Samson kill a thousand men?	Samson killed a thousand men with a fresh jawbone of a donkey.
15:18	pzyn				After Samson killed a thousand men with a fresh jawbone of a donkey, how did he think he would die?	After Samson killed a thousand men with a fresh jawbone of a donkey, he thought he would die of thirst.
15:19	shoz				How did Samson get water?	God split open the hollow place at Lehi, and water came out.
16:2	ewwz				When did the Gazites plan to kill Samson?	The Gazites planned to kill Samson at daylight.
16:3	mzwv				How did Samson escape Gaza?	Samson took hold of the city gate and its two posts, and he pulled them up out of the ground, bar and all.
16:5	dhbt				If Delilah tricked Samson, what would the rulers of the Philistines give her?	If Delilah tricked Samson, each of the rulers of the Philistines would give her 1,100 pieces of silver.
16:9	fe7p				When Delilah told Samson the Philistines were on him, what did he do to the bowstrings with which he was tied?	When Delilah told Samson the Philistines were on him, he broke the bowstrings.
16:12	ie6p				When Samson tore off the ropes from his arms, where were the men lying in wait?	When Samson tore off the ropes from his arms, the men lying in wait were in the inner room.
16:16	ycpb				How much did Delilah pressure Samson?	She so pressured him that he wished he would die.
16:17	eyp0				Why had Samson never had a razor cut the hair on his head?	Samson had never had a razor cut the hair on his head, for he had been a Nazirite for God from his mother’s womb.
16:19	sm10				How was Delilah able to begin to subdue Samson?	Delilah began to subdue him when the locks of his head were shaven off, for his strength left him.
16:21	b13h				What work did the Philistines make Samson do?	The Philistines made Samson turn the millstone at the prison house.
16:23	w3ie				Why did the rulers of the Philistines gather together to offer a great sacrifice to Dagon their god?	The rulers of the Philistines gathered together to offer a great sacrifice to Dagon their god, for they said, “Our god has conquered Samson.”
16:26	fdqe				Who helped Samson touch the pillars on which the building rested?	The boy who held Samson’s hand helped Samson touch the pillars on which the building rested.
16:28	mh4s				Why did Samson want God to strengthen him?	Samson wanted God to strengthen him so that he could have revenge in one blow on the Philistines for taking his two eyes.
16:30	e3yf				How many people did Samson kill when the building fell?	Samson killed more than those he killed during his life.
17:2	qysg				What did Micah steal?	Micah stole the 1,100 pieces of silver that were taken from his mother.
17:3	il0o				For what did Micah’s mother set apart the silver?	She set apart the silver to Yahweh, for her son to make a carved wooden figure and a cast metal figure.
17:5	webl				To what did Micah dedicate one of his sons?	He dedicated one of his sons to become his priest.
17:8	xy2r				Why did the Levite leave Bethlehem?	The Levite left Bethlehem to go and find a place to live.
17:10	r6uk				What did Micah ask the Levite to be to him?	Micah asked the Levite to live with him and be an adviser and a priest to him.
17:13	tyai				Why did Micah think Yahweh would do good for him?	Micah thought Yahweh would do good for him, because a Levite became his priest.
18:1	e4u2				Why was the tribe of the descendants of Dan looking for a territory on which to live?	The tribe of the descendants of Dan waslooking for a territory to live on, for up to that day they had not received any inheritance from among the tribes of Israel.
18:5	rhwo				What did the people of Dan want the Levite to seek?	The people of Dan wanted the Levite to seek the advice of God.
18:9	zd8a				What did the five men from Dan want to do with the land of Laish?	The five men from Dan wanted to conquer the land.
18:14	shz9				What did the five men say was in the houses of Laish?	The five men said that in the houses of Laish there were an ephod, household gods, a carved figure, and a cast metal figure.
18:17	cej3				Who took the carved figure?	The five men who had gone to scout out the land went there and they took the carved figure.
18:24	tlmz				Why was Micah angry?	Micah was angry because the Danites stole the gods he made, they took the priest, and they were leaving.
18:26	hpy3				When did Micah turn and go back to his house?	When Micah saw that they were too strong for him, he turned and went back to his house.
18:28	ramy				Why was there no one to rescue the people of Laish?	There was no one to rescue the people because it was a long way from Sidon, and they had no dealings with anyone.
18:30	h3z1				Who were the priests for the tribe of the Danites?	Jonathan the son of Gershom (the son of Moses), he and his sons were priests for the tribe of the Danites until the day of the land’s captivity.
19:1	zzfz				Where was the Levite living?	The Levite was living for a while in the most remote area of the hill country of Ephraim.
19:3	fcw2				Where did the Levite’s concubine bring him?	The concubine brought the Levite into the house of her father.
19:5-6	h1pf				Although the Levite intended to go home, what did his father-in-law want him to do?	His father-in-law wanted him to stay and spend the night.
19:7	aj54				What did the Levite do about his plan to leave early and go home?	He changed his plan and spent the night with his father-in-law.
19:9	ppa6				What did the Levite’s father-in-law ask him to do again on the fifth day?	His father-in-law asked him to stay another night and have a good time.
19:12	tktu				Why did the Levite not want to spend the night in Jebus?	The Levite did not want to turn aside into a city of foreigners.
19:15	vr21				Why did the Levite and his servant sit down in the city square?	They sat down in the city square, for no one took them into his house for the night.
19:16	l2gf				From what tribe were the men living in Gibeah?	The men living in Gibeah were Benjamites.
19:20	ckdg				What did the old man warn the Levite not to do?	The old man warned the Levite not to spend the night in the square.
19:22	otbh				Why did the wicked men of the city want the old man to bring out the man who came into his house?	The wicked men of the city wanted the old man to bring out the man who came into his house, so they could have sex with him.
19:24	w483				Who did the old man offer to the wicked men in place of the Levite?	The old man offered them his virgin daughter and the Levite’s concubine.
19:25-26	htpo				What happened at dawn?	At dawn the wicked men let the concubine go. She came and she fell down at the door of the man’s house where her master was, and she lay there until it was light.
19:28	uspj				What did the Levite do when his concubine did not answer him?	When the Levite’s concubine did not answer him, he put her on the donkey, and the man set out for home.
19:29	v4gq				What did the Levite do to his concubine’s body?	The Levite cut her up, limb by limb, into twelve pieces, and sent the pieces everywhere throughout Israel.
20:1	dkqg				Who assembled together before Yahweh at Mizpah?	All the people from Dan to Beersheba, including the land of Gilead, assembled together before Yahweh at Mizpah.
20:5	vt7k				What did the Levite say the relatives of Gibeah did to him?	The Levite said the relatives of Gibeah attacked him, surrounding the house and intending to kill him.
20:9	zkws				How would the people attack Gibeah?	They would attack Gibeah as the lot directed them.
20:13	rhry				Why did the tribes of Israel tell Benjamin to give them those wicked men of Gibeah?	The tribes of Israel told Benjamin to give them those wicked men of Gibeah, so the tribes might put them to death, and so they would completely remove this evil from Israel.
20:14	j3kn				Why did the people of Benjamin come together out of the cities to Gibeah?	The people of Benjamin came together out of the cities to Gibeah to get ready to fight against the people of Israel.
20:16	t09j				What was special about the seven hundred chosen men?	The seven hundred chosen men were left-handed; each of them could sling a stone at a hair and not miss.
20:18	w349				Why did Judah attack Benjamin first?	The people asked for advice from God, and Yahweh said, “Judah will attack first.”
20:26	n5da				After Benjamin killed many soldiers of Israel, what did the soldiers of Israel do?	After Benjamin killed many soldiers of Israel, the soldiers of Israel wept and fasted before Yahweh until evening. They also offered burnt offerings and peace offering before Yahweh.
20:27	nhb7				How did the people of Israel ask Yahweh?	The people of Israel asked Yahweh by using the ark of the covenant of God, which was there in those days.
20:32	mnad				When the soldiers of Israel drew away from the city to the roads, what did the people of Benjamin think?	When the soldiers of Israel drew away from the city to the roads, the people of Benjamin thought they were running away.
20:36	t142				Why had the men of Israel given ground to Benjamin?	The men of Israel had given ground to Benjamin because they were counting on the men they had placed in hidden positions outside Gibeah.
20:38	vrf5				What was the signal between the soldiers of Israel and the men hiding in secret?	The arranged signal between the soldiers of Israel and the men hiding in secret was that a great cloud of smoke would rise up out of the city.
20:42	wbt1				Why could the men of Benjamin not escape?	The men of Benjamin ran away from the soldiers of Israel escaping on the way to the wilderness, but the fighting overtook them.
20:47	wf01				How many soldiers of Benjamin turned and fled to the wilderness?	Six hundred men turned and fled to the wilderness.
21:1	yb29				Why did the men of Israel worry that one of their tribes should be missing?	The men of Israel worried that one of their tribes should be missing because they had promised to not give their daughters to marry a Benjamite.
21:3	sb0j				Why did the men of Israel worry that one of their tribes should be missing?	The men of Israel worried that one of their tribes should be missing because they had promised to not give their daughters to marry a Benjamite.
