Reference	ID	Tags	Quote	Occurrence	Question	Response
2:4	zvpg				What did the four men do who were carrying the paralyzed man?	The men removed the roof of the house and lowered the paralyzed man to Jesus.
2:5	efne				What did Jesus say to the paralyzed man?	Jesus said, “Child, your sins are forgiven”.
2:6-7	k9lq				Why did some of the scribes object to what Jesus had said?	Some of the scribes reasoned that Jesus had blasphemed because only God can forgive sins.
2:10-12	v3ys				How did Jesus demonstrate that he had authority on earth to forgive sins?	Jesus told the paralyzed man to take up his bed and go to his house, and the man did.
2:13-14	llaq				What was Levi doing when Jesus told Levi to follow him?	Levi was sitting at the tax-collecting place when Jesus called him.
2:15-16	c07h				At Levi’s house, what was Jesus doing that offended the Pharisees?	Jesus was dining with the sinful people and tax collectors.
2:17	zqw0				Who did Jesus say he had come to call?	Jesus said he had come to call sinful people.
2:18	p9ln				What question did some people ask Jesus about fasting?	They asked Jesus why his disciples did not fast when John’s disciples and the Pharisees’ disciples did fast.
2:19	w6go				How did Jesus explain why his disciples were not fasting?	Jesus said that while the bridegroom is still with the wedding attendants, they cannot fast.
2:23-24	ej7h				What did Jesus’ disciples do in some fields on the Sabbath which offended the Pharisees?	Jesus’ disciples picked heads of grain and ate them on the Sabbath.
2:25-26	iwe2				What example did Jesus give of someone who needed and ate bread normally forbidden for them?	Jesus gave the example of David who, out of need, ate the bread of the presence, normally reserved for the priests.
2:27	m19r				For whom did Jesus say the Sabbath was made?	Jesus said the Sabbath was made for people.
2:28	ak51				What authority did Jesus claim for himself?	Jesus said that he was Lord also of the Sabbath.
3:1-2	o82f				Why were they watching Jesus on the Sabbath in the synagogue?	They were watching Jesus to see if he would heal on the Sabbath, so they could accuse him.
3:4	dk1g				What question did Jesus ask the people about the Sabbath?	Jesus asked the people if it was lawful to do good, or to do harm on the Sabbath.
3:4	p1z9				How did the people respond to Jesus’ question?	The people were silent.
3:5	mrbj				What then was Jesus’ attitude toward them?	Jesus became angry with them.
3:6	acwq				What did the Pharisees do when Jesus healed the man?	The Pharisees went out and plotted to put Jesus to death.
3:7-8	b2bk				How many people followed Jesus as he went to the sea?	A great crowd followed Jesus.
3:11	tke0				What did the demons cry out when they saw Jesus?	The demons cried out that Jesus was the Son of God.
3:14-15	e2s0				How many men did Jesus appoint as apostles, and what were they to do?	Jesus appointed 12 apostles who were to be with him, preach, and have authority to cast out demons.
3:19	raj7				Who was the apostle that would betray Jesus?	The apostle that would betray Jesus was Judas Iscariot.
3:21	rh8o				What did Jesus’ family think about the crowds and the events surrounding Jesus?	Jesus’ family thought that he was out of his mind.
3:22	xmhs				What accusation did the scribes make against Jesus?	The scribes accused Jesus of driving out demons by the ruler of demons.
3:23-24	ob9v				What was Jesus’ response to the scribes’ accusation?	Jesus responded that no kingdom divided against itself can stand.
3:28-29	txqb				What sin did Jesus say cannot be forgiven?	Jesus said that blasphemy against the Holy Spirit cannot be forgiven.
3:33-35	xtjn				Who did Jesus say were his mother and brothers?	Jesus said that his mother and brothers were those who do the will of God.
4:1	bki3				Why did Jesus get into a boat to teach?	Jesus got into a boat to sit and teach because a very large crowd had gathered around him.
4:4	wzuu				What happened to the seeds sown on the road?	The birds came and devoured them.
4:6	wyhf				What happened to the seeds sown on the rocky ground when the sun rose?	They withered away because they had no root.
4:7	b6ma				What happened to the seeds sown among thorn plants?	The thorn plants choked them.
4:8	ivy4				What happened to the seeds sown in the good soil?	The seeds produced grain, yielding 30, 60, and some, 100 times what was planted.
4:11	o0ss				What did Jesus say was given to the Twelve, but not to those outside?	Jesus said the mystery of the kingdom of God was given to the Twelve, but not to those outside.
4:14	pskj				In Jesus’ parable, what is the seed?	The seed is the word of God.
4:15	t1r5				What does the seed sown on the road represent?	It represents those who hear the word, but immediately Satan takes it away.
4:16-17	zy18				What does the seed sown on the rocky ground represent?	It represents those who hear the word with joy, but when persecution comes, they stumble.
4:18-19	alo5				What does the seed sown among thorn plants represent?	It represents those who hear the word, but the cares of the world choke the word.
4:20	lhwr				What does the seed sown in the good soil represent?	It represents those who hear the word, receive it, and produce fruit.
4:22	c1ey				What did Jesus say would happen to the hidden and secret things?	Jesus said that the hidden and secret things would be brought into the light.
4:26-27	fteq				In what way is the kingdom of God like a man who casts his seed upon the ground?	The man casts the seed, and it grows, but he does not know how, then when the harvest is ripe he gathers it.
4:30-32	tzc2				In what way is the kingdom of God like a mustard seed?	The mustard seed begins as the smallest of seeds, yet grows into a great plant where many can make their nests.
4:35-37	tojt				What happened as the disciples and Jesus crossed the lake?	A great storm began, threatening to fill the boat with water.
4:38	j9v3				What was Jesus doing at this time in the boat?	Jesus was sleeping.
4:38	vu2b				What question did the disciples ask Jesus?	The disciples asked Jesus if he cared that they were about to die.
4:39	vehj				What did Jesus then do?	Jesus rebuked the wind and calmed the sea.
4:41	fkpr				After Jesus did this, what was the response of the disciples?	The disciples were filled with great fear and wondered who Jesus was, that the wind and sea obeyed him.
5:1-2	f3h1				Who met Jesus when they came to the region of the Gerasenes?	A man with an unclean spirit met Jesus.
5:4	pvch				What had happened when people tried to restrain this man with chains?	When people tried to restrain this man with chains, he tore the chains apart.
5:7	s4bf				What title did the unclean spirit give Jesus?	The unclean spirit called Jesus the Son of the Most High God.
5:8	s0ay				What did Jesus say to the unclean spirit in the man?	Jesus said, “Come out of the man, you unclean spirit”.
5:9	yw86				What was the name of the unclean spirit?	The unclean spirit’s name was Legion, because there were many.
5:13	jvth				What happened when Jesus cast out the unclean spirit from the man?	The spirits came out and entered a herd of pigs, which ran down a steep hill and drowned in the lake.
5:15	ist0				After the unclean spirit was cast out, what was the condition of the man?	The man was sitting with Jesus, clothed and in his right mind.
5:17	mpj9				What did the people of the region ask Jesus to do?	The people asked Jesus to leave their region.
5:19	w96x				What did Jesus tell the man who had lived in the tombs to now do?	Jesus told the man to tell his people what the Lord had done for him.
5:22-23	pj22				What request did Jairus, the synagogue leader, make of Jesus?	Jairus asked Jesus to come with him to lay hands on his daughter, who was near death.
5:25	atxm				What was the problem with the woman who touched Jesus’ cloak?	The woman had suffered with a discharge of blood for 12 years.
5:28	afd1				Why did the woman touch Jesus’ cloak?	The woman thought that if she just touched Jesus’ clothes, she would be healed.
5:30	mrlf				What did Jesus do when the woman touched his cloak?	Jesus knew that power had gone out from him so he asked who touched his clothes.
5:32	lyq8				What did Jesus do after the woman touched his cloak?	Jesus looked around to see who had touched him.
5:34	jfch				When the woman told Jesus all the truth, what did Jesus say to her?	Jesus told her that her faith had made her well, and to go in peace.
5:35	spbi				What was the condition of Jairus’ daughter when Jesus arrived at the house?	Jairus’ daughter was dead.
5:36	fai5				What did Jesus tell Jairus at this time?	Jesus told Jairus to not be afraid, but to just believe.
5:37	ffse				Which disciples went with Jesus into the room where the child was?	Peter, James, and John went with Jesus into the room.
5:40	sunl				What did the people in the house do when Jesus said Jairus’ daughter was only sleeping?	The people laughed at Jesus when he said that Jairus’ daughter was only sleeping.
5:42	km08				When the child got up and walked, how did the people react?	The people were greatly overcome and astonished.
6:2	o2l2				Why were the people of Jesus’ home town shocked about him?	The people did not know from where he got his teachings, his wisdom, and his miracles.
6:4	d9fa				Where did Jesus say a prophet is without honor?	Jesus said a prophet is without honor in his home town, among his relatives, and in his own household.
6:6	arwk				What amazed Jesus about the people in his home town?	Jesus was amazed by the unbelief of the people in his home town.
6:7	djdl				What authority did Jesus give the Twelve as he sent them out?	Jesus gave the Twelve authority over unclean spirits.
6:8-9	e4e2				What did the Twelve take with them on their journey?	The Twelve took a staff, sandals, and one tunic.
6:11	yfhp				What did Jesus tell the Twelve to do if a place did not receive them?	Jesus told the Twelve to shake off the dust under their feet as a testimony against them.
6:14-15	iota				Who did the people suppose Jesus was?	The people supposed that Jesus was John the Baptizer or Elijah or a prophet.
6:18	wv8i				What had John the Baptizer told Herod he was doing unlawfully?	John had told Herod it was unlawful for Herod to marry his brother’s wife.
6:20	l858				How did Herod react when he heard John preach?	Herod became upset when he heard John preach, but he was still glad to hear him.
6:23	fzf0				What oath did Herod swear to Herodias?	Herod swore that she could have whatever she asked of him, up to half of his kingdom.
6:25	tn2q				For what did Herodias ask?	Herodias asked for the head of John the Baptizer on a platter.
6:26	cu47				How did Herod react to Herodias’ request?	Herod became very sorry but did not refuse her request, because of the oaths he had made in front of his guests.
6:33	c20j				What happened when Jesus and the apostles tried to go away by themselves to rest?	Many people recognized them and ran to arrive there before Jesus and the apostles.
6:34	mdl0				What was Jesus’ attitude toward the crowd that was waiting for them?	Jesus had compassion on them because they were like sheep without a shepherd.
6:37	if60				When asked by Jesus, what did the disciples think they would have to do to feed the people?	The disciples thought they would have to go and buy 200 denarii worth of bread.
6:38	o56u				What food did the disciples already have with them?	The disciples already had five loaves and two fish with them.
6:41	bqyw				What did Jesus do as he took the loaves and fish?	As he took the loaves and fish, Jesus looked up to heaven, blessed and broke the loaves, and gave them to his disciples.
6:43	zbvh				How much food was left after everyone ate?	There were 12 baskets of bread, and pieces of fish left after everyone ate.
6:44	yrio				How many men had been fed?	There were 5,000 men that had been fed.
6:48	uxae				How did Jesus come to the disciples on the lake?	Jesus came to the disciples walking on the lake.
6:50	j2xz				What did Jesus tell the disciples when they saw him?	Jesus told the disciples to be brave and to not be afraid.
6:52	icdc				Why did the disciples not understand about the miracle of the loaves?	The disciples did not understand about the miracle of the loaves because their minds were slow to understand.
6:55	qidu				What did the people of the region do when they recognized Jesus?	The people brought the sick on stretchers to Jesus wherever they heard he was coming.
6:56	nkto				What happened to those who just touched the fringe of Jesus’ garment?	Those who just touched the fringe of Jesus’ garment were healed.
7:2	t05x				What were some of Jesus’ disciples doing that offended the Pharisees and scribes?	Some of the disciples were eating with unwashed hands.
7:3-4	ym0v				Whose tradition was it that hands, cups, pots, and copper vessels be washed before eating?	It was the tradition of the elders that hands, cups, pots, and copper vessels be washed before eating.
7:8-9	qrmr				What did Jesus say to the Pharisees and scribes about their teaching on the issue of washing?	Jesus said that the Pharisees and scribes taught the rules of men while abandoning the commandment of God.
7:11-13	d1yr				How did the Pharisees and scribes void the commandment of God which says to honor your father and mother?	They voided God’s commandment by telling people to give to them as Corban the money that would have helped their father and mother.
7:15	nqfn				What did Jesus say does not defile a person?	Jesus said that nothing from outside of a person can defile him when it enters into him.
7:15	l384				What did Jesus say defiles a person?	Jesus said that what comes out of a person defiles him.
7:18-19	gvrq				What did Jesus say does not defile a person?	Jesus said that nothing from outside of a person can defile him when it enters into him.
7:19	yf7h				What kinds of foods did Jesus declare to be clean?	Jesus declared all foods to be clean.
7:20-23	w1ic				What did Jesus say defiles a person?	Jesus said that what comes out of a person defiles him.
7:21-22	t1rz				What are three things that Jesus said can come out of a person to defile him?	Jesus said that evil thoughts, sexual immorality, theft, murder, adultery, coveting, wickedness, deceit, sensuality, envy, slander, pride, and folly can come out of a person to defile him.
7:25-26	y2wf				Was the woman whose daughter had an unclean spirit a Jew or a Greek?	The woman whose daughter had an unclean spirit was a Greek.
7:28	q2o4				How did the woman respond when Jesus told her that it was not right to take the children’s bread and throw it to the dogs?	The woman said that even the dogs under the table eat the children’s crumbs.
7:29-30	nb1x				What did Jesus do for the woman?	Jesus cast the demon out of the woman’s daughter.
7:33-34	ca4d				When the man who was deaf and had a speech impediment was brought to Jesus, what did he do to heal him?	Jesus put his fingers in the man’s ears, spit and touched his tongue, then looked to heaven and said, “Open!”
7:36	hc18				What did the people do when Jesus told them to tell no one about his healings?	The more Jesus commanded them to be quiet, the more they talked about it.
8:1-2	slgu				What concern did Jesus state about the great crowd that had been following him?	Jesus stated that he was concerned the great crowd had nothing to eat.
8:5	s9oj				How many loaves did the disciples have with them?	The disciples had seven loaves with them.
8:6	y5p3				What did Jesus do with the disciples’ loaves?	Jesus gave thanks, broke the loaves, and gave them to his disciples to serve.
8:8	ckyo				How much food remained after everyone had eaten?	There were seven baskets of food remaining after everyone had eaten.
8:9	h9sm				How many people ate and were satisfied?	There were about 4,000 men who ate and were satisfied.
8:11	bo9w				To test him, what did the Pharisees want Jesus to do?	The Pharisees wanted Jesus to give them a sign from heaven.
8:15	jt3x				About what did Jesus warn his disciples concerning the Pharisees?	Jesus warned his disciples to be on guard against the yeast of the Pharisees.
8:16	fjm2				About what did the disciples think Jesus was talking?	The disciples thought Jesus was talking about the fact that they had forgotten to bring bread.
8:19	nrwx				Jesus reminded his disciples that what had happened when Jesus had broken five loaves?	Jesus reminded them that when he had broken five loaves, 5,000 people had been fed and 12 baskets full of broken pieces had been taken up.
8:23	lkdf				What two things did Jesus first do to the blind man in order to restore his sight?	Jesus first spat on his eyes and laid his hands upon him.
8:25	w8lo				What third thing did Jesus do to the blind man in order to completely restore his sight?	Jesus laid his hands upon his eyes again.
8:28	scql				Who were the people saying that Jesus was?	The people were saying that Jesus was John the Baptizer, Elijah, or one of the prophets.
8:29	pf6h				Who did Peter say that Jesus was?	Peter said that Jesus was the Christ.
8:31	ssr3				About what future events did Jesus begin to teach his disciples clearly?	Jesus taught his disciples that the Son of Man must suffer, be rejected, be killed, and be raised after three days.
8:33	o8md				What did Jesus say when Peter began to rebuke him?	Jesus said to Peter, “Get behind me Satan! You do not care for the things of God, but for the things of people”.
8:34	vqyx				What did Jesus say anyone who wants to follow him must do?	Jesus said that anyone who wants to follow him must deny himself, take up his cross, and follow Jesus.
8:36	eosc				What did Jesus say about a person’s desire to gain the things of the world?	Jesus said, “What does it profit a person to gain the whole world and then forfeit his life?”
8:38	fczm				What did Jesus say he would do concerning those who are ashamed of him and his words?	Jesus said that at his coming he would be ashamed of those who were ashamed of him and his words.
9:1	ryud				Who did Jesus say would see the kingdom of God coming with power?	Jesus said that some standing there with him would not die before they saw the kingdom of God coming with power.
9:2-3	j5nw				What happened to Jesus when Peter, James, and John went up a high mountain with him?	Jesus was transfigured and his garments became radiantly brilliant.
9:4	hssp				Who was talking with Jesus on the mountain?	Elijah and Moses were talking with Jesus.
9:7	gnw6				On the mountain, what did the voice from the cloud say?	The voice said, “This is my beloved Son. Listen to him”.
9:9	wh06				What did Jesus command the disciples about what they had seen on the mountain?	Jesus commanded them to tell no one what they had seen, until the Son of Man had risen from the dead.
9:11-13	ct8y				What did Jesus say about Elijah’s coming?	Jesus said that Elijah does come first to restore all things, and that Elijah had already come.
9:17-18	tzbr				What were the disciples unable to do for the father and his son?	The disciples were unable to drive out the evil spirit from the father’s son.
9:22	ifim				Into what did the evil spirit throw the boy to try to destroy him?	The evil spirit threw the boy into the fire or into the waters to try to destroy him.
9:23-24	ay7z				How did the father respond when Jesus said all things are possible for the one who believes?	The father responded, “I believe! Help my unbelief!”
9:28-29	uh6o				Why were the disciples unable to cast out the mute and deaf spirit in the boy?	The disciples were unable to cast out the spirit, because it could not be cast out except by prayer.
9:31	uvpd				What did Jesus tell his disciples would happen to him?	Jesus told them he would be put to death, then after three days he would rise again.
9:33-34	q8mj				What were the disciples arguing about along the way?	The disciples were arguing about who among them was the greatest.
9:35	xnwc				Who did Jesus say is first?	Jesus said that he is first who is servant of all.
9:36-37	d095				When someone receives a little child in Jesus’ name, who are they also receiving?	When someone receives a little child in Jesus’ name, they are also receiving Jesus and the one who sent Jesus.
9:42	xm92				What would be better for someone who causes a little one who believes in Jesus to stumble?	It would be better for that one if a millstone were tied around his neck and he was thrown into the sea.
9:47	qvrv				What did Jesus say to do with your eye if it causes you to stumble?	Jesus said to tear out your eye if it causes you to stumble.
9:48	l2p2				What did Jesus say happens in hell?	Jesus said that in hell the worm does not die, and the fire is not put out.
10:2	tk8r				What question did the Pharisees ask Jesus in order to test him?	The Pharisees asked Jesus if it was lawful for a husband to divorce his wife.
10:4	p0nl				What commandment had Moses given the Jews concerning divorce?	Moses had allowed a man to write a certificate of divorce and then send his wife away.
10:5	cuwg				Why had Moses given the Jews this commandment concerning divorce?	Moses had given this commandment to the Jews because of their hard hearts.
10:6	b18w				To what event in history did Jesus refer when telling the Pharisees about God’s original design for marriage?	Jesus referred to the creation of male and female at the beginning when telling about God’s original design for marriage.
10:7-8	lkz2				What did Jesus say the two people, the man and his wife, become when they are married?	Jesus said that the two become one flesh.
10:9	bxgt				What did Jesus say about what God joins together in marriage?	Jesus said that what God joins together, let no man tear apart.
10:13-14	ftqq				What was Jesus’ reaction when the disciples rebuked those bringing little children to him?	Jesus was angry with the disciples and told them to permit the little children to come to him.
10:15	s8f7				How did Jesus say the kingdom of God must be received in order to enter it?	Jesus said the kingdom of God must be received as a little child in order to enter it.
10:19	slbl				What did Jesus first tell the man he must do to inherit eternal life?	Jesus told the man he must not kill, not commit adultery, not steal, not testify falsely, not defraud, and must honor his father and mother.
10:21	h1nt				What additional commandment did Jesus then give the man?	Jesus then commanded the man to sell at that he had and to follow him.
10:22	r5hj				How did the man react when Jesus gave him this commandment, and why?	The man was sorrowful and walked away, for he had many possessions.
10:23-25	fn0b				Who did Jesus say had great difficulty entering the kingdom of God?	Jesus said that the rich had great difficulty entering the kingdom of God.
10:26-27	a2pr				How did Jesus say even a rich person could be saved?	Jesus said that with people it is impossible, but with God all things are possible.
10:29-30	ut0n				What did Jesus say anyone would receive who had left house, family, and lands for Jesus’ sake?	Jesus said they would receive a hundred times as much in this world, with persecutions, and eternal life in the world to come.
10:32	t4vq				On what road were Jesus and the disciples traveling?	Jesus and the disciples were traveling on the road going up to Jerusalem.
10:33-34	ie59				What did Jesus tell his disciples would happen to him in Jerusalem?	Jesus told his disciples that he would be condemned to death and delivered over to the Gentiles.
10:35-37	mu7d				What request did James and John make to Jesus?	James and John requested to sit on Jesus’ right and left hand with him in glory.
10:39	xafk				What did Jesus say that James and John would endure?	Jesus said that James and John would endure the cup Jesus would drink, and the baptism with which Jesus would be baptized.
10:40	vd45				Did Jesus grant the request of James and John?	No. Jesus said that the seats at his right and left hand were not his to give.
10:42	m3q4				How did Jesus say the rulers of the Gentiles treat their subjects?	Jesus said that the rulers of the Gentiles dominate their subjects.
10:43-44	yky8				How did Jesus say those who wish to be great among the disciples must live?	Jesus said those who wish to be great among the disciples must be servant of all.
10:48	ece0				What did the blind man Bartimaeus do when many rebuked him, telling him to be quiet?	Bartimaeus cried out all the more, “Son of David, have mercy on me!”
10:52	rato				What did Jesus say had healed Bartimaeus of his blindness?	Jesus said that Bartimaeus’ faith had healed him.
11:2	agr2				What did Jesus send two of his disciples to do in the village opposite them?	Jesus sent them to bring a colt to him that had never been ridden.
11:5-6	u8he				What happened when the disciples untied the colt?	Some people asked the disciples what they were doing, so they spoke to the people as Jesus told them, and the people let them go their way.
11:8	cgd8				What did the people spread on the road as Jesus rode on the colt?	On the road the people spread their garments and branches they had cut from the fields.
11:10	vfq1				What coming kingdom were the people shouting about as Jesus rode toward Jerusalem?	The people were shouting that the kingdom of their father David was coming.
11:11	pj8s				What did Jesus do when he entered the temple area?	Jesus looked around and then went out to Bethany.
11:14	qg7e				What did Jesus do when he saw the fig tree with no fruit on it?	Jesus said to the fig tree, “No one will ever eat fruit from you”.
11:15-16	pbr1				What did Jesus do when he entered the temple area this time?	Jesus cast out the sellers and purchasers and would not allow anyone to carry merchandise through the temple.
11:17	dgql				What did Jesus say the temple was supposed to be, according to Scripture?	Jesus said that the temple was supposed to be a house of prayer for all the nations.
11:17	hpgp				What did Jesus say the chief priests and scribes had made the temple?	Jesus said they had made the temple a den of robbers.
11:18	x7nj				What were the chief priests and scribes trying to do to Jesus?	The chief priests and scribes were trying to kill Jesus.
11:20	geb7				What happened to the fig tree to which Jesus had spoken?	The fig tree to which Jesus had spoken withered away to its roots.
11:24	okwn				What did Jesus say about everything we ask for in prayer?	Jesus said that everything we ask for in prayer, believe that we have received it, and it will be ours.
11:25	udpr				What did Jesus say we must do so that the Father in heaven will also forgive you?	Jesus said we must forgive whatever we have against anyone so that the Father will also forgive us.
11:27-28	y3u8				In the temple, what did the chief priests, scribes, and elders want to know from Jesus?	They wanted to know by what authority he did the things he was doing.
11:29-30	cdce				What question did Jesus ask the chief priests, scribes, and elders?	Jesus asked them if John’s baptism was from heaven or from men.
11:31	qfb1				Why did the chief priests, scribes, and elders not want to answer that John’s baptism was from heaven?	They did not want to give this answer because Jesus would ask why they didn’t believe John.
11:32	zg5i				Why did the chief priests, scribes, and elders not want to answer that John’s baptism was from men?	They did not want to give this answer because they feared the people, who all believed that John was a prophet.
12:1	k9g4				After building and leasing the vineyard, what did the owner do?	After building and leasing the vineyard, the owner went away on a journey.
12:5	qm75				What did the vine dressers do to the many servants that the owner sent to receive the fruit of the vineyard?	The vine dressers beat some and killed some of the many servants.
12:6	p7p2				Who did the owner send last to the vine dressers?	The owner sent his beloved son last.
12:8	abgx				What did the vine dressers do with the one sent last by the owner?	The vine dressers seized him, killed him, and threw him out of the vineyard.
12:9	bpsj				What will the owner of the vineyard do to the vine dressers?	The owner of the vineyard will come and destroy the vine dressers and give the vineyard to others.
12:10	c54c				In the scripture, what happens to the stone which the builders rejected?	The stone which the builders rejected has been made the cornerstone.
12:14	n5ve				What question did the Pharisees and some of the Herodians ask Jesus?	They asked him if it was lawful to pay taxes to Caesar or not.
12:17	z3xo				How did Jesus answer their question?	Jesus said they should give to Caesar the things that are Caesar’s and give to God the things that are God’s.
12:18	jy15				In what did the Sadducees not believe?	The Sadducees did not believe in the resurrection.
12:22	nmuk				In the story told by the Sadducees, how many husbands did the woman have?	The woman had seven husbands.
12:23	fehv				What question did the Sadducees ask Jesus about the woman?	They asked which of the men would be the woman’s husband in the resurrection.
12:24	bs3e				What reason did Jesus give the Sadducees for their error?	Jesus said that the Sadducees did not know the scriptures nor the power of God.
12:25	ks2q				What was Jesus’ answer to the Sadducees’ question about the woman?	Jesus said that in the resurrection, men and women will not marry, but will be like angels.
12:26-27	ete1				How did Jesus show from the scriptures that there is a resurrection?	Jesus quoted from the book of Moses, where God says that he is the God of Abraham, Isaac, and Jacob - all who must then be still alive.
12:29-30	tzeh				What commandment did Jesus say is most important?	Jesus said that to love the Lord your God with all your heart, soul, mind, and strength is the most important commandment.
12:31	mh0y				What commandment did Jesus say is second?	Jesus said that to love your neighbor as yourself is the second commandment.
12:35-37	qo6t				What question did Jesus ask the scribes about David?	Jesus asked how David could call the Christ Lord when the Christ is the son of David.
12:38-40	ndcc				What did Jesus tell the people to beware of concerning the scribes?	Jesus said that the scribes desire to be honored by men, but they devour widows’ houses and make long prayers for people to see.
12:44	vxj4				Why did Jesus say that the poor widow had put in more than all who contributed to the offering box?	Jesus said she had contributed more because she gave out of her poverty while the others gave out of their abundance.
13:2	a889				What did Jesus say would happen to the wonderful stones and buildings of the temple?	Jesus said that not one stone would be left on another.
13:4	et3p				What question did the disciples then ask Jesus?	The disciples asked Jesus when these things would happen, and what would be the sign.
13:5-6	znvi				About what did Jesus say the disciples must be careful?	Jesus said the disciples must be careful that no one lead them astray.
13:7-8	umt6				What did Jesus say would be the beginnings of birth pains?	Jesus said the beginning of birth pains would be wars, rumors of wars, earthquakes, and famines.
13:9	arqh				What did Jesus say would happen to the disciples?	Jesus said that the disciples would be delivered to councils, beaten in synagogues, and would stand before governors and kings as a testimony.
13:10	p9a0				What did Jesus say must happen first?	Jesus said the gospel must be preached to all the nations first.
13:12	zlct				What did Jesus say would happen between family members?	Jesus said that one family member would deliver up another family member to death.
13:13	trz5				Who did Jesus say would be saved?	Jesus said that whoever endures to the end would be saved.
13:14	a194				What did Jesus say those in Judea should do when they see the abomination of desolation?	Jesus said that those in Judea should flee to the mountains when they see the abomination of desolation.
13:20	pgpi				What did Jesus say the Lord would do for the sake of the elect, so that they would be saved?	Jesus said the Lord would shorten the days of tribulation for the sake of the elect.
13:22	zmok				Who did Jesus say would arise to deceive people?	Jesus said that false Christs and false prophets would arise to deceive people.
13:24-25	mxj5				What will happen to the lights and powers in the heavens after the tribulation of those days?	The sun and moon will be darkened, the stars will fall from the sky. The powers in the heavens will be shaken.
13:26	ctur				What will the people see in the clouds?	They will see the Son of Man coming in the clouds with great power and glory.
13:27	kyem				What will the Son of Man do when he comes?	The Son of Man will gather his elect from the ends of the earth and the sky.
13:30	zo90				What did Jesus say would not pass away until all of these things occurred?	Jesus said that this generation would not pass away until all of these things occurred.
13:31	oxg8				What did Jesus say would never pass away?	Jesus said that his words would never pass away.
13:32	pmdn				When did Jesus say all these things would happen?	Jesus said that no one knows the day or hour except the Father.
13:33	mck3				What command did Jesus give his disciples regarding when the time is?	Jesus told his disciples to be alert, watch and pray.
13:35	zfgp				What command did Jesus give his disciples regarding his coming?	Jesus told his disciples to be stay alert as they await his coming.
13:37	c6rm				What command did Jesus give his disciples regarding his coming?	Jesus told his disciples to be alert and watch.
14:1	l7mb				What were the chief priests and scribes considering how to do?	They were considering how to stealthily arrest Jesus and then kill him.
14:2	ezqi				Why did the chief priests and scribes not want to act during the Feast of Unleavened Bread?	They were worried that a riot would arise among the people.
14:3	lyx4				What did a woman do to Jesus at the house of Simon the leper?	A woman broke a vial of costly liquid and poured it on Jesus’ head.
14:5	tn7q				For what were some rebuking the woman?	Some were rebuking the woman for not selling the perfume and giving the money to the poor.
14:8	rqmp				What did Jesus say the woman had done for him?	Jesus said the woman had anointed his body for burial.
14:9	s2sy				What promise did Jesus make about what the woman had done?	Jesus promised that wherever the gospel was preached in the whole world, what the woman had done would be spoken of in memory of her.
14:10	rueu				Why did Judas Iscariot go away to the chief priests?	Judas Iscariot went away to the chief priests so that he might deliver Jesus to them.
14:12-15	glcb				How did the disciples find the place where they would all eat the Passover?	Jesus told them to go into the city and follow a man carrying a pitcher of water, and then ask him where the guest room was that they would use to eat the Passover.
