Reference	ID	Tags	Quote	Occurrence	Question	Response
8:4	qz1u				How did Bildad say he knew that Job’s children sinned?	He said he knew this because God had punished them for their sins.
8:6	cuc2				How does Bildad say that God would bless Job if Job were pure and upright?	God would reward Job by restoring his former home and wealth.
8:9	vi3z				To what does Bildad compare our days on earth?	He says they are a shadow.
8:11	wzys				What do papyrus and reeds require in order to grow?	Papyrus requires a marsh, and reeds need water to grow.
8:14	xosc				To what does Bildad compare the trust of godless men?	Their trust is as fragile as a spider’s web.
8:17	v8iu				What do the roots do that represent a person that forgets God?	The roots are wrapped around heaps of stone and look for good places among the rocks.
8:20	admm				How does God treat the innocent man and the evildoers differently?	He will not cast away an innocent man, but will not take the hand of evildoers.
8:21	svgq				With what will God fill the mouth and lips of the innocent man?	He will fill his mouth with laughter and his lips with shouting.
9:3	yb6y				What would happen is a man tried to argue with God?	The man could not answer God once in a thousand times.
9:5	wh72				What does God do to the mountains when he is angry?	He removes the mountains without warning and overturns them.
9:8	g8es				What does God trample down?	He tramples down and subdues the waves of the sea.
9:11	j9c8				Does Job see God when he passes by?	God goes by him and Job does not see or perceive him.
9:15	r12n				Even if Job were righteous, how would he need to address God?	Job could not answer him, but could only plead for mercy.
9:17	i9md				Why does Job believe God has multiple his wounds?	Job believed God multiplied his wounds without cause.
9:20	scdb				Is it possible for Job to be righteous and perfect?	No, even then, his mouth would condemn him and prove him guilty.
9:22	v4d4				Does Job think God treats righteous and wicked people differently?	He says God destroys both perfect people and wicked people together.
9:25-26	o9ou				To what three things does Job compare the speed of his days?	They are swifter than a running messenger, they are as fast as reed boats, and as fast as the swooping eagle.
9:27-29	i5y3				Why did Job say it would be in vain to forget about his complaints?	God would not consider him innocent, but Job would be condemned.
9:33	k0gn				What does Job say that no judge would be able to do?	No judge would lay his hand on both Job and God.
9:34	qyx1				What does Job say no other judge could do?	There is no other judge who can take God’s rod from Job, or keep God’s terror from frightening Job.
10:2	ofkr				Why does Job want God to show him instead of merely condemning him?	He wants God to show Job why he accuses him.
10:4	v9lm				What kind of eyes does Job ask God if he has?	Job asks him if he has eyes of flesh and sees like a man sees.
10:6	y8p9				For what does Job say that God seeks and searches?	God inquires after Job’s iniquity and searches after his sin.
10:8	y0uy				What had God’s hands done for Job?	They had framed and fashioned Job, yet they are destroying him.
10:11	yabf				With what did God clothe Job?	He clothed him with skin and flesh.
10:12	ekfy				What has God granted to Job?	God granted him life and covenant faithfulness.
10:14	env2				What would God do if Job sinned?	God will notice his sin, and not acquit him of his iniquity.
10:16	c10r				What would God do to Job if Job’s head were lifted up?	God would hunt him down like a lion.
10:17	e8gk				Who would God bring against Job?	God would bring new witnesses against him.
10:18	jl22				What does Job wish had happened to him?	He wishes he had died and that no eye had ever seen him.
10:21	gwep				Where is Job going, from which he will not return?	He is going to the land of darkness.
11:3	nujl				What did Zophar think Job had done to their teaching?	He thought Job had mocked his friends' teaching.
11:6	m4mm				What does Zophar say that God has demanded from Job?	He said God has demanded less from Job than his iniquity deserved.
11:7-9	s0pz				Does Zophar think that Job could possibly understand God?	Zophar thinks that it is impossible because God is as high as the heavens, deeper than Sheol, longer than the earth, and wider than the sea.
11:10-11	ogc9				Does Zophar think that it is possible for anyone to stop God?	It is impossible to stop God because he knows false people and punishes iniquity.
11:12	xomz				When does Zophar say foolish people will have understanding?	They will have understanding when the colt of a wild donkey will be born to a man, meaning never!
11:16	zlrd				What does Zophar say would happen to Job’s misery if he truly puts away his iniquity?	Job would forget his misery and remember it only like waters that have flowed away.
11:18	l180				Why would Job be secure if he put away his iniquity?	He would be secure because there would be hope.
11:20	oh1t				What does Zophar say will be the hope of wicked people?	He says that their hope will be an expiration of breath, meaning that they can only hope to die.
12:3	px1r				How does Job compare himself to his friends?	He says he also has understanding and is not inferior to them.
12:4	ic9n				What do Job’s neighbors think of him now?	They laugh at him.
12:7-8	wotw				Who does Job think could teach his friends?	The beasts, the birds, the earth, and the fish of the sea could teach his friends.
12:9	geax				What do all of the animals know?	They know that the hand of Yayweh has given them life.
12:12	p9v4				What does Job say about aged men and understanding?	Wisdom and understanding come as people grow old.
12:15	vrj8				What does God do with the waters?	He with holds them and they dry up, and he sends them out and they overwhelm the land.
12:18	q9mx				What does God take from kings?	He takes off the chain of authority from them.
12:20	tjrz				What does Job say about what God does to the trustworthy and the elders?	He can remove the speech of the trustworthy and take away the understanding of elders.
12:23	ln5a				What does Job say about God does to nations?	He makes them strong or destroys them, and enlarges them or leads them along as prisoners.
12:24	q7xf				What happens to the leaders of the people of the earth when God takes away their understanding?	He causes them them to wander in a wilderness where there is no path.
13:2	eub2				How does Job say his knowledge compares to that of his friends?	Job says that he knows the same as they know, and he is not inferior to them.
13:3	la0e				Who would Job like to talk to instead of his friends and why?	He would rather speak to the Almighty because Job wants to reason with God.
13:5	e0u5				What does Job say about wanting his friends to be silent?	He says that the silence of his friends would be wisdom.
13:6	irsu				What does Job want his friends to hear?	He wants them to listen to his reasoning and the pleading of his lips.
13:10	y84h				Would God approve if Job’s friends were showing favoritism?	No, he would strongly reprove them if they showed favoritism.
13:12	ut7x				What does Job think about his friends’ sayings and defenses?	He says their sayings are proverbs made of ashes, and their defenses are made of clay.
13:13	dwj3				What does Job ask his friends to do so that he may speak?	Job asks them to hold their peace and let him speak.
13:16	e8l8				Why does Job think that he would be acquitted?	He does not come before God like a godless man.
13:18	of2t				What has Job set in order?	He has set his defense in order.
13:21	etxu				What does Job want God to withdraw from him?	Job wants God to withdraw his oppressive hand from Job and stop terrifying him.
13:24	ls3c				Who does God treat Job like?	He treats Job like his enemy.
13:28	espv				What useless things does Job say he is like?	He is like a rotten thing that wastes away, like a garment that moths have eaten.
14:2	m7cf				How does Job say man is like a flower?	Man sprouts from the ground like a flower, and then withers.
14:5	tdsu				Who decides the lifespan of man?	God has determined his days and the number of his months.
14:7	jo3e				What does Job say about a tree that has been cut down?	There can be hope for a tree that has been cut down, for it can sprout again.
14:12	ulul				Does Job say a man can live again?	He says that that people do not rise up again, and will not be roused out of their sleep.
14:13	f19f				Where does Job wish would God would hide him?	Job wants God to hide him away in Sheol, away from troubles.
14:17	rsc2				How would God treat Job’s transgression and iniquity if God’s wrath were finished?	God would seal up Job’s transgression in a bag, and cover up Job’s iniquity.
14:19	lmxg				What amazing thing can water do over time?	Water can wear down stones.
14:21	fd9j				What kinds of things does a dead man not know about his sons (his children)?	If they achieve honor or become insignificant, he does not know it.
15:2	wgu4				With what should a wise man not fill himself?	He should not fill himself with the east wind.
15:4	o13o				How does Eliphaz think that Job’s statements dishonored God?	He thinks Job destroys fear and diminishes devotion to God.
15:9	q7bj				Does Eliphaz think that Job knows something that the other friends do not know?	He does not think that Job knows what they do not know, or that he understands they do not understand.
15:10	qayn				Which people does Eliphaz say agree with Job’s friends?	The gray-headed and very aged men who are older than Job’s father are with Eliphaz and his friends.
15:13	x0d5				What does Eliphaz think Job has done?	He thinks Job has turned his spirit against God.
15:15	g8mc				How does God view his holy ones and the heavens?	He puts no trust even in his holy ones, and the heavens are not clean in his sight.
15:17-18	l347				From whom did Eliphaz get the things he will announce to Job?	The things he has seen are things that wise men passed down from their fathers, and things that ancestors did not hide.
15:21	arox				When will the destroyer come upon the wicked man?	The destroyer will come upon him while he is in his prosperity.
15:22	pxw9				What waits for the wicked man?	The sword waits for the wicked man.
15:26	dbhi				With what does the wicked man run against God?	He runs at God with a stiff neck and a thick shield.
15:28	pc4z				What will happen to the cities and houses of the wicked man?	They are ready to become heaps.
15:30	mmw4				What will cause the wicked to go away?	He will go away at the breath of God’s mouth.
15:31	zyxw				What reward will the wicked man have for trusting in worthless things?	Emptiness will be his reward.
15:34	col8				What will happen to the company of godless people?	It will be barren, and fire will consume their tents of bribery.
16:2-3	m93h				What did Job say about the comfort offered by his friends?	Job said they were making him more miserable with their endless, useless words.
16:6	izww				How does Job’s speaking affect his grief?	If he speaks, his grief is not lessened, and if he keeps from speaking, he is not helped.
16:10	nq73				How are other people treating Job as God attacks him?	They gape at Job with open mouth, hit him reproachfully on the cheek, and gathered together against him.
16:11	mtxj				To whom has God given Job?	God handed him over to the ungodly and threw him into the hands of wicked people.
16:13	bxbr				How has God injured Job?	He has pierced Job’s kidneys and poured out his bile on the ground.
16:15	ctyx				What has Job done to his skin to show his grief?	He has sewn sackcloth on his skin.
16:19	af2l				Who is Job’s witness and able to vouch for Job?	Job’s witness is in heaven, and the one who is for him is on high.
16:20	cxe4				Who does Job turn to as his friends scoff at him?	Job pours out his tears to God.
17:2	lhq7				What must Job always see?	He must always see the provocation of the mockers who are with him.
17:3	r25k				What pledge does Job want God to make to Job?	He wants God to pledge himself to be a guarantee for Job.
17:5	kyfy				Whose evil deed will cause the eyes of his children to fail?	The one who denounces his friends for a reward will cause the eyes of his children to fail.
17:7	x3dz				What has happened to Job’s eye and his body because of sorrow?	His eye is dim and all his body parts are as thin a shadow.
17:10	lztz				Does Job think that he can find a wise man among his friends?	Job knows that he will not find a wise man among them.
17:11	cqy9				Does Job have plans for the future?	Job’s plans are over, as are the wishes of his heart.
17:14	qstm				What has become Job’s father, mother, and sister?	The pit has become his father, and the worm is his mother and sister.
18:3	wcro				How did Bildad think Job viewed his friends?	Bildad thought Job regarded them as beasts and thought they were stupid.
18:5	nlwz				What will happen to the light of the wicked person?	His light goes out; the flame of his fire will not shine.
18:8	pdbm				What will throw the wicked man into a net?	He will be thrown into a net by his own feet, and he will walk into a pitfall.
18:9-10	xswr				What will catch the wicked man?	He will be caught by a trap, a snare, and a noose.
18:12	i8f2				What will happen to the strength of the wicked man?	His strength will turn into hunger.
18:14	teug				Where will the wicked man no longer live?	He will no longer live in his tent but will be unable to save himself.
18:16	tyc5				What image does Bildad use to describe what will happen to the wicked man?	He describes the wicked man as a tree whose roots will dry up beneath the ground, and whose branch will wither above.
18:19	xy7k				Will the wicked man have any descendants?	He will have no son or son’s son among his people, nor any remaining kinfolk where he had stayed.
18:20	j9bw				How do the people respond to what happens to the wicked man?	People will be shocked and horrified at what happens to the wicked man.
19:2	ejtc				What does Job ask his friends to stop doing to him?	Job asks his friends to stop hurting him and discouraging him.
19:3	hoz6				How many times have Job’s friends reproached him?	They have reproached him ten times.
19:4	skg2				Whose concern should it be if Job had erred?	Job says the error should be his own concern.
19:6	t2pl				How does Job say God has treated him?	Job says God has done wrong to Job and caught him in God’s net.
19:7	v63q				What happens when Job calls out for help because he has been wronged?	He is not answered and there is no justice.
19:11	kwml				According to Job, how has God regarded Job?	Job says God has regarded him as one of his enemies.
19:13-14	ib0j				What has happened to all of Job’s family and friends?	God has put his brothers far from him, his acquaintances are alienated, his kinsfolk fail him, and his close friends have forgotten him.
19:16	ih4a				How does Job’s servant respond to Job when he calls him?	His servant does not respond when Job gives an order.
19:19	n676				How have Job's former friends treated him?	His former friends have turned against him.
19:20	unhr				How does Job survive?	He survives only with the skin of his teeth.
19:23-24	h5q7				What does Job want to happen to his words?	He wants them to be written down and inscribed in a book, or engraved with pen and lead in the rock forever.
19:25	wero				What does Job say he knows?	He knows that his Redeemer lives, and that at last his Redeemer will stand on the earth.
19:26	bqkh				What does Job say will happen when his body is destroyed?	Job in his flesh will see God.
19:29	bf1g				What does wrath bring?	Wrath brings the punishment of the sword.
20:1-3	w6hj				Why did Zophar answer Job quickly?	He answered Job quickly he was troubled by what Job said. He hears Job’s rebuke and says it puts him to shame.
20:5	b86b				How long does the joy of a godless man last?	The joy of the godless only lasts for a moment.
20:7	rj9r				How will the wicked man perish?	He will perish permanently, like garbage disappears.
20:8	fjuf				How will the wicked man go away?	He will fly away like a dream, and be chased away like a vision of the night.
20:10	mwiq				What will the wicked man’s children do?	His children will apologize to poor people.
20:14	fxlb				What happens to wickedness inside the wicked man?	It will cause the food in his intestines to turn bitter, and will becomes like the poison of asps inside him.
20:15	gz9d				What will happen to the riches that the wicked man swallows down?	He will vomit them up again.
20:17	n051				What will the wicked man not live to enjoy?	He will not live to enjoy the blessings that flow from God.
20:19	gjgf				Why will the wicked man not rejoice?	He has oppressed and neglected the poor people, and has violently taken away houses that he did not build.
20:21	um7h				Why will the prosperity of the wicked man not be permanent?	It will not be permanent because there is nothing left that he did not devour.
20:23	p319				What will God do to the wicked man who is about to fill his belly?	God will rain down the fierceness of his wrath on him while he is eating.
20:24	jhhn				What will happen when the wicked man flees from the iron weapon?	A bow of bronze will shoot him.
20:27	vshr				What will the heavens and the earth do against the wicked man?	The heavens will reveal his iniquity and the earth will be a witness against him.
20:28	inyk				What will happen to the wicked man on the day of God’s wrath?	The wealth of his house will vanish and his goods will flow away.
21:3	nt18				What does Job think his friends will do after he has spoken?	He thinks they will continue to mock him.
21:5	eedo				How will people respond when they look at Job?	They will be astonished and lay their hands upon their mouths.
21:6	bhbg				What happens to Job when he thinks about his sufferings?	He is terrified; his flesh trembles.
21:7	eb64				What does Job ask about wicked people?	Job asks why do they continue to live, become old, and grow mighty in power?
21:10	j8b3				What happens to the bull and the cow of the wicked?	The bull doesn’t fail to breed and the cow doesn’t lose her calf prematurely.
21:14	d67g				What do the wicked say to God?	They tell God to depart from them, for they do not wish any knowledge of his ways.
21:16	qw9k				How does Job respond to the advice of wicked people?	He wants nothing to do with their advice.
21:19	pcy7				Who does Job want to pay for the guilt of the wicked person?	Job wants the wicked person to pay for his guilt, and not his children, so that he would know his guilt.
21:22	hd5u				Can anyone teach God knowledge?	No, for he judges even those who are high.
21:26	gu9d				What happens to both the man who dies in full strength and the one who dies in bitterness of soul?	They both lie down alike in the dust and the worms cover them both.
21:27	pl07				What does Job know about his friends’ thoughts and ways?	He knows their thoughts and the ways in which they wrong him.
21:30	tilw				What have traveling people seen happen to the wicked man?	They have seen that the wicked man is kept from the day of calamity, and that he is led away from the day of wrath.
21:32	d7ny				What will men do for the tomb of the wicked man?	Men will keep watch over his tomb.
21:34	tedb				With what does Job say Zophar was trying to comfort him?	Job says Zophar was trying to comfort him with things that are not true.
22:3	sm10				What does Eliphaz ask Job if his righteousness can do for the Almighty?	He asks if it brings any pleasure to the Almighty if Job is righteous.
22:4	fyee				How does Eliphaz mock Job’s reverence for God?	He mockingly says that God would not punish Job if Job had truly been righteous.
22:6	byaf				What does Eliphaz accuse Job of doing to the naked?	He says that Job has stripped the naked of their clothing.
22:9	n55v				What does Eliphaz accuse Job of doing to widows?	He claims Job has sent widows away empty.
22:11	phk4				What does Eliphaz say the darkness has done to Job?	He says Job is in darkness so that he does not know what to do.
22:14	k3nu				What does Eliphaz claim Job says about God not seeing people?	Job says, “Thick clouds are a covering to God, so that he does not see people.”
22:16	mv6d				What happens to the foundations of wicked men?	The wicked men’s foundations have washed away, as if by a flooding river.
22:19	qkps				How do the righteous act when they see the fate of the wicked?	The righteous see their fate and are glad.
22:21	stfw				What will happen if Job is at peace with God?	If Job is at peace with God, good will come to him.
22:23	bwm0				What does Eliphaz say will happen if Job returns to the Almighty?	If Job returns to the Almighty, he will be built up.
22:26	ly5i				What will happen when Job takes pleasure in the Almighty?	When Job takes pleasure in the Almighty, he will lift up his face to God.
22:29	h9s1				What does God do for the humble?	God saves those who are humble.
23:2	f8ah				Is Job finished protesting?	No. Job said that there is much more he could protest about.
23:4	om1e				What would Job do before God if he could find him?	He would lay his case in order before God and fill his mouth with arguments.
23:6	yt73				Does Job think God would argue against him in the greatness of God’s power if he could stand before him?	No, he thinks God would listen to him fairly.
23:9	vxyo				What does Job say God is doing in the south?	Job says in the south, God hides himself so that no one can see what he does there.
23:10	dteg				What result does Job expect from God’s testing him?	When God has tested Job, he will come out like gold.
23:12	xlbf				What has Job done with the words of God’s mouth?	Job has treasured up in his heart the words of God’s mouth.
23:14	vac7				What will God carry out for Job?	God will carry out his decrees for Job.
23:15	efal				How does Job feel when he thinks about God?	When Job thinks about him, he is afraid of him.
23:17	fmgf				What covers Job’s face?	The thick darkness covers Job’s face.
24:1	io9x				What times does Job think are not set by the Almighty?	Job asks why times for judging the wicked are not set by the Almighty.
24:3	d9xw				What do the wicked do to the donkey of the fatherless?	They drive away the donkey of the fatherless.
24:5	g320				What do the poor hope the Arabah will provide?	They hope the Arabah will provide them food for their children.
24:7	agap				What do the poor lack in the cold?	They have no covering in the cold.
24:8	q42v				What do the poor embrace for lack of shelter?	They embrace a rock for lack of shelter.
24:10	nr0j				What do the poor do for others even though they go hungry?	Even though they go hungry, they carry others’ sheaves of grain.
24:11	hidc				What do the poor do for others even though they suffer thirst?	They tread the wicked men’s winepresses, but they suffer thirst.
24:14	np48				What is the murderer like in the night?	In the night, the muderer is like a thief.
24:16	x8xn				Why do the wicked shut themselves up in daytime?	The wicked do not care for the light.
24:17	y487				With what terrors are the wicked comfortable?	They are comfortable with the terrors of the thick darkness.
24:19	adbm				Who does Sheol consume?	Sheol consumes those who have sinned.
24:21	dvtw				Who does the wicked one devour?	The wicked one devours the barren women who have not born children.
24:22	bs9m				Who does God drag away?	God drags away the mighty by his power.
24:24	tzrn				What will happen to the mighty in a little while?	In only a little while, the mighty will be gone.
25:2	elym				Where does God make order?	God makes order in his high places of heaven.
25:4	ho3b				Of whom does Bildad ask can they be clean and acceptable to God?	He asks if one who is born of a woman can be clean and acceptable to God.
25:6	p412				To what does Bildad compare a son of man?	He says that a son of man is a grub.
26:4	i67h				Whose words does Job say Bildad is speaking?	Job says Bildad is not speaking God's words, but his own.
26:6	lebh				What has no covering before God?	Sheol itself has no covering against God.
26:8	woe6				Where does God bind up the waters?	He binds up the waters in his thick clouds.
26:9	litl				What does God spread on the face of the moon?	He encloses the face of the moon and spreads his cloud on it.
26:12	f3rk				What did God calm with his power?	He calmed the sea with his power.
26:13	lfco				By what did God clear the heavens of storms?	By his breath, he cleared the heavens of storms.
26:14	qaqu				How much of God's ways are people able to see?	People can see only the edges of God's ways.
27:2	vued				What does Job say God has taken away from him?	God has taken away his justice.
27:4	phks				What does Job vow his lips will not speak?	Job vows that surely his lips will not speak wickedness or deceit.
27:6	exto				How long will Job’s thoughts not reproach him?	His thoughts will not reproach him so long as he lives.
27:8	oehr				What does Job say God does when he cuts off a godless man’s life?	When God cuts off his life, God will punish him for the wrong things that he has done.
27:11	mjnm				What does Job say he will not conceal of the Almighty?	Job said that he would not conceal the hand of the Almighty.
27:14	wszu				Of what will the wicked man’s offspring not have enough?	His offspring will never have enough food.
27:15	e9kv				What will the wicked man’s widow not do for him?	His widow will make no lament for him.
27:17	v2qn				What will happen to the silver of the wicked man?	The innocent will divide up his silver among themselves.
27:19	c148				What does the wicked man see when he opens his eyes after he lies down rich?	He opens his eyes, and everything is gone.
27:21	v7bw				What does the east wind do as it carries the wicked man away?	The east wind carries him away, and it sweeps him out of his place.
27:22	r83p				What does the wicked man try to do when the east wind does not stop?	He tries to flee out of its power.
28:2	znmn				From where is copper smelted?	Copper is smelted out of stone.
28:3	s6iq				What does man search out to the farthest limit?	Man searches out, to the farthest limit, the stones of gloom and thick darkness.
28:4	rwwg				Where does man break open a shaft?	He breaks open a shaft away from where people live.
28:6	gri2				What is contained in the dust of the earth?	The earth’s dust contains gold.
28:8	m5lt				What has not walked through the path of man’s shaft?	The proud animals have not walked such a path, nor has the fierce lion passed there.
28:10	byeq				What does man see in the channels he cuts among the rocks?	His eye sees every valuable thing there.
28:13	ils4				Where are wisdom and understanding not found?	Both of these are not found in the land of the living.
28:17	c862				What cannot equal the worth of wisdom and understanding?	Gold and crystal cannot equal both of these in worth.
28:18	ps1f				The price of wisdom is more than what jewel?	The price of wisdom is more than rubies.
28:21	kv2g				From whose eyes is wisdom hidden?	Wisdom is hidden from the eyes of all living things.
28:23	yg4h				Who knows wisdom’s place?	God understands the way to wisdom and he knows its place.
28:25	qh62				What did God parcel out by measure?	He parceled out the waters by measure.
28:26	a7wm				For what did God make a decree?	He made a decree for the rain.
28:28	ur9o				What did God tell people is wisdom?	To people, God said, “See, the fear of the Lord—that is wisdom.”
29:2	a92x				Does Job recall a time when God cared for him?	Job remembers that in the past months God had cared for him.
29:4	fro6				What was on Job’s tent in the ripeness of his days?	Job remembers the ripeness of his days, when the friendship of God was on his tent.
29:6	p2nj				What had the rock poured out for Job in the past?	When the almighty was with Job, the rock poured out for him streams of oil.
29:8	ohfn				How did the young men show respect for Job in the city square?	They saw Job and kept their distance from him in respect.
29:9	bjos				What did the princes do in the past when Job came?	They used to refrain from talking when he came.
29:10	qwxu				What happened to the tongue of the noblemen when Job came?	Their tongue clung to the roof of their mouths.
29:11	ojr3				What would the noblemen do after their eyes saw Job?	They would then give witness to Job and approve of him.
29:13	fvip				What did Job cause the widow’s heart to do?	He caused her heart to be glad.
