Reference	ID	Tags	Quote	Occurrence	Question	Response
6:12	ibdz				What will happen to the houses, fields, and women?	They will be turned over to others.
6:15	f9jy				How did the people feel when they committed abominations?	They were not ashamed at all.
6:19	wu5z				Why is Yahweh about to bring disaster to this people?	They paid no attention to his word or his law.
6:20	dxd2				What do the frankincense and sweet smells mean to Yahweh?	They mean nothing to him. He does not like them.
6:21	z0a2				What will the stumbling block do to the people?	It will destroy them.
6:22	v1fh				What kind of people are coming?	Cruel people, fighting men, are coming.
6:26	vmxo				Why should the daughter of the people perform a bitter funeral for herself?	She should do this because the enemy will destroy her people.
6:27	yvya				What will Jeremiah do as a refiner of God’s people?	He will inspect and test their ways.
6:28	r3b3				What are the people like?	They are stubborn like bronze and iron are hard.
7:3-4	qqmg				What does Yahweh promise to do for the people if they will make their ways and practices good?	He will continue to let them live in that place.
7:5-7	uvtp				What must the people do in order for Yahweh to let them stay in the land?	They must make their ways and practices good by practicing justice.
7:5-7	y2ci				What must the people not do if they want Yahweh to let them stay in the land?	They must not exploit the weak or kill the innocent or worship false gods.
7:10	nnut				What do the people say after they do things they know God hates?	They go to the temple and say that they are saved.
7:12-14	cf29				Why did Yahweh want the people to think about Shiloh?	He wanted them to remember that he would do to them what he had done to Shiloh because they were guilty of the same sins the people of Shiloh were guilty of.
7:16	vdvh				Why will Yahweh not listen to Jeremiah’s prayers?	He will not listen because he has decided to destroy the Israelites.
7:18	c32g				Why will Yahweh destroy the people?	Because they are worshiping other gods.
7:23	oa68				What command did Yahweh give the people when they left Egypt?	He commanded them to listen to his voice.
7:26	fnms				What did the people do when Yahweh sent prophets?	They did not listen or pay attention. They did evil.
7:28	j0jw				What is the prophet to say to them?	He is to say to them that this is a nation that does not listen to the voice of Yahweh.
7:29	tqz7				Why does Yahweh tell Jeremiah to shave off all his hair?	Jeremiah was to show that Yahweh had rejected the Israelites.
7:31	kvsx				Why did the people build the shrine of Topheth in the valley of Ben Hinnom?	They built it so they could burn their sons and daughters in fire there.
7:33	a0ev				What will become of the corpses of this people?	Birds and wild animals will eat them.
7:34	ufiz				What will Yahweh do to the cities of Judah and the streets of Jerusalem?	He will make it so there are no happy people there.
8:1	pnuz				What will happen to the bones of the people?	People will spread the bones all over the ground.
8:3	pwrp				Will those who are alive wish they could live or wish they could die?	They will wish they could die.
8:4	q5l0				What do people who are lost try to do?	They try to find a way to return.
8:6	pvc7				How did the people feel about their wickedness?	No one was sorry for his wickedness.
8:7	pkwy				How are Yahweh’s people not like birds?	Birds know what they are supposed to do, but his people do not know Yahweh’s decrees.
8:8	rz96				What have the scribes done?	They have written things that deceive the people.
8:10	fqvh				What will Yahweh do with their wives and their fields?	He will give their wives and fields to other people.
8:12	r6g4				Were the people ashamed because of their sins?	No, they were not ashamed.
8:13	rqkh				What will Yahweh do because they were not ashamed?	He will have their enemies kill them.
8:14	icdg				What do the people decide to do?	They decide to go to the cities and die.
8:16	hkx8				What will Yahweh’s strong horses do?	They will come and consume the land and its wealth, the city and the ones living in it.
8:17	xyow				What is Yahweh sending to harm them?	He is sending snakes to harm them.
8:18	t6hu				Where are the people who are screaming?	They are in a land far away.
8:19	p04u				Where is Yahweh?	Yahweh is in Zion.
9:1	unw1				Why does the prophet want to weep?	He wants to weep because so many of his people have been killed.
9:1	b2ll				Why will Yahweh punish the Israelites?	He will punish the Israelites because they are circumcised only in their body and not in their heart.
9:2	yn6e				Why does he want to abandon his people?	He wants to abandon them because they are adulterers and traitors.
9:3	mihu				What do the sinful people say?	They say false things.
9:4	b633				Why should each of them guard against their neighbors and brothers?	They should guard against them because every brother and neighbor is a deceiver.
9:5	gxx9				Why are the people exhausted?	They are exhausted from committing iniquity.
9:8	qr7r				Why does Yahweh want to test his people?	He wants to test them because they lie to their neighbors.
9:10	sn14				What will the prophet sing?	He will sing funeral songs and mourning songs for the mountains and the meadows.
9:11	nspp				What will Yahweh make of Jerusalem and Judah?	He will turn them into ruined places.
9:12	nht3				What will the land be like after it has perished?	It will be like the wilderness, and no one will pass through it.
9:13	okrc				What have the people done to displease Yahweh?	They have abandoned his law and they do not listen to him.
9:16	dehs				What does Yahweh say he will do to the Israelites?	He will make them as unhappy as people who have nothing but bitter things to eat and drink. Then he will drive them from their homes and have them killed.
9:17-18	nxdw				What should the women who are skilled at lamenting do?	They should sing sad songs so that the people will cry.
9:19	hiom				How do the wailing people in Zion feel?	They are greatly ashamed.
9:20	kyt0				What should the women teach their daughters?	They should teach their daughters a mourning song.
9:21	bij4				Who does the prophet say are going to die?	Children and young men are going to die.
9:22	ujkq				In what way will the corpses be like dung and grain stalks?	There will be no one to bury them.
9:23	la5n				What should people be proud of?	People should be proud that they know Yahweh.
9:24	ro3z				With what does Yahweh say that he acts?	He acts with covenant loyalty, justice, and righteousness.
9:26	ahn5				Why will Yahweh punish the other people?	He will punish them because even their bodies are uncircumcised.
10:1-2	cztd				What does Yahweh not want the people of Israel to do?	He does not want them to learn the ways of the nations.
10:3	tlub				What custom is worthless?	Making an idol is worthless.
10:5	d6f3				What custom is worthless?	Making an idol is worthless.
10:5	rsf7				Why should the people not fear idols?	Idols cannot do anything either good or bad.
10:6	mkoq				Who is like Yahweh?	No one is like Yahweh.
10:11	b10f				What will happen to the gods that did not make the earth?	They will perish.
10:12	vpuw				What did the true God do?	He established dry land and spread the heavens.
10:14-15	o7e8				What is the difference idols and the true God?	Idols are not alive, but God made all things.
10:17	jucl				What should the people who have been living under the siege do?	They should gather their bundles and leave the land.
10:20	cdb8				Why is there no longer anyone to spread out the prophet’s tent?	They have taken his children away from him.
10:21	tx4y				Why have the shepherds become stupid?	They do not seek Yahweh.
10:22	uz2a				What will happen when the earthquake comes?	The cities of Judah will become ruins.
10:24	cuwl				How does the prophet ask Yahweh to discipline him?	He asks Yahweh to discipline him with justice, not in anger.
10:25	xyiv				On whom does the prophet ask Yahweh to pour his fury?	He asks Yahweh to pour his fury on the nations that do not know him.
10:25	e65l				Why should they receive Yahweh’s fury?	They should receive Yahweh’s fury because they have destroyed Jacob and Jacob’s land.
11:1	a5fr				To whom did Yahweh tell Jeremiah to declare the words of this covenant?	Yahweh said to declare them to each man of Judah and to the inhabitants of Jerusalem.
11:3	mzh5				Why would the people be cursed?	They would be cursed if they did not listen to the words of the covenant.
11:4	zud1				To whom was this covenant given?	The covenant was given to Israel’s ancestors.
11:4	emkn				When was the covenant given?	It was given the day Yahweh brought the Israelites out of Egypt.
11:5	i3np				What is the oath God swore to the ancestors?	He swore that he would give them the land flowing with milk and honey.
11:7-8	p66g				Why did God bring all the curses in the covenant against the people?	He brought them because the people did not obey the covenant.
11:10	evp2				What was the conspiracy among the people of Judah and Jerusalem?	They refused to listen to Yahweh and worshiped other gods.
11:11	zmki				When Yahweh brings disaster on the people and they call out to him, how will he answer them?	He will not listen to them.
11:13	prxc				How many incense altars to Baal were made in Jerusalem?	The people made an altar to Baal on every street.
11:14	m8iv				Why does Yahweh command Jeremiah not to pray for the people?	He was not to pray because Yahweh would not listen.
11:15	h93i				Why will the people’s sacrifices not help them?	The sacrifices cannot help them because they have done evil and then been happy about it.
11:17	j7d3				What wicked act have the people committed?	They have given offerings to Baal.
11:20	j1ln				What part of man does Yahweh examine?	He examines the heart and the mind.
11:21	v33z				What were the people of Anathoth telling Jeremiah they would do if he kept prophesying in the name of Yahweh?	They said they would kill him.
11:22	v8fl				What did Yahweh say would happen to the people who wanted to kill Jeremiah?	He said he would kill their young people by war and famine.
12:1-2	r8lp				What is Jeremiah’s complaint about wicked people?	Things go well for them.
12:3	ainw				What does Jeremiah want Yahweh to do to the people?	He wants Yahweh to take the people away.
12:4	lsoz				Why do the plants wither?	The plants wither because of the people’s wickedness.
12:6	vg9b				Who has betrayed Jeremiah?	Jeremiah’s brothers and his father’s family have betrayed him.
12:7	zem6				Why does God hate his people?	They have set themselves against him.
12:10-11	ufkl				What have the shepherds done to the delightful portion?	They have turned it into a wilderness.
12:12	qh7m				Where in the land is there safety for living creatures?	There is no safety in the land.
12:13	q35f				Why should the workers be ashamed of their gain?	They should be ashamed because of Yahweh’s anger.
12:15	iz9d				What will happen to the house of Judah when Yahweh has compassion on them?	Yahweh will bring them back to their land.
12:16	m3u8				What is Yahweh’s promise to those nations who learn to swear, “As Yahweh lives”?	They will be built up in the midst of Yahweh’s people.
12:17	h48i				What will happen if those nations do not listen?	Yahweh will uproot them.
13:1-4	ybjd				What does Yahweh tell Jeremiah to do with the linen undergarment?	He tells Jeremiah to put the undergarment on and then take it to the Euphrates and hide it.
13:7	etbe				What was the quality of the undergarment when Jeremiah dug it out from where he had hidden it?	It was no good at all.
13:10	nocs				How are the wicked people like the undergarment?	They are good for nothing because they refuse to listen to Yahweh’s word.
13:11	e2u5				What three things does Yahweh want his people to bring to him?	He wants them to bring him fame, praise, and honor.
13:14	bbpk				What will Yahweh fill all the people with?	He will fill them with drunkenness.
13:14	j9hs				What will Yahweh do after he fills the people with drunkenness?	He will destroy them.
13:16	ugst				What will happen if the people do not give honor to Yahweh?	He will bring darkness.
13:18	og8v				Why should the king and queen mother humble themselves?	Their crowns have fallen off.
13:21	jupa				Whom will God place over the people?	He will place over them those whom they had taught to be their friends.
13:22	cmum				Why are bad things happening to the people?	Bad things are happening because the people have committed many iniquities.
13:27	z4o4				What will Yahweh do about the bad things the people have done in secret?	He will show them to everyone.
14:3	teq5				What happens when the servants search for water?	They do not find any.
14:4-6	jits				What happens when there is no rain?	There is no grass or vegetation.
14:8	qpum				When does Yahweh save Israel?	He saves Israel in the time of distress.
14:11	ue9x				What does Yahweh tell Jeremiah not to do for the people?	Yahweh tells Jeremiah not to pray for good for the people.
14:14	ds9i				From where do the deceitful words of the false prophets come?	They come from the hearts of the false prophets.
14:16	oyzq				What will happen to the false prophets?	They will die from war and famine.
14:18	d4qm				Where will people die of war?	They will die of war in the fields.
14:18	sk19				Where will people die of famine?	They will die of famine in the city.
14:20	pspy				What does Jeremiah admit to Yahweh is the iniquity of the ancestors?	They had sinned against Yahweh.
14:22	mfqj				Why should the people hope in Yahweh?	Yahweh has made the heavens and given the spring rain.
15:1	hfm7				What did Yahweh say he would not change even if Moses or Samuel pled for the people?	He would still not be in favor of this people.
15:2	g9l5				What will happen to the people of Judah and Jerusalem?	Some will die, some will be killed, some will die from being hungry, and some will be taken far from home.
15:3	v228				What four things will happen to the people?	Some will die in war, dogs will drag some away, birds will eat some, and beasts will eat some.
15:5	hydt				Who will care about Jerusalem?	No one will care about Jerusalem.
15:6	x6vc				What is Yahweh tired of doing for Jerusalem?	He is tired of having mercy on Jerusalem.
15:9	wtjb				What will make the mother of seven children ashamed and embarrassed?	Yahweh will have the enemy kill her children.
15:11	rgat				When will Yahweh make Jeremiah’s enemies beg for help?	He will make them beg for help in the time of calamity and distress.
15:13	nmb0				Why will Yahweh give the people’s wealth to their enemies?	He will give it because of all the people’s sins.
15:16	yusb				What did Jeremiah do with Yahweh’s words?	He consumed them.
15:19	q5n6				What does Jeremiah need to do to be restored?	He needs to repent.
15:21	mhlb				What kinds of people will Yahweh rescue Jeremiah from?	He will rescue him from the wicked and the tyrant.
16:2	yfyb				What command does Yahweh give to Jeremiah?	Yahweh commands Jeremiah not to take a wife.
16:3-4	h5x4				What will happen to the children that are born in that place?	They will all die.
16:4	ntk7				What will happen to their corpses?	Their corpses will be like dung on the ground and will be food for the birds and beasts.
16:5-6	pvs8				Why does Yahweh command Jeremiah not to go into houses where people are mourning?	He commands Jeremiah because both the great people and the small people will die, but no one will mourn for them.
16:9	tdcr				Why does Yahweh command Jeremiah not to go into houses where people are celebrating?	Yahweh commands him because he is going to put an end to celebrations.
16:10	dtjz				What will be the people’s question when Jeremiah reports his word to them?	The people will ask Jeremiah why Yahweh has decreed disaster against them.
16:12	l9tl				Who was more wicked, these people or their ancestors?	These people were more wicked than their ancestors were.
16:18	h2ui				Why will Yahweh pay back double Israel’s iniquity and sin?	He will do it because they have polluted the land with their idols.
16:19	tujd				What will the nations say about their ancestors when they go to Yahweh?	They will say that their ancestors inherited deceit.
17:1	swrw				Where is the sin of Judah engraved?	It is engraved on their hearts.
17:2	gn1d				Where are the people’s Asherah poles located?	The Asherah poles are by the leafy trees on the high hills.
17:4	inlf				Where will Judah be enslaved?	Judah will be enslaved in a land that they do not know.
17:5	irw6				Who does Yahweh say is accursed?	Yahweh says that the person who trusts in mankind is accursed.
17:9	v39n				What is the heart like?	The heart is more deceitful than anything else, it is sick, and no one can understand it.
17:13	gvp1				What will happen to those who abandon Yahweh?	All who abandon Yahweh will be ashamed and cut off.
17:16	dq7v				From what job did Jeremiah not run away?	Jeremiah did not run from being a shepherd following Yahweh.
17:19	pdf6				What did Yahweh want Jeremiah to do when he stood by the gates?	He wanted Jeremiah to tell the people to listen to the word of Yahweh.
17:21	cw8h				What did Yahweh want the people to stop doing?	He wanted them to stop carrying burdens on the Sabbath.
17:25	s7g4				What will happen to the city if the people will listen and not do any work on the Sabbath?	If they will listen and obey, then the city will remain forever.
17:27	vfxf				What will happen if the people do not listen?	If the people do not listen, Yahweh will burn Jerusalem up.
18:2	lpoo				Where does Yahweh tell Jeremiah to go to hear a word from him?	Yahweh tells Jeremiah to go to the potter’s house.
18:4	y6pp				What happened to the object of clay that the potter molded while Jeremiah was watching?	It was ruined in his hand.
18:8	aul8				What will Yahweh do to a nation that turns from evil after it hears his proclamation?	He will relent from the disaster that he was planning to bring upon it.
18:10	t11a				What will Yahweh do to a nation that does not listen to his voice?	He will not do the good that he had said he would do for them.
18:11	a7ir				Why will Yahweh form disaster against the people of Judah and Jerusalem?	They are doing wicked things.
18:12	kftt				What will the men of Judah and Jerusalem do after Jeremiah warns them?	They will not listen or stop doing evil things.
18:15	yk8c				Why will Israel become a horror?	The Israelites have forgotten Yahweh and made offerings to idols.
18:16	g58p				Why will everyone who passes by shudder and shake his head?	They will do that because Yahweh has made the land a horror.
18:18	s4vg				What is the people’s plot against Jeremiah?	They plan to attack him with their words and no longer pay attention to anything he says.
18:20	jbwc				What does Jeremiah ask Yahweh to remember him for?	Jeremiah asks Yahweh to remember how Jeremiah had spoken for the people’s welfare.
18:21	t60o				What does Jeremiah ask Yahweh to do to his enemies?	He asks Yahweh to kill all the men and not forgive their sin.
19:1	ath4				What did Yahweh tell Jeremiah to purchase?	He told Jeremiah to go and purchase a potter’s clay flask,.
19:3	tek6				What did Yahweh tell Jeremiah he would bring on the kings of Judah and the inhabitants of Jerusalem?	Yahweh said he would bring disaster on that place, and make their ears tingle.
19:4	ef69				Why is God bringing disaster on Jerusalem?	He is bringing disaster because the people have abandoned God and profaned his place, and approached other gods, and filled the place with innocent blood.
19:5	rjmk				Why did the people build shrines to Baal?	They built shrines to Baal in order to burn their sons in the fire as burnt offerings to him.
19:6	yxr1				What will the Valey of Ben Hinnom be called?	It will be called the Valley of Slaughter.
19:10	mfht				What was Jeremiah to do with the clay flask?	He was to break the clay flask in the sight of the men who went with him.
19:13	kwp9				What were the unclean people doing on the rooftops?	The unclean people were worshipping the stars on the rooftops and pouring out drink offerings to other gods.
19:14-15	vtbk				Why did Yahweh bring disaster on the city and all of its towns?	God brought disaster on them because they stiffened their neck and refused to listen to God’s words.
20:1-2	x9qe				Why did Pashur beat Jeremiah and place him in stocks?	He punished Jeremiah because Jeremiah prophesied these words before Yahweh’s house.
20:4	d8ix				What will Yahweh give to the king of Babylon?	Yahweh will give him all the wealth of this city and all of its riches, all of its precious items and all the treasures of the kings of Judah.
20:5	envp				What will happen to Pashur and all the inhabitants of his house?	They will go to Babylon and die there.
20:8	k8v1				What message did Jeremiah call out and proclaim?	He called out and proclaimed, “Violence and destruction.”
20:7-9	ikor				What happened when Jeremiah tried not to proclaim Yahweh’s name anymore?	His word became like a fire in Jeremiah’s heart, a burning in his bones, and he could contain it.
20:10-11	k8z4				What will happen to those who watch for Jeremiah to fall?	They will stagger, they will not defeat him, and they will have unending shame.
20:12-13	rdr4				Why does Jeremiah say to sing and praise Yahweh?	Everyone should sing and praise Yahweh because he examines the righteous, sees their mind and heart, does vengeance, and rescues the oppressed person.
20:14	a033				How does Jeremiah say about the day he was born?	He curses the day he was born and asks that it not be blessed.
21:1-2	sr37				What did Pashhur and Zephaniah ask Jeremiah?	They asked him to seek advice from Yahweh.
21:1-2	ifai				Why did they want Jeremiah to seek advice from Yahweh?	They were hoping Yahweh would do miracles for them.
21:3-5	id5u				What is the message that Jeremiah give Zedekiah?	The message is that Yahweh will fight against Zedekiah.
21:6-7	rygx				How will Yahweh fight against King Zedekiah?	Yahweh will fight against King Zedekiah with sickness, war, and hunger.
21:8-9	eswa				What did people who wanted to live need to do?	They needed to go out of the city and surrender to the Chaldeans.
21:8-10	skrx				What would happen to the people who stayed in the city?	They would die.
21:11-12	kcbn				What does Yahweh want the king of Judah to do?	He wants the king to listen to Yahweh’s word, to bring about justice, and to rescue the oppressed.
21:13-14	gud2				Who is Yahweh against?	Yahweh is against the people who live in the valley and on the plain.
21:13-14	lwlw				What will Yahweh do because of what the people are doing?	He will light a fire in the thickets that will burn everything up.
22:1-3	boug				What does Yahweh tell the King of Judah, his servants, and his people to do?	They are to listen to the word of Yahweh, act justly, help those who have been robbed, and rescue the oppressed. They are not to mistreat foreigners, orphans, or widows, and they are not to be violent or kill innocent people.
22:5	ch21				What happens if they do not listen to these words of Yahweh’s declaration?	The royal palace will become a ruin.
22:6-7	g19m				How will the palace become a wilderness?	Yahweh will choose people to come and destroy it.
22:8-9	h57g				Why has Yahweh done these things to the great city?	He has done them because the people abandoned the covenant and worshiped other gods.
22:10	diaf				Why should the people weep for those who go into captivity?	They should weep because the captives will never return or see the land again.
22:15-16	sxf8				What should a good king do?	He should do justice even for the poor and needy, do righteousness, and know Yahweh.
22:17	wxnf				Why will the people not lament for king Jehoiakim?	They will not lament because he steals, he kills innocent people, and he oppresses people.
22:19	bmrm				What kind of burial will they give Jehoiakim?	They will bury him as they bury donkeys.
22:21	ke1d				What has been the custom of the people since they were young?	They have not listened to Yahweh’s voice.
22:22	ia3d				What will happen to them when they do not listen?	They will lose their shepherds, their friends will become captives, and they will be ashamed and humiliated.
22:24-26	voug				What will happen to Jehoiachin?	Yahweh will give Jehoiachin to the king of Babylon, and he will die far away from the land.
22:30	a63p				What does Yahweh say about Jehoiachin?	Jehoiachin will be childless and will not prosper.
23:1-2	hhvz				What do the shepherds of Jeremiah’s day do to the sheep?	The shepherds destroy and scatter the sheep, drive them away, and do not care for them.
23:3-4	p441				What does Yahweh declare he will do for his flock?	He will gather them, give them a place to graze, and give them good shepherds.
23:5-6	jo4i				What will Yahweh do in the coming days?	He will raise up a righteous king.
23:7-8	zu9e				What will the people say Yahweh has done for them?	They will say Yahweh has brought them back from other lands so they can live in their own land.
23:9	m8cn				Why is Jeremiah’s heart broken?	His heart is broken because Yahweh’s words are holy, but the prophets are liars and the land is full of adulterers.
23:11-12	mqv4				What will happen to the prophets and priests?	Yahweh will push them down and disaster will come against them.
23:13-14	mjbh				What are the offensives of the prophets?	They prophesied by Baal, led Yahweh’s people off the right path, committed adultery, deceived the people, and encouraged the people to do evil.
23:15	x726				What does Yahweh make these prophets do?	He makes them eat wormwood and drink poisonous water.
23:16-17	wnn0				Why does Yahweh say, “Do not listen to the prophets”?	They have lied to the people.
23:19	tuh4				What is Yahweh’s fury like?	His fury is like a storm.
23:21-22	kbnq				What is wrong with the prophets?	Yahweh did not send them.
23:23-24	s3mw				Where can people go to get away from Yahweh?	There is nowhere people can get away from him. He nearby and far away, he can see in every secret place, and he is everywhere in the heavens and the earth.
23:25-27	u3c2				What do the prophets want the people to do?	They want the people to stop worshiping Yahweh.
23:28-29	u5me				How is the prophet of Yahweh to declare what he hears from Yahweh?	He is to declare Yahweh’s word truthfully and not steal words from other people.
23:31-32	si8k				Why is Yahweh against the prophets?	He is against them because they deceive people by saying that their own thoughts are the words of Yahweh.
23:33	nxmn				What does Yahweh want Jeremiah to tell those who ask him for a word from Yahweh?	He is to say that there is no word from Yahweh because Yahweh has abandoned the people.
23:34	t1dj				Whom will Yahweh punish?	He will punish those who say they have a message from Yahweh.
23:35-36	eli7				Why must the people not talk to each other about Yahweh’s declaration?	They must not do it because each man is using his own words, and they have perverted the words of the living God.
23:37-38	sra8				How does Jeremiah test any prophet?	He asks questions to see if they falsely say that they have received a declaration from Yahweh.
23:39-40	hbhe				What happens to the prophets who give false reports?	Yahweh will throw them away and put everlasting shame on them.
24:1-3	f0w4				What is the vision Yahweh gave Jeremiah?	Yahweh showed him a basket of very good figs and a basket of very bad figs.
24:4-5	bqky				Who are the people Yahweh says are like the good figs?	Yahweh says the exiles are like the good figs.
24:6	l0hz				What will Yahweh do to the people who are like the good figs?	He will restore them to the land
24:8	u9ev				Who are the people Yahweh says are like the bad figs?	Zedekiah, the people who remain in the land, and the people who go to Egypt are like the bad figs.
24:8-10	s4ad				What will Yahweh do to the people he says are like the bad figs?	He will make things go badly for them, and he will kill them by war, famine, and sickness.
25:1-2	vfxp				Who did Jeremiah the prophet proclaim this word to?	He proclaimed the word to all the people of Judah and all the inhabitants of Jerusalem.
25:3	u32q				How had the people received the words Jeremiah had proclaimed?	They had not listened.
25:3-4	m1tr				How long had Jeremiah been proclaiming Yahweh’s words?	He had been proclaiming them for 23 years.
