Reference	ID	Tags	Quote	Occurrence	Question	Response
7:37	hq8v				What did Moses prophesy to the Israelites?	Moses prophesied to the Israelites that God would raise up a prophet like him from among their brothers.
7:41	tkui				How did the Israelites turn their hearts back to Egypt?	The Israelites made a calf of gold and sacrificed to the idol they had made.
7:42	f7y3				How did God respond to the Israelites turning away from him?	God turned from the Israelites and gave them up to serve the host of heaven.
7:43	hw00				To where did God say he would carry away the Israelites?	God said he would carry the Israelites away even beyond Babylon.
7:44-45	l6qa				In the wilderness, what did God command the Israelites to build, which they later carried into the land?	In the wilderness, the Israelites built the tabernacle of the testimony.
7:45	x351				Who drove out the nations ahead of the Israelites?	God drove out the nations ahead of the Israelites.
7:46	k9y2				Who asked to build a dwelling place for God?	David asked to build a dwelling place for God.
7:47	hypb				Who actually built a house for God?	King David's son Solomon built a house for God.
7:49	ubph				Where does the Most High have his throne?	The Most High has heaven as his throne.
7:51	pryb				What did Stephen accuse the people of always doing, just as their forefathers had done?	Stephen accused the people of resisting the Holy Spirit.
7:52	tdtc				Concerning the Righteous One, of what did Stephen say the people were guilty? 	Stephen said the people had betrayed and murdered the Righteous One.
7:54	vef4				How did the council members respond to Stephen’s accusations?	The council members were cut to the heart and ground their teeth at Stephen.
7:55-56	kf0j				What did Stephen say he saw as he looked up into heaven?	Stephen said he saw Jesus standing on the right hand of God.
7:57-58	fhm6				What did the council members then do to Stephen?	The council members rushed upon him, threw him out of the city, and stoned him.
7:58	h82u				Where did the witnesses lay down their outer clothes during the stoning of Stephen?	The witnesses laid their outer clothes at the feet of a young man named Saul.
7:60	b3o6				What was the last thing Stephen asked for before he died?	Stephen asked God not to hold this sin against the people.
8:1	ff4n				What did Saul think about Stephen’s stoning?	Saul was in agreement with Stephen’s death.
8:1	u11s				What began on the day Stephen was stoned?	A great persecution against the church in Jerusalem began on the day Stephen was stoned.
8:1	st35				What did the believers in Jerusalem do?	The believers in Jerusalem became scattered throughout the regions of Judea and Samaria, thus spreading the faith to new areas.
8:6	evnl				Why did the people of Samaria pay attention to what Philip said?	The people paid attention when they saw the signs that Philip did.
8:9-11	h4ec				Why had the people of Samaria paid attention to Simon?	The people had paid attention when they saw his sorceries.
8:13	yddg				When Simon heard Philip’s message, what did he do?	Simon also believed and was baptized.
8:17	vjqw				What happened when Peter and John laid hands on the believers in Samaria?	The believers in Samaria received the Holy Spirit.
8:18-19	kb86				What offer did Simon make to the apostles?	Simon offered the apostles money in exchange for the power to give the Holy Spirit by the laying on of hands.
8:23	civh				After Simon made this offer to the apostles, what did Peter say was his spiritual condition?	Peter said that Simon was in the poison of bitterness and the bonds of sin.
8:26	ignl				What did an angel tell Philip to do?	An angel told Philip to go south to the desert road toward Gaza.
8:27-28	niwj				Who did Philip meet?	Philip met a eunuch from Ethiopia, a man of great authority who had come to worship at Jerusalem.
8:30	oujy				What question did Philip ask the man, who he heard reading the prophet Isaiah?	Philip asked the man, “Do you understand what you are reading?”
8:31	bpo8				What did the man ask Philip to do?	The man asked Philip to come up into the chariot with him and explain what he was reading.
8:32	ixnh				What happens to the person being described in the scripture from Isaiah that was being read?	The person is led as a sheep to the slaughter, but does not open his mouth.
8:34	m06z				What question did the man ask Philip about the scripture he was reading?	The man asked Philip if the prophet was speaking about himself or about some other person.
8:35	wcii				Who did Philip say was the person in the scripture from Isaiah?	Philip explained that the person in the scripture from Isaiah was Jesus.
8:38	hebs				What did Philip then do to the man?	Philip and the eunuch both went into the water and Philip baptized him.
8:39	s04t				What happened to Philip when he came out of the water?	When Philip came out of the water, the Spirit of the Lord took Philip away.
8:39	xp5m				What did the eunuch do when he came out of the water?	When the eunuch came out of the water, he went on his way rejoicing.
9:1-2	fb5p				What did Saul ask the high priest in Jerusalem for permission to do?	Saul asked for letters of authority so that he could travel to Damascus, bind and bring back any who belonged to the Way.
9:3	lmyv				As Saul neared Damascus, what did he see?	As Saul neared Damascus, he saw a light out of heaven.
9:4	vaey				What did the voice say to Saul?	The voice said, “Saul, Saul, why are you persecuting me”.
9:5	c3r1				When Saul asked who was speaking to him, what was the answer?	The answer was, “I am Jesus whom you are persecuting”.
9:8	rx61				When Saul arose from the ground, what had happened to him?	When Saul arose, he could see nothing.
9:8-9	mfwm				What did Saul do for three days in Damascus?	Saul did not eat or drink for three days.
9:11-12	yzg2				What did the Lord tell Ananias to do?	The Lord told Ananias to go and lay hands on Saul, so that Saul would receive his sight.
9:13-14	zpb4				What concern did Ananias express to the Lord?	Ananias was concerned because he knew Saul had come to Damascus to arrest everyone who called upon the Lord’s name.
9:15	eq7g				What mission did the Lord say he had for Saul as his chosen instrument?	The Lord said Saul would carry the Lord’s name before the Gentiles, kings, and the children of Israel.
9:16	htif				Did the Lord say Saul’s mission would be easy or difficult?	The Lord said that Saul would suffer greatly for the cause of the Lord’s name.
9:18-19	hnuj				After Ananias laid hands on Saul, what happened?	After Ananias laid hands on Saul, Saul received his sight, was baptized, and ate.
9:20	shrd				What did Saul immediately begin to do?	Saul immediately began to proclaim Jesus in the synagogues, saying that Jesus is the Son of God.
9:25	pbr7				When the Jews finally planned to kill Saul, how did he escape?	When the Jews planned to kill him, Saul escaped at night by being let down through the wall in a basket.
9:26	ycr3				When Saul came to Jerusalem, how did the disciples receive him?	In Jerusalem, the disciples were afraid of Saul because they did not know he had truly become a believer.
9:27	vilh				Who then brought Saul to the apostles and explained what had happened to Saul in Damascus?	Barnabas brought Saul to the apostles and explained what had happened to Saul in Damascus.
9:28	szo6				What did Saul do in Jerusalem?	Saul spoke boldly in the name of the Lord Jesus.
9:31	xaq5				After Saul was sent away to Tarsus, what was the condition of the church in Judea, Galilee, and Samaria?	The church in Judea, Galilee, and Samaria had peace and was built up, growing in numbers.
9:33-35	dk3l				What happened in Lydda that caused everyone there to turn to the Lord?	In Lydda, Peter spoke to a paralyzed man who was healed by Jesus.
9:40	gvk4				What happened in Joppa that caused many people to believe in the Lord?	Peter prayed for a dead woman named Tabitha, who was raised back to life.
10:1-2	l80p				What kind of man was Cornelius?	Cornelius was a devout man who feared God, was generous, and was always praying to God.
10:4	sull				What did the angel say had caused God to be reminded about Cornelius?	The angel said that Cornelius’ prayers and gifts to the poor had reminded God about Cornelius.
10:5	c9lp				What did the angel tell Cornelius to do?	The angel told Cornelius to send men to Joppa to bring Peter back to the home of Cornelius.
10:11-12	gzjh				On the next day, what did Peter see while he was praying and in a trance on the housetop?	Peter saw a large sheet filled with all kinds of animals, things that crawled, and birds.
10:13	waf4				As Peter saw the vision, what did a voice say to him?	A voice said to Peter, “Rise, Peter, kill and eat”.
10:14	a7ld				What was Peter’s response to the voice?	Peter refused, saying he had never eaten anything defiled and unclean.
10:15	g537				What did the voice say to Peter after this?	The voice said, “What God has cleansed, do not call defiled”.
10:20	z2fa				What did the Spirit tell Peter to do when the men from Cornelius arrived at the house?	The Spirit told Peter to go down and go with them.
10:22	bj8d				What did the men from Cornelius expect Peter to come and do in Cornelius’ house?	The men from Cornelius expected Peter to come and give a message in Cornelius’ house.
10:26	vix0				What did Peter say when Cornelius bowed down at Peter’s feet?	Peter told Cornelius to stand up, for he was only a man.
10:28	p6pm				What was Peter doing that was previously not allowed for Jews, and why was he now doing it?	Peter was associating with people from another nation, because God had shown him that he should not call any man defiled or unclean.
10:35	p3vj				Who did Peter say is acceptable to God?	Peter said that anyone who fears God and does righteous deeds is acceptable to God.
10:38	ilq9				What message about Jesus had the people in Cornelius’ house already heard?	The people had already heard that Jesus was anointed by the Holy Spirit and with power, and that he had healed all who were oppressed, for God was with him.
10:40-41	tp7i				What did Peter announce had happened to Jesus after his death, and how did Peter know this?	Peter announced that God had raised up Jesus on the third day, and that Peter had eaten with Jesus after his resurrection.
10:42	cn1c				What did Peter say Jesus had commanded them to preach to the people?	Jesus had commanded them to preach that Jesus had been chosen by God to be the Judge of the living and the dead.
10:43	l4id				What did Peter say everyone would receive who believes in Jesus?	Peter said that everyone who believes in Jesus would receive the forgiveness of sins.
10:44	jjd7				What happened to the people who were listening to Peter while Peter was still speaking?	The Holy Spirit fell on all those who were listening to Peter.
10:45	lxzs				Why were the believers who belonged to the circumcision group amazed?	The believers who belonged to the circumcision group were amazed because the gift of the Holy Spirit was poured out also on the Gentiles.
10:46	kpj7				What were the people doing which demonstrated that the Holy Spirit had fallen on them?	The people were speaking in other languages and praising God, which demonstrated that the Holy Spirit had fallen on them.
10:48	gwnt				After seeing that the people had received the Holy Spirit, what did Peter command be done with them?	Peter commanded that the people be baptized in the name of Jesus Christ.
11:1	h8gh				What news did the apostles and brothers in Judea hear?	The apostles and brothers in Judea heard that the Gentiles had also received the word of God.
11:2-3	b92d				What criticism against Peter did those of the circumcision group in Jerusalem have?	Those in the circumcision group criticized Peter for eating with the Gentiles.
11:15	zxqp				What evidence did Peter present to demonstrate that God had accepted the Gentiles?	Peter presented the fact that the Holy Spirit had come upon the Gentiles just as the Spirit had fallen upon the Jews in the beginning.
11:18	r9j4				What was the conclusion of those in the circumcision group when they heard Peter’s explanation?	They praised God and concluded that God had given repentance for life to the Gentiles also.
11:19	s9vw				What did most of the believers who were scattered after Stephen’s death do?	Most of the scattered believers told the message about Jesus only to Jews.
11:20-21	idod				What happened when some of the scattered believers preached the Lord Jesus to Greeks?	When they preached the Lord Jesus to Greeks, a great number believed.
11:22-23	nrp0				What did Barnabas from Jerusalem tell the believing Greeks in Antioch?	Barnabas encouraged the Greeks to remain with the Lord with all their heart.
11:26	sz44				How long did Barnabas and Saul spend at the church in Antioch?	Barnabas and Saul spent an entire year at the church in Antioch.
11:26	b69w				What name did the disciples first receive in Antioch?	The disciples were called Christians first in Antioch.
11:28	bt8b				What did Agabus the prophet predict would happen?	Agabus predicted that a great famine would occur over all the world.
11:29-30	tupm				How did the disciples respond to Agabus’ prophecy?	The disciples sent help to the brothers in Judea by the hand of Barnabas and Saul.
12:2	mymt				What did Herod the king do to James, the brother of John?	Herod the king killed James, the brother of John, with the sword.
12:3-4	p1bo				What did Herod the king do to Peter?	Herod arrested and put Peter in prison, intending to bring him to the people after the Passover.
12:5	d6lh				What was the assembly doing for Peter?	The assembly was earnestly praying for Peter.
12:8-10	et0f				How did Peter get past the first and second guard and out of the gate of the prison?	Peter followed an angel past the guards, and then the gate opened by itself.
12:13-14	i4ic				When Peter arrived at the house where the believers were praying, who answered the door and what did she do?	A servant girl Rhoda answered the door and reported that Peter was standing at the door, but she did not open the door.
12:15	jmhh				How did the believers first react to her report?	At first they thought Rhoda was insane.
12:17	uo2p				After telling the believers what had happened to him, what did Peter tell them to do?	Peter told them to report these things to James and the brothers.
12:19	rvwp				What happened to the men that had been guarding Peter?	The men were put to death after Herod had questioned them.
12:22	ole4				What did the people shout as Herod gave his speech?	The people shouted, “This is the voice of a god, not of a man”!
12:23	p08f				What happened to Herod after his speech, and why?	Because Herod did not give glory to God, an angel struck him, and he was eaten by worms and died.
12:24	ljyo				What was happening with the word of God during this time?	The word of God grew and multiplied during this time.
12:25	qacs				Who did Barnabas and Saul bring with them?	Barnabas and Saul brought John Mark with them.
13:2	btkh				What was the assembly in Antioch doing when the Holy Spirit spoke to them?	The assembly in Antioch was worshiping the Lord and fasting when the Holy Spirit spoke to them.
13:2	hq89				What did the Holy Spirit tell them to do?	The Holy Spirit told them to set apart Barnabas and Saul to do the work to which the Spirit was calling them.
13:3	anwk				What did the assembly do after hearing from the Holy Spirit?	The assembly fasted, prayed, laid hands on Barnabas and Saul, and sent them off.
13:5	seta				When Barnabas and Saul went to Salamis, who also was with them?	In Salamis, John Mark was with them as their assistant.
13:6-7	odpk				Who was Bar-Jesus?	Bar-Jesus was a Jewish false prophet who associated with the proconsul.
13:7	xuu2				Why did the proconsul summon Barnabas and Saul?	The proconsul summoned Barnabas and Saul because he wanted to hear the word of God.
13:9	v0iw				What was another name by which Saul was known?	Saul was also known as Paul.
13:11	b9pb				What did Paul say would happen to Bar-Jesus because he tried to turn the proconsul against the faith?	Paul told Bar-Jesus that he would be blind for a time.
13:12	ml82				How did the proconsul react when he saw what happened to Bar-Jesus?	The proconsul believed.
13:13	jtig				What did John Mark do when Paul and his friends set sail to Perga?	John Mark left Paul and his friends and returned to Jerusalem.
13:15	z2az				Where in Antioch of Pisidia was Paul asked to speak?	In Antioch of Pisidia, Paul was asked to speak in the Jewish synagogue.
13:17	w4tx				In Paul’s speech, who does Paul say God chose in the past?	In Paul’s speech, Paul said that God chose Israel.
13:23	sghs				From the offspring of whom did God bring Israel a Savior?	God brought Israel a Savior from the seed of King David.
13:24-25	g0vv				Who did Paul say had prepared the way for the coming Savior?	Paul said that John the Baptist had prepared the way for the coming Savior.
13:27	vmdy				How did the people and rulers in Jerusalem fulfill the prophets’ messages?	The people and rulers in Jerusalem fulfilled the prophets’ messages by condemning Jesus to death.
13:31	k5gn				Who were now Jesus’ witnesses to the people?	The people who saw Jesus after he was raised from the dead were now his witnesses.
13:33	vjik				How had God shown that he had kept his promises made to the Jews?	God showed that he had kept his promises to the Jews by raising up Jesus from the dead.
13:35	wqos				What did God promise to the Holy One in one of the psalms?	God promised that the Holy One would not see decay.
13:38	loxj				What did Paul proclaim for everyone who believes in Jesus?	Paul proclaimed the forgiveness of sins for everyone who believes in Jesus.
13:40-41	t2p4				What warning did Paul also give his listeners?	Paul warned his listeners not to be like those spoken of in the prophets who hear the announcement of God’s work but do not believe it.
13:44	rfqj				In Antioch, who came to hear the word of the Lord on the next Sabbath?	Almost the whole city came to hear the word of the Lord on the next Sabbath.
13:45	zikw				How did the Jews react when they saw the crowds?	The Jews were filled with jealousy and spoke against Paul’s message, insulting him.
13:46	pzhf				What did Paul say the Jews were doing with the word of God spoken to them?	Paul said that the Jews were rejecting the word of God spoken to them.
13:48	n7yw				What was the Gentiles’ reaction when they heard that Paul was turning to them?	The Gentiles were glad and praised the word of the Lord.
13:48	mg1i				How many of the Gentiles believed?	As many as were appointed to eternal life believed.
13:50	fskb				What did the Jews then do to Paul and Barnabas?	The Jews stirred up a persecution against Paul and Barnabas and threw them out of the city.
13:51	ov8v				What did Paul and Barnabas do before they went on to the city of Iconium?	Paul and Barnabas shook off the dust from their feet against those in the city of Antioch who had thrown them out.
14:1-2	zyc3				What did the disbelieving Jews in Iconium do after a multitude believed Paul and Barnabas’ preaching?	The disbelieving Jews stirred up the minds of the Gentiles and made them bitter against the brothers.
14:3	ye2r				How did God give evidence about the message of his grace?	God gave evidence about the message of his grace by granting signs and wonders to be done by the hands of Paul and Barnabas.
14:5-7	oeth				Why did Paul and Barnabas leave Iconium?	Some Gentiles and Jews attempted to persuade their leaders to mistreat and stone Paul and Barnabas.
14:8-10	ryts				What did Paul do that caused an uproar in Lystra?	Paul healed a man who was crippled from birth.
14:11-13	mckv				What did the people of Lystra want to do for Paul and Barnabas?	The people wanted to offer sacrifices through the priest of Zeus to Paul and Barnabas.
14:14-15	apoy				How did Barnabas and Paul respond to what the people wanted to do for them?	Barnabas and Paul tore their clothing, went into the crowd, and cried out saying that the people should turn from these useless things to a living God.
14:17	df11				How had God not left himself without witness in the past?	God had given the nations rain and fruitful seasons, filling their hearts with food and gladness.
14:18	x86f				What did the people of Lystra want to do for Paul and Barnabas?	The people wanted to offer sacrifices to Paul and Barnabas.
14:19	o9dx				What did the crowds at Lystra later do to Paul?	The crowds at Lystra later stoned Paul and dragged him out of the city, thinking he was dead.
14:20	hidi				What did Paul do as the disciples were standing around him?	Paul got up and re-entered the city.
14:22	ctwm				Through what did Paul say the disciples must enter into the kingdom of God?	Paul said the disciples must enter into the kingdom of God through many sufferings.
14:23	n6tc				What did Paul and Barnabas do in every assembly of believers before they departed?	In every assembly, Paul and Barnabas appointed elders, prayed with fasting, and entrusted the believers to the Lord.
14:27	r8jh				What did Paul and Barnabas do when they returned to Antioch?	When they returned to Antioch, they gathered the church and  reported all the things that God had done with them and how he had opened a door of faith for the Gentiles.
15:1	fv4k				What did certain men from Judea come and teach the brothers?	Certain men from Judea taught that unless the brothers were circumcised, they could not be saved.
15:2	oo97				How did the brothers decide this question should be resolved?	The brothers decided that Paul, Barnabas, and certain others should go to Jerusalem to the apostles and elders with this question.
