Reference	ID	Tags	Quote	Occurrence	Question	Response
2:13-14	hxiz				What was the custom of the priests with the people at the time of sacrifice?	Their custom was for the priests’ servant come with a three pronged fork to get the meat for the priest to take for himself.
2:15-16	fd21				What evil thing did the priest’s sons instruct their servants?	Instead of eating the boiled meat, Eli’s sons instructed their servants tell the people they only ate raw meat.
2:17	jrb8				Why was the sin of Eli’s sons so great?	Their sin was great before Yahweh because they despised Yahweh’s offering.
2:18-19	ta1h				What would Samuel’s mother make for him form year to year to cloth him?	She world make him a linen ephod robe.
2:20	jvrr				How would Eli bless Elkanah and his wife?	Eli blessed Elkanah and his wife by praying for them to have more children by Hannah.
2:21	vu4i				What was Yahweh’s response to Eli’s prayer for Samuel’s parents to have more children?	Yahweh once more helped Hannah and she bore three more sons and two daughters.
2:23-24	qmuh				What did Eli say to his sons as he was getting very old?	Eli told his sons that they were doing evil things and they caused Yahweh’s people to disobey.
2:25	o40n				Why did Eli’s sons not listen to his voice?	Eli’s sons did not listen to his voice because Yahweh intended to kill them.
2:26	r7g1				Who grew up and increased in favor with Yahweh and also with men?	Samuel grew up and increased in favor with Yahweh and with men.
2:27-28	nj86				Who told Eli that Yahweh chose Eli’s ancestors out of all the tribes of Israel to be Yahweh’s priest?	A man of God told Eli that Yahweh chose Eli’s ancestors.
2:29	m8w2				How had Eli scorned Yahweh’s sacrifices and offerings?	He scorned the sacrifices and offerings by honoring his sons above Yahweh.
2:33	cp03				What did Yahweh tell Eli would happen to the men in his family?	Yahweh told Eli that all the men born in Eli’s family would die.
2:34	fi2d				What did Yahweh say would be a sign that all the men in Eli’s family would die?	Both of Eli’s sons would die on the same day.
2:35	au47				Who will walk before Yahweh’s anointed king forever?	A faithful priest who Yahweh raises up will walk before Yahweh’s anointed king forever.
2:35	o63g				Why will everyone in Eli’s family come and bow down to the faithful priest?	They will ask him for a position as a priest so that they can have food to eat.
3:2-4	qi73				What was Samuel’s reply when he heard Yahweh call to him as he was lying down in his bed?	Samuel replied, “Here I am.”
3:5	s4g8				What did Eli tell Samuel to do when Samuel ran to him?	Eli said that he did not call Samuel, and told him to go lie down again.
3:7	ocks				What had never been revealed to Samuel?	A message from Yahweh had never been revealed to Samuel.
3:8	yooi				What did Eli realize after the third time that Samuel came to him?	Eli realized that Yahweh had called the boy.
3:9	x3xz				What did Eli tell Samuel to say if Yahweh called him again?	Eli told Samuel to say, “Speak, for your servant is listening.”
3:11	xner				What did Yahweh say would happen to the ears of everyone when they heard what Yahweh was going to do?	Yahweh said the ears of everyone that hears what he is about to do will shake.
3:13	ed3v				What did Eli’s sons bring upon themselves?	Eli’s sons brought a curse upon themselves..
3:14	ifx7				What would never be atoned for by sacrifice or offering?	The sins of Eli’s house would never be atoned for by sacrifice or offering.
3:15	e6hl				What was Samuel afraid to do in the morning after he opened the doors of the house of Yahweh?	He was afraid to tell Eli about the vision from Yahweh.
3:17	hvxl				What did Samuel do after Eli told him that he must not hide from him the words that Yahweh had spoken?	Samuel told him everything and hid nothing from Eli.
3:20	plr2				What did all Israel from Dan to Beersheba know about Samuel?	All Israel knew that Samuel was appointed to be a prophet of Yahweh.
4:1-2	huut				What was the result of the battle between Israel and the Philistines?	Israel was defeated by the Philistines.
4:3	rd6x				What did the elders of Israel decide to do so that they could be kept safe from the power of their enemies?	The elders decided that they should bring the ark of the testimony of Yahweh to be with them.
4:4	va6h				Who was with the ark of the testimony of Yahweh of hosts?	The two sons of Eli, Hophni and Phinehas were there with the ark.
4:5-6	y7gc				What did the Philistines wonder when they heard the great shout of all the people of Israel?	The Philistines wondered what the loud shouting in the camp of the Hebrews meant.
4:7	dnjn				Who did the Philistines say had come into the camp of the Hebrews?	The Philistines said that God had come into the camp of the Hebrews.
4:8	i0hk				With what did the Philistines say that God had attacked the Egyptians in the wilderness?	They said that God had attacked the Egyptians with many different kinds of plagues.
4:10-11	d7ji				What happened to the two sons of Eli when the Philistines fought and defeated Israel?	The two sons of Eli, Hophni and Phinehas, died.
4:12-13	lumj				What did the whole city do when the man from the battle line entered the city and told the news?	When the man told the news, the whole city cried out.
4:14	gjv7				What question did Eli ask when he heard the noise of the outcry of the city?	Eli asked what was the meaning of the uproar.
4:16-17	jm9u				What did the man tell Eli had happened to his sons and to the ark of God when Israel was defeated by the Philistines?	The man told Eli that this two sons were dead and the ark of God had been taken.
4:18	t6em				What was the injury that took Eli’s life when he fell over backward from his seat by the side of the gate?	Eli’s neck was broken and he died.
4:19	e16g				What happened when Phinehas’ pregnant wife heard that the ark was captured and her father-in-law and husband were dead?	Phinehas’ wife knelt down and gave birth, but her labor pains overwhelmed her.
4:21-22	do66				What name did Phinehas’ wife give to the baby and why did she give him that name?	She named the baby Ichabod because the glory had gone away from Israel.
5:1-3	ecm0				In what position did the people find the idol Dagon the next day after the Philistines brought the ark of God into the house of Dagon?	Dagon was found fallen face down on the ground before the ark of Yahweh.
5:4	y73h				What remained of the idol Dagon the next morning after they had set him back in his place before the ark?	Only the trunk of Dagon remained and his head and hands were lying cut off in the doorway.
5:6-7	pn6c				Why did the men of Ashdod say that the ark should not stay with them?	The hand of the God of Israel was hard against them and against Dagon their god.
5:8	vujt				To what place did the Philistines move the ark of the God of Israel?	The Philistines moved the ark to Gath.
5:9	fvkn				With what did Yahweh afflict the men of the city of Gath?	Yahweh afflicted them with tumors.
5:10	ycbs				What did the people of Ekron say that the God of Israel would do to them because the ark was sent to their city?	They said that the God of Israel would kill them and their people.
5:11	lhky				To what place did the people of Ekron request the rulers to send the ark?	They requested that the ark be sent to its own place.
5:12	isfz				To what place did the cry of the men of the city go?	The cry of the men of the city went up to the heavens.
6:1	uylw				For what period of time was the ark of Yahweh in the Philistine’s country?	The ark was in the country of the Philistines for seven months.
6:2	n3r3				Who did the Philistines call to ask advice on how the ark of Yahweh should be sent back to its own country?	They called for the priests and the diviners to tell them how to send the ark back to its own country.
6:3-4	wpyt				What did the priests and diviners tell the Philistine people to send as a gift to the God of Israel as a guilt offering?	They told the Philistines to send five golden tumors and five golden mice.
6:6	ku6q				Why did the priests and diviners say God had dealt severely with the Egyptians and Pharaoh?	God had dealt severely with the Egyptians and Pharaoh because they had hardened their hearts.
6:7	uxzv				What animals did the priests and diviners tell the Philistines to tie to the cart on which they were to place the ark of Yahweh?	They told the Philistines to tie two nursing cows to the cart.
6:9	omjr				How would the Philistines know that it was Yahweh who had executed the great disaster on them?	The Philistines would know it if the cows pulling the cart went on their own to Beth Shemesh.
6:10-12	y5w6				Where did the nursing cows go with the cart carrying the ark and the box containing the golden mice and castings of tumors?	The cows went straight in the direction of Beth Shemesh.
6:13	ty8i				What were the people of Beth Shemesh doing when they lifted up their eyes and saw the ark?	They were harvesting their wheat in the valley.
6:14	f0tn				What did the people of Beth Shemesh do with the cows that had pulled the cart?	They offered the cows as a burnt offering to Yahweh.
6:15	bqcq				Who took down the ark of Yahweh and the box that was with it?	The Levites took down the ark of Yahweh and the box that was with it.
6:16	mx31				What did the five rulers of the Philistines do when they saw what the men of Beth Shemesh had done?	They returned that day to Ekron.
6:17-18	px28				What was the significance of the number of five golden tumors and the number of five golden mice?	The number of the golden tumors and the golden mice were the same as the number of all the cities of the Philistines belonging to the five rulers.
6:19	pzt3				Why did Yahweh kill seventy of the men of Beth Shemesh?	Yahweh killed them because they had looked into his ark.
6:21	d5jr				What did the messengers ask the inhabitants of Kiriath Jearim to do about the ark that the Philistines had brought back?	The messengers asked the inhabitants of Kiriath Jearim to come down and take the ark back with them.
7:1	ngq8				What did the men of Kiriath Jearim do to Abinadab’s son Eleazar so that he could keep the ark of Yahweh?	They consecrated him to keep the ark of Yahweh.
7:2	enfi				What did all the house of Israel do during the twenty years that the ark remained in Kiriath Jearim?	They lamented during that time and wished to turn to Yahweh.
7:3-4	aru0				What did the people of Israel need to remove from among them in order for Yahweh to rescue them from the hand of the Philistines?	They needed to remove the foreign gods and Ashtaroth from among them and worship Yahweh only.
7:5-6	gstw				What did the people of Israel admit that they had done when they gathered together at Mitzpah and poured water out before Yahweh?	They admitted that they had sinned against Yahweh.
7:7-8	vsrc				What did the people of Israel hear about the Philistines that made them afraid and made them ask Samuel to call out to Yahweh for them?	They heard that the rulers of the Philistines attacked Israel.
7:9	x20r				What did Yahweh do when Samuel took a nursing lamb, offered it as a whole burnt offering to Yahweh and cried out to Yahweh?	He answered Samuel.
7:10	u38f				What was it that Yahweh did that threw the Philistines into confusion as they drew near to attack Israel?	Yahweh thundered with a loud sound that day against the Philistines.
7:12	r495				What did Samuel set up between Mizpah and Shen as a remembrance that Yahweh had helped them?	Samuel took a stone and set it up.
7:14	xmiw				What happened to the towns that the Philistines had taken from Israel?	They were restored to Israel.
7:15-17	cfuo				What did Samuel do as he went on a circuit to Bethel, Gilgal, Mizpah and back to Raman?	Samuel decided disputes for Israel in all these places.
8:1-3	pfia				In what ways did the two sons of Samuel, who were judges, not walk in the ways of their father?	They chased after dishonest gain, taking bribes and perverting justice.
8:4-5	bydb				What the request did the elders of Israel make of Samuel?	They asked Samuel to appoint for them a king to judge them like all the nations, since he was old and his sons did not walk in his ways.
8:6	d3op				What did Samuel do when he was displeased by the request from the elders of Israel to give them a king?	Samuel prayed to Yahweh.
8:7	raxq				Why did Yahweh tell Samuel to obey the voice of the people in everything they would say to him?	Yahweh told Samuel to obey their voice because they were not rejecting Samuel, but they were rejected Yahweh from being king over them.
8:8-9	blnh				What was the warning which Yahweh told Samuel to give to the people of Israel?	Yahweh told Samuel to solemnly warn the people of Israel about the way in which the king would rule over them.
8:10-12	gfia				What was the warning which Samuel gave to the people of Israel about the way in which the king would take their sons from them?	Samuel warned the people that the king would take their sons to be horsemen and soldiers, make them plow the ground and reap the harvest, and use others to make weapons and implements of war.
8:13-15	jbmy				What was the warning which Samuel gave to the people of Israel about what the king would do with their daughters?	Samuel warned them that the king would take their daughters to be perfumers, cooks, and bakers.
8:16-17	pdtg				What was the warning which Samuel gave to the people of Israel about what the king would do with their servants, young men, and animals?	Samuel warned them that the king would take their servants, the best of their young men and donkeys, a tenth of their flocks, and make them slaves.
8:18	hm14				What did Samuel warn the people of Israel would happen when they would cry out because of the king which they had chosen for themselves?	Samuel said that when they would cry out to Yahweh, Yahweh would not answer them.
8:19-20	f8on				How did the people of Israel respond to the warnings from Samuel?	The people insisted that they still wanted a king over them so they could be like the other nations and have a king to judge them and fight their battles.
8:21-22	hbxo				What was the response of Yahweh when Samuel repeated the words of the people into his ears?	Yahweh still told Samuel to obey the voice of the people and give them a king.
9:1-2	cjp5				What were the outstanding physical features of Saul, the son of Kish?	Saul was a handsome young man who was taller from his shoulders upward than any of the other people.
9:3-4	t94q				What was the outcome when Kish asked his son Saul to go and look for their lost donkeys?	Saul took one of the servants and passed through many places without finding the lost donkeys.
9:5	hm6m				What did Saul tell his servant the should do when they came to the land of Zuph?	Saul told his servant that they should go back or his father would worry more about them than the donkeys.
9:6	yoss				What different idea did the servant present to Saul?	The servant told Saul that they should seek after a man of God in the city who might be able to tell them where they should go on their journey.
9:7-8	gqa2				What did the servant have in his possession to give to the man of God so he would tell them which way to go?	The servant had with him a fourth of a shekel of silver to give to the man of God.
9:9-11	z4i1				What did Saul and his servant inquire of the young women who were coming out to draw water?	Saul and his servant asked if the seer was in the city so they could seek the knowledge of God’s will.
9:12-13	m1ts				Why was the seer coming to the city on that day?	The seer was coming to the city on that day because the people were sacrificing at the high place and the seer would bless the sacrifice.
9:15-16	ayku				What did Yahweh reveal to Samuel about Saul’s role in Israel?	Yahweh told Samuel that he would be anointed prince over Israel and he would save Yahweh’s people from the hand of the Philistines.
9:17-19	eu0t				What invitation did Samuel give to Saul after he revealed that he was the seer Saul was seeking?	Samuel invited Saul to go up and eat with him at the high place.
9:20-21	isdv				How did Samuel surprise Saul by what he told him?	Even though Saul was from a clan which was the least of the tribe of Benjamin, all the desires of Israel were on him and his father’s house.
9:23-24	z1d3				What did Samuel tell Saul about the thigh that had been raised in sacrifice?	He told Saul that it had been kept until the appointed time for him.
9:25-26	tx1k				What did Samuel say to Saul after they had come down from the high place into the city?	Samuel told Saul to get up so he could send him on his way.
9:27	perv				Why did Samuel tell Saul he must stay on the outskirts of the city for awhile?	Samuel told Saul to stay so Samuel could announce the message of God to him.
10:1	xbpr				Why did Samuel pour a flask of oil on Saul’s head and kiss him?	He poured oil on Saul’s head because Yahweh had anointed him to be a ruler over his inheritance.
10:2	wb84				What future event did Samuel share with Saul?	Samuel told Saul that he would find two men near Rachel’s tomb who would tell him that the donkeys had been found.
10:3-4	p40k				What did Samuel tell Saul would happen when he would come to the oak of Tabor?	Three men would meet him carrying three young goats, three loaves of bread, and a skin of wine and they would give him two loaves of bread, which he should take.
10:5-6	f1vl				What did Samuel tell Saul would happen when he came to the garrison of the Philistines?	The spirit of Yahweh would rush upon him so that he would be changed into a different man and he would prophesy with a group of prophets from the city.
10:7-8	in16				What instructions did Samuel give to Saul?	Samuel told Saul to go down to Gilgal and Samuel would come to sacrifice burnt offerings and peace offerings.
10:9	zs4u				What happened when Saul turned his back to leave Samuel?	When Saul turned to leave, God gave him another heart.
10:11-13	xn9h				Why did people wonder if Saul was one of the prophets?	The people wondered if he was now one of the prophets because they saw him prophesying with one of the prophets.
10:14	cfgt				What did Saul tell his uncle when he was asked where he had gone?	Saul told his uncle that when he and his servant could not find the donkeys, they went to see Samuel.
10:15-16	y6j7				What did Saul not tell his uncle about what Samuel said to him?	Samuel did not tell his uncle about the matter of the kingdom.
10:17-19	iwhf				Why did Yahweh say that Israel had rejected him?	Israel had rejected Yahweh because they had demanded that he set a king over them.
10:20-21	x4i1				What happened when Saul was chosen as the next king?	They looked for Saul, but he could not be found.
10:22	olzv				Why couldn’t they find Saul when he was chosen as the next king?	Saul had hidden himself among the baggage.
10:24	fqw6				How did Samuel feel about the man whom Yahweh had chosen?	Samuel said that there was no one like Saul among all the people.
10:25	vsvq				How were the customs and rules of kingship established and preserved?	Samuel told the people the customs and rules of kingship, wrote them down in a book, and placed it before Yahweh.
10:27	uy0v				How did some worthless men show their dislike for Saul?	Some worthless men despised Saul by not bringing him any gifts and questioning how he could save them.
11:1-2	m8cv				What was the response of Nahash the Ammonite to the request for a treaty from the men of Jabesh?	He said he would make a treaty with them if he could bring disgrace on all Israel by gouging out all their right eyes.
11:3	rpoa				How did the elders of Jabesh respond to Nahash’s proposal?	They asked to be left alone for seven days to see if there was anyone in all the territory of Israel who would save them.
11:4-5	wvwi				Why did Saul wonder what was wrong with the people in his town of Gibeah?	Saul heard them crying after they had heard what might happen to the town of Jabesh.
11:6-8	s63i				How did Saul respond to the threat against Jabesh?	He became very angry and rallied all the men of Israel to follow him and fight against the enemies of Jabesh.
11:9	jicg				What did the messengers tell the men of Jabesh?	They told the men of Jabesh that they would be rescued on the next day by the time the sun was hot.
11:10	mtfz				What did the men of Jabesh say to deceive Nahash?	They told Nahash that they would surrender to him the next day and he could do to them whatever he wanted.
11:11	am64				What was the outcome of the battle between the people of Israel and Nahash the Ammonite?	The people of Israel attacked and defeated the Ammonites and those who survived were scattered.
11:12-13	jzdl				Why did Saul say that none of his opposition would be put to death?	Saul said no one would be put to death because Yahweh had rescued Israel.
11:14-15	sy0u				Why did Samuel, Saul and all the people of Israel go to Gilgal?	They went to Gilgal to sacrifice peace offerings and to renew the monarchy by making Saul king before Yahweh.
12:4-5	qnrp				Had Samuel every done anything evil against the people of Israel?	The people of Israel told Samuel he had not cheated or oppressed them or stolen anything from them.
12:6-7	xlx8				Why did Samuel tell the people of Israel to present themselves before Yahweh?	He told the people of Israel to present themselves so he could remind them of all the righteous deeds of Yahweh in the past.
12:8-9	e1g3				What did God do to the ancestors of the people of Israel after they forgot Yahweh their God after Moses and Aaron brought them up out of Egypt?	Yahweh sold them into the hand of Sisera, into the hand of the Philistines and into the hand of the king of Moab.
12:10-11	gsj2				What did Yahweh do after Israel’s ancestors cried out to Yahweh and asked him to rescue them from the hand of their enemies?	Yahweh sent Jerub Baal, Bedan, Jephthah, and Samuel to rescue them from their enemies.
12:12-13	iw7v				What truth did Samuel want the people of Israel to remember?	Samuel reminded the people of Israel that they had wanted a king to reign over them.
12:14-15	n6m0				What choice did Samuel bring before the people of Israel?	They could obey the command of Yahweh and be followers of Yahweh, or they could rebel against Yahweh’s commands and experience his hand against them.
12:16	nc77				What challenge did Samuel lay before the people of Israel?	Samuel challenged the people to present themselves before Yahweh and see the great thing he would do before their eyes.
12:17-18	u5cr				What did Samuel ask Yahweh to send so that the people of Israel would know the extent of their wickedness?	He asked Yahweh to send thunder and rain.
12:19-20	w2ye				How did Samuel respond when the people of Israel realized the serious nature of their sin?	Samuel told the people to not be afraid, but to serve Yahweh with all their heart.
12:22	lofy				What message of comfort did Samuel give to the people of Israel?	Samuel comforted the people of Israel by telling them that Yahweh would not reject them.
12:23	jpwd				What did Samuel decide to do for Israel?	He decided teach the people the way that was good and right, and not to cease to pray for them.
12:24	d5pt				What challenge did Samuel give to the people of Israel?	Samuel told them to consider the great things Yahweh had done for them so they would fear him and serve him in truth with all their heart.
13:2	p4q5				What did Saul do with the soldiers he did not choose to be with him?	Saul sent the rest of the soldiers home to their own tents.
13:3-4	d3en				Why did Israel become a rotten smell to the Philistines?	They became a rotten smell because Saul had defeated the garrison of the Philistines.
13:5	jiir				How did the Philistines respond to the the defeat by the people of Israel?	They gathered numerous chariots and men to fight against Israel.
13:6-7	n1u8				How did the people of Israel react to the forces of the Philistines?	They were distressed so they hid in caves, in the underbrush, in rocks, in wells, and in pits, and some fled over the Jordan.
13:8-10	cipv				What did Saul do when Samuel failed to come to Gilgal in seven days?	Saul offered the burnt offering and the peace offerings himself.
13:11-12	a85n				What excuse did Saul give Samuel for not waiting for him to offer the sacrifices?	He said he saw the people leaving, so he forced himself to offer the burnt offering to Yahweh.
13:13	eeoi				What did Samuel say to rebuke Saul?	Samuel said Saul had acted foolishly for not keeping the command that Yahweh gave him.
13:13-14	qte5				What did Samuel say would be the consequences for Saul’s actions?	Because Saul did not obey Yahweh’s command, his rule over Israel would not continue forever, but instead Yahweh had appointed a man after his own heart to be prince over his people.
13:17	kjr6				What strategy did the Philistines use against the people of Israel?	The Philistines sent raiders from their camp to three different areas in Israel.
13:19	ibia				What limitations did the soldiers of Israel face in their fight against the Philistines?	The Philistines did not allow the Israelites to have any blacksmiths who could make swords or spears.
13:22	vats				How were the soldiers of Israel hindered in their fight against the Philistines?	The soldiers of Israel did not have any swords or spears in their hands.
14:1	jqbk				What secret did Jonathan, the son of Saul, keep from his father?	Jonathan and his armor bearer were going to the Philistines’ garrison on the other side of the pass.
14:2-3	w6xg				What was unknown to the six hundred men who were with Saul?	They did not know that Jonathan had gone over to the Philistines’ garrison.
14:6	svaw				What proposal did Jonathan present to his young armor bearer?	Jonathan told him that Yahweh would work on their behalf to save many people if they would cross over to the garrison of the Philistines.
14:7	xm0l				What was the armor bearer’s response to the proposal?	Jonathan’s armor bearer was ready to obey all his commands, so he encouraged him to do everything that was in his heart.
14:8-10	mjh5				What would be the sign to Jonathan and his armor bearer that Yahweh had given the Philistines into their hand?	If the Philistines said that they should come over to them, this would be the sign that Yahweh had given them into their hand.
14:11-12	xlr6				What did Jonathan say to his armor bearer after the men of the Philistines’ garrison had told them, “Come up to us and we will show you something”?	He told his armor bearer to follow him because Yahweh had given them into the hand of Israel.
14:13-14	rolm				What was the result of the attack that Jonathan and his armor bearer made on the Philistines’ garrison?	Jonathan and his armor bearer put to death about twenty men.
14:16-17	xvan				What did Saul do when his watchmen in Gibeah of Benjamin saw the crowd of Philistine soldiers dispersing and going here and there?	Saul had the people count to see who was missing from them, and they discovered it was Jonathan and his armor bearer.
14:18-19	ttsz				Why did Saul command Ahijah the priest to bring the ephod of God to him?	Saul commanded Ahijah the priest to bring the ephod of God so they could determine the will of God.
14:21	kvsd				Who joined with the Israelites that were with Saul and Jonathan?	Those Hebrews who had previously been with the Philistines, and who had gone with them into the camp joined the Israelites that were with Saul and Jonathan.
14:23	tfky				Who saved Israel that day?	Yahweh saved Israel that day.
14:24	k8dd				What caused the hungry men of Israel to be distressed?	Saul had put the people under an oath that any man that ate food until evening would be cursed.
14:27	txlr				What did Jonathan do to unknowingly break the oath?	Jonathan ate of the honey from the forest.
14:29-30	ggl7				How was Jonathan critical of the oath his father had made?	Jonathan said that if the people had been able to freely eat of the honey and from the plunder of their enemies, there would have been a greater slaughter among the Philistines.
14:33-34	o3kn				How did the people of Israel sin against Yahweh after their battle against the Philistines?	The people of Israel ate the blood of the animals they killed from the plunder.
14:37	czof				What caused Saul to not chase after the Philistines even though he was eager to do so?	He did not receive any answers from God that day.
14:38-39	yn23				How did Saul say he would deal with this sin in Israel?	He said that the man who committed this sin would surely die, even if it was Jonathan his son.
14:42	xepy				How was it determined that Jonathan was the person who had sinned?	It was determined by lots.
14:45	x2h2				How was Jonathan saved from death?	The people of Israel who would not allow Jonathan to die because he had accomplished a great victory.
14:47-48	r7my				How did Saul lead the people of Israel as their king?	Saul acted with great courage and rescued Israel out of the hands of those who plundered them.
15:2-3	wk6l				Why did Yahweh want Saul to attack and completely destroy Amalek?	Amalek opposed Israel on the way when they came up from Egypt.
15:6-7	s7gf				Why did Saul tell the Kenites to depart from the Amalekites?	The Kenites showed kindness to the people of Israel when they came up from Egypt.
15:8-9	kqg9				How did Saul disobey the directions which Yahweh had given to him?	Saul spared the life of King Agag as well as the best of the animals of the Amalekites.
15:10-11	i6qm				Why was Yahweh grieved that he had made Saul king?	Saul had turned back from following Yahweh’s commandments.
15:12-13	vidj				What was the lie that Saul told to Samuel?	He said he had fulfilled the command of Yahweh.
15:14	i11i				How did Samuel respond to the lie which Saul had told him?	Samuel asked about the bleating of sheep and the lowing of oxen he was hearing.
15:15	ktei				What excuse did Saul give to Samuel to try to explain his disobedience?	He said the people spared the best of the sheep and oxen so they could sacrifice them to Yahweh.
15:17-19	cm0z				What did Samuel say to rebuke Saul?	He told Saul that Yahweh had anointed him king over Israel and told him to completely destroy the Amalekites, but instead he had seized the booty and done evil in the sight of Yahweh.
15:20-21	q1cr				What was the same excuse that Saul gave to Samuel?	Saul insisted it was the people who took the best of the booty to sacrifice to Yahweh.
15:22-23	y97z				What was Samuel’s response to Saul?	Obedience to Yahweh is better than sacrifice and rebellion and stubbornness are sin to Yahweh.
15:24	a5tf				What was the reason Saul told Samuel he had sinned?	Saul said he had broken Yahweh’s commandment because he was afraid of the people.
15:26	lgm1				What was the declaration which Samuel gave to Saul from Yahweh?	Yahweh had rejected Saul from being the king of Israel.
15:28	mujd				Who was Yahweh going to give the kingdom of Israel to?	Samuel told Saul that Yahweh was going to give the kingdom of Israel to one of Saul’s neighbors, one who was better than Saul.
15:32-33	tugu				What did Samuel do to finish the task that Saul had not done?	Samuel used his sword to kill Agag before Yahweh.
16:1	nae2				From what did Yahweh tell Samuel he had rejected Saul?	Yahweh had rejected Saul from being king over Israel.
16:2	m3h7				What did Samuel fear if Saul heard of his travel to Bethlehem?	He feared that Saul would kill him.
16:3	xeqs				How did Yahweh say that Samuel would know who to anoint?	He told Samuel that he would anoint the one whom Yahweh told him.
16:4	zjan				How did the elders of Bethlehem act when Samuel arrived at their city?	They were trembling as they came to meet him.
16:6	ue60				What did Samuel say to himself when he looked at Eliab?	He said to himself that Yahweh’s anointed was certainly standing before him.
16:7	nt52				How did Yahweh explain to Samuel that he does not see as man sees?	Yahweh said that man looks on the outward appearance, but Yahweh looks on the heart.
16:10	wo03				What did Samuel say to Jesse after he made seven sons pass before him?	Samuel said that Yahweh had not chosen any of them.
16:11	nea2				Where was the youngest son before Samuel called for him?	The youngest son was tending the sheep.
16:13	sni9				When did the Spirit of Yahweh rush on David?	The Spirit of Yahweh rushed on David from that day forward.
16:14	iu1x				What spirit troubled Saul instead of the Spirit of Yahweh?	A harmful spirit from Yahweh troubled Saul.
16:16	uevs				What did Saul’s servants say that a skillful player could do when the harmful spirit was on Saul?	The player of the harp would play it and Saul would be well.
16:19	fcy7				How did Saul say which of Jesse’s sons he wanted sent to him?	Saul sent messengers to Jesse, saying to send him Jesse’s son David, who was with the sheep.
16:21	qvn2				What assignment did Saul give David since he loved him greatly?	Saul made David his armor bearer.
16:23	m5e7				What would depart from Saul so he would be refreshed and well, when David played the harp?	The harmful spirit would depart from Saul.
17:2	it79				Why had Saul and the men of Israel encamped in the valley of Elah?	They encamped in the valley of Elah to draw up their battle line to meet the Philistines.
17:5	i55l				What was on Goliath’s head?	He had a helmet of bronze on his head.
17:6	shly				What did Goliath carry between his shoulders?	He had a javelin of bronze between his shoulders.
17:8	uhpd				Whom did Goliath say the ranks of Israel served?	Goliath said they were servants of Saul.
17:9	z0jo				What did Goliath say would happen to the ranks of Israel if their man killed him?	He said the Philistines would be their servants.
17:11	s4t7				When Saul and all Israel heard what the Philistine said, how did they feel?	They were discouraged and greatly afraid.
17:13	sa1y				Which of Jesse’s sons had followed Saul to the battle?	The three oldest sons of Jesse had followed Saul to the battle.
17:16	kyn9				For how long and how often did the Philistine strong man come near to present himself for battle?	For forty days he came near morning and evening to present himself for battle.
