Reference	ID	Tags	Quote	Occurrence	Question	Response
6:20	e5oo				The next day after Daniel was thrown into the lions den, when the king went to the den, what did he ask Daniel?	The king asked Daniel if the God whom Daniel served continually had been able to save him from the lions.
6:21-22	f7ue				How did Daniel answer the king?	Daniel said to the king, “King, live forever! My God has sent his messenger and has shut the lion’s mouths, and they have not hurt me. For I was found blameless before him and also before you, king, and I have done you no harm.”
6:23	gd9c				What was the first order the king gave after he found Daniel alive in the lion’s den?	The first order the king gave after finding Daniel alive was that they should take Daniel up out of the den.
6:24	c63c				What was the second order the king gave after he found Daniel alive in the lion’s den?	The second order was to bring the men who had accused Daniel and throw them into the lion’s den along with their children and their wives.
6:26-27	mkkr				What did Darius say concerning God in his decree about the God of Daniel?	Darius said of the God of Daniel “…he is the living God and lives forever, and his kingdom shall not be destroyed; his dominion shall be to the end. He makes us safe and rescues us, and he does signs and wonders in heaven and in earth; he has kept Daniel safe from the power of the lions.”
6:28	r2l8				During whose reign did Daniel prosper?	Daniel prospered during the reign of Darius and during the reign of Cyrus the Persian.
7:1	c2dl				When did Daniel have a dream and visions in his mind?	Daniel had a dream and visions while lying on his bed during the first year of Belshazzar king of Babylonia.
7:2	hnv4				In Daniel’s vision what was stirring up the great sea?	The four winds of heaven were stirring up the great sea.
7:3	mcj6				What came up out of the sea?	Four large animals, each one different from the other came up out of the sea.
7:4	tq59				What was given to the animal that was like a lion?	The mind of a man was given to it.
7:5	rxez				What was the bear-like animal told to do?	It was told to get up and devour many people.
7:6	ntk0				What was the leopard-like animal given?	It was given authority to rule.
7:7	wwcg				What did the fourth animal do?	The fourth animal devoured, broke in pieces, and trampled underfoot what was left.
7:8	gfv4				What did Daniel see happen to the fourth animal as he considered its horns?	Daniel saw another little horn grow up among the other ten horns. Three of the first horns were wrenched out by the roots. Daniel saw that the little horn had eyes like a man and a mouth that boasted about great things.
7:9	l45h				Who sat on one of the thrones that was set up?	The Ancient of Days sat upon one of the thrones.
7:10	g6qv				What business was being conducted by the Ancient of Days?	The court was in session and the books were opened.
7:11-12	vih7				What happened to the four animals?	The animal with the horn that spoke boastful words was killed, its body destroyed and it was handed over to be burned up. The other three animals had their authority to rule taken away but their lives were prolonged for a time.
7:13	v1mf				In Daniel’s vision, who was presented to the Ancient of Days?	One who came with the clouds of heaven like a son of man was presented to the Ancient of Days.
7:14	h4tv				What was given to this one who was “like a son of man”?	Everlasting authority to rule, a kingdom that will never be destroyed, and glory and royal power were given to this one who was “like a son of man”.
7:17	m12k				What was Daniel told the four animals represented in his vision?	Daniel was told that the four animals were four kings that would arise from the earth.
7:18	ywp8				Who will receive the kingdom and possess it forever?	The saints of the Most High will receive the kingdom and possess it forever and ever.
7:23	a4ks				When Daniel asked one standing there about the fourth animal, what did that one say the fourth animal was and would do to the earth?	That one said the fourth animal was a fourth kingdom and that it would devour the whole earth, trample it down and break it into pieces.
7:24	wygt				What did the one standing there say about the ten horns?	That one standing there said that ten kings would arise out of the fourth kingdom.
7:25-26	fy6u				What will the one who speaks against the most high do and what will be his end?	He will oppress the holy people of the most high. He will try to change the festivals and the law. He will rule over these things for one year, two years, and half a year but his royal power would be taken away to be consumed and destroyed at the end.
7:27	go23				To whom will the kingdom and dominion under the whole heaven be given?	It will be given to the people who belong to the Most High.
7:28	lrhw				What was Daniel’s response to this vision?	Daniel was greatly alarmed and his face changed in appearance, but he kept the vision to himself.
8:1	dbi4				When did Daniel have his second vision?	Daniel had his second vision in the third year of the reign of king Belshazzar.
8:2	ffwl				Where was Daniel in his vision?	Daniel was in the fortified city of Susa in the province of Elam beside the Ulai Canal.
8:3	n6qz				What were the two animals Daniel saw in this vision?	Daniel saw a ram and a male goat in this vision.
8:3	edd5				What were the ram’s two horns like?	One of the ram’s horns was longer than the other but the shorter horn grew longer than the previously longer horn.
8:4	digb				How powerful was the ram?	No animal could stand before the ram. None could be rescued from the ram’s hand. He did whatever he wanted, and he became great.
8:5	iv27				What kind of horns did the goat have?	The goat only had one large horn between his eyes.
8:7	ri2g				What did the goat do to the ram?	The goat hit the ram and broke off its two horns, knocked the ram down to the ground and trampled on him.
8:8	ogso				When the large horn of the goat was broken off, what grew in its place?	Four other large horns that pointed to the four winds of heaven grew up in place of the one that was broken off.
8:9	neqe				What happened to one of the goat’s four horns?	Out of one of the horns grew another horn, little at first, but which became very large in the south, in the east, and in the glorious land of Israel.
8:10	ryny				What did this horn do when it became large?	It became so large that it engaged in war with the army of heaven.
8:12	kyl8				Why will the army be given over to the goat’s horn and the burnt offering stopped?	This will happen because of rebellion.
8:14	qdy4				How long will these things last, this vision about the burnt offering, the sin that brings destruction, the handing over of the sanctuary, and heaven’s army being trampled on?	It will last for 2,300 evenings and mornings.
8:14	pjjb				What will happen after the 2,300 evenings and mornings?	The sanctuary will be put right.
8:16	glzy				Who was told to help Daniel understand the vision?	Gabriel was told to help Daniel understand the vision.
8:19	kfky				For when was the vision? What time did it concern?	The vision was for the time of wrath. It concerned the fixed time for the end.
8:20-21	q1vc				What did the ram with two horns and the male goat represent in Daniel’s vision?	The ram with the two horns are the kings of Media and Persia. The male goat is the king of Greece.
8:22	hlvq				What did the four horns represent, the horns that came in place of the horn that was broken off?	The four horns represent four kingdoms that will arise from the nation represented by the horn that was broken off.
8:24-25	djtd				What will this intelligent, grim-face king do?	He will cause widespread destruction and succeed in whatever he does. He will destroy powerful people, people who are holy. He will make deceit prosper under his hand. He will rise up against the king of kings.
8:25	v6ga				What will finally happen to the intelligent, grim-faced king?	He will be broken, but not by human power.
8:27	uzm1				How did this vision affect Daniel?	Daniel was overcome and lay weak for several days and he was appalled by the vision.
9:1	a19i				Ahasuerus was king over what realm?	He was the king over the realm of the Babylonians.
9:2	oot2				What did Daniel observed by studying Yahweh’s word to Jeremiah the prophet?	He observed that Jerusalem’s abandonment would end after seventy years.
9:3	l9cq				How did Daniel seek the Lord God?	Daniel sought the Lord God with prayer and requests, with fasting, wearing sackcloth, and sitting in ashes.
9:4	t77r				What was the first thing Daniel did when he went to the Lord God in prayer?	Daniel made confession of the sins of the Israelites.
9:6	k3or				To whom did the prophets speak in the name of God?	The prophets spoke to the kings, the leaders, the ancestors, and to all the people of the land.
9:8	jqch				Why did shame belong on the faces of the Israelites?	Shame belonged on their faces because they sinned against the Lord.
9:11	gj58				What had been poured out on Israel because of their sin?	The curse and oath that are written in the Law of Moses, the servant of God, had been poured out on them.
9:12	hpzb				How did Yahweh confirm the words he spoke against Israel and their rulers?	Yahweh confirmed his words by bringing on Israel and their rulers a great disaster.
9:13	q7xy				What did Daniel say that Israel had not done to beg God for mercy?	Daniel said they had not turned away from their sins and had not paid attention to God’s truth.
9:16	pbif				What did Daniel say was the reason the Lord God should forgive Israel?	Daniel said the Lord should forgive Israel because of the Lord’s righteous deeds.
9:21	uom1				When did Gabriel come to Daniel?	Gabriel came to Daniel at the time of the evening sacrifice while Daniel was praying.
9:22	lgio				Why did Gabriel come to Daniel?	Gabriel came to give Daniel insight and understanding.
9:24	xvy6				Why were seventy sevens of years decreed for Daniel’s people and his holy city?	The seventy sevens of years were decreed to end the guilt, put an end to sin, to atone for wickedness, to bring everlasting righteousness, to carry out the vision and the prophecy, and to consecrate the most holy place.
9:25	kqo2				How much time will elapse between the issuing of the order to restore and rebuild Jerusalem to the coming of the anointed one?	Seven sevens and sixty-two sevens will elapse between the two events..
9:26	g6e4				When will the anointed one be destroyed?	He will be destroyed after the sixty-two sevens of years.
9:27	ide6				What will a coming ruler do?	He will confirm a covenant with many for one seven. In the middle of the seven he will put an end to the sacrifice and the offering.
9:27	et5v				What will happen to the one who makes desolate?	A full end and destruction are decreed for that one.
10:1	yiqm				What message was revealed to Daniel in the third year of Cyrus king of Persia?	The message was about a great war.
10:1	brir				How was Daniel able to understand the message?	Daniel understood the message because he had insight from a vision.
10:5	n7hm				Who did Daniel see in his vision?	He saw a man dressed in linen with a pure gold belt around his waist.
10:6	f65p				What was the man in Daniel’s vision like?	The man’s body was like topaz, his face like lightning, his eyes like flaming torches, his arms and feet like polished bronze, and the sound of his words like the sound of a great crown.
10:8-9	vb0o				What was Daniel’s response when he saw the great vision and heard the man’s words?	Daniel’s radiant appearance was fearfully changed, and no strength remained in him. He fell on his face in deep sleep with his face to the ground.
10:12	rdfr				When was the angel sent to Daniel?	The angel was sent on the first day Daniel set his mind to understand and humble himself before God.
10:13	garr				Why did it take the angel twenty-one days to come to Daniel?	The angel was detained by the prince of the kingdom of Persia who resisted him.
10:14	td79				When will the events of the vision happen?	The vision was about the last days, the days yet to come.
10:16-17	dc9w				What did Daniel say the vision had done to him?	Daniel said the vision had turned his anguish on him and the he had no strength left and no breath left in him.
10:18	y6i1				What did the one with an appearance like a human being do to strengthen Daniel?	The one who looked like a human being touched Daniel to strengthen him.
10:20	oxnu				What was the one who looked like a human being say he was going to do after he left Daniel?	He said he was returning to fight against the prince of Persia.
10:21	us6t				What did the one who looked like a human being say he was going to tell Daniel?	He said he was going to tell Daniel what was written in the book of truth.
11:2	jqps				How will a fourth king in Persia gain power?	He will gain power through his riches.
11:2	tl0a				Against what kingdom did that fourth Persian king stir up everyone?	He stirred everyone up against the kingdom of Greece.
11:4	b4bo				To whom will the kingdom of the mighty king not be given?	That kingdom will not be given to the king’s own descendants.
11:5-6	esqa				Who will make an alliance?	The king of the South and one of his commanders who will become a king of the North will make an alliance.
11:6	fv1e				Who will come to confirm the alliance between the king of the South and the king of the North?	The daughter of the king of the South will come to the king of the North to confirm the agreement.
11:7	hndv				What will the branch from the daughter of the king of the South do to the king of the North?	He will attack the army and enter the fortress of the king of the North and conquer them.
11:10	xt1j				What will the sons of the king of the North do?	They will wage war and assemble a great army. They will overflow like a flood, pass through, and repeat the assault all the way to the fortress of the king of the South.
11:11	izwl				What will the king of the South do in response to the attack by the sons of the king of the North?	The king of the South will march out in a rage and fight against the king of the North.
11:11-12	dvbz				Who won this battle between the North and the South?	The king of the South won that battle.
11:13	tgls				After some years, what will the king of the North do?	He will raise another great army supplied with much equipment and will surely come.
11:14	yu50				In those times who else will rise against the king of the South?	In those times many will rise against the king of the South including the most violent among Daniel’s people.
11:15-16	s0ww				What will happen this time when the king of the North attacks the king of the South?	The king of the South will not be able to stand against him. The king of the North will do whatever he wants against the king of the South.
11:17	za1n				Why will the king of the North give a daughter in marriage to the king of the South?	The king of the North will do this in order to destroy the kingdom of the South.
11:18-19	yyl6				What will happen to this king of the North?	A commander will put an end to the insolence of the king of the North and will cause his insolence to turn back upon him. He will stumble and fall; he will not be found.
11:20	vcag				What will the one who rises up in place of the king of the North do?	He will force taxes to be paid to provide for the splendor of the kingdom.
11:20	b6f2				What will happen to this one who forces taxes to be paid?	After only a few days that one will be destroyed, but not in anger or in battle.
11:21	hvvg				How will a despised person who has not been given the honor of royalty come to power?	He will come in quietly and will take over the kingdom by flattery.
11:23	iva6				What will this despised king do once an alliance is made with him?	From the time an alliance is made with him, he will act deceitfully.
11:25	xity				What will happen when this deceitful king wages war against the king of the South?	The king of the South will not be able to stand against the deceitful king because of all the plots devised against him.
11:27	qijw				Why will the king of the North and the king of the South sit at the same table and lie to each other?	They will lie to each other because their hearts are set on evil against each other.
11:28	nx18				What will the heart of the king of the North be set against?	His heart will be set against the holy covenant.
11:30	jjwj				How will the rage of the king of the North against the holy covenant manifest itself?	The king of the North will manifest his rage against the holy covenant by showing favor to those who forsake the holy covenant.
11:33	uhi6				What will the wise do at that time?	At that time the wise will give understanding to many?
11:33-34	m5lb				What will happen to the wise?	For days the wise will fall by the sword and flame, they will be taken as prisoners and robbed of their possessions. When they stumble they will receive a little help.
11:35	aqjw				Why will some of the wise stumble?	Some of them will stumble so that they may be refined, cleansed, and made pure until the time of the end.
11:36-37	yn2j				Above whom will this deceitful king of the North exalt himself?	He will exalt and magnify himself above every god; including the God of gods, the gods of his ancestors, and the god desired by women.
11:39	g784				What will this deceitful king of the North do for those who acknowledge him?	He will give honor to those who acknowledge him. He will make them rulers over many people.
11:41	q9nd				At the time of the end what will happen when the king of the North comes into the glorious land?	At that time tens of thousands of Israelites will stumble and fall.
11:41	ewxs				Who will escape from the hand of the king of the North?	Many from Edom and Moab, and the remaining people of Ammon will escape from his hand.
11:42-43	aa6u				What are some of the countries over which this king of the North will extend his power?	This king of the North will extend his power over Egypt, the Libyans, and the Ethiopians.
11:44	h9no				What will this king of the North do when reports from the east and north alarm him?	He will go out with great rage to destroy and to devote many to destruction.
11:45	nmr3				Where will this king of the North set up his the tents of his palace?	He will set up the tents of his palace between the seas, at the mountain of the beauty of holiness.
11:45	ddp5				Who will help the king of the North at the end?	The king of the North will come to his end and there will be no one to help him.
12:1	xp8b				Who is it that guards Daniel’s people?	Michael, the great prince guards Daniel’s people.
12:1	k8b7				How bad will be the time of trouble written of here?	It will be a time of trouble such as never was since the beginning of any nation until that time.
12:1	a72f				At that time who will be saved?	At that time Daniel’s people will be saved, everyone whose name is found written in the book.
