Reference	ID	Tags	Quote	Occurrence	Question	Response
7:11	qin0				What did the angels, elders, and living creatures do as they worshiped God?	They fell on their faces, that is, they lay down and put their faces on the ground, as they worshiped God.
7:14	paal				Who did the elder say were the ones clothed in white robes before the throne?	The elder said they were the ones who had come out of the great tribulation.
7:14	ijd6				How had the ones before the throne made their robes white?	They had made their robes white by washing them in the blood of the Lamb.
7:15-16	f3wv				What did the elder say God would do for those who were clothed in white robes?	God would spread his tent over them so they would not be hungry or thirsty or burned by the sun anymore.
7:17	wap2				What did the elder say the Lamb would do for those who are clothed in white robes?	The Lamb will shepherd them and guide them to springs of living water.
8:1	qgou				There was silence in heaven after something happened. What happened?	There was silence in heaven after the Lamb opened the seventh seal.
8:2	okve				What was given to the seven angels who stand before God?	Seven trumpets were given to the seven angels who stand before God.
8:4	kl10				What rose up before God?	The smoke of incense with the prayers of the saints rose up before God.
8:5	ja6s				What happened when the angel threw fire from the altar down onto the earth?	When the angel threw down the fire, there there were crashes of thunder, loud sounds, flashes of lightning, and an earthquake.
8:7	sej1				What happened when the first angel sounded a trumpet?	When the first tangel sounded a trumpet, a third of the earth was burned up along with a third of the trees and all the green grass.
8:8-9	qxob				What happened when the second angel sounded a trumpet?	When the second angel sounded a trumpet, a third of the sea became blood, a third of the creatures in the sea died, and a third of the ships were destroyed.
8:10-11	g2ts				What happened when the third angel sounded a trumpet?	When the third angel sounded a trumpet, a third of the waters became wormwood and many people died.
8:12	k21z				What happened when the fourth angel sounded a trumpet?	When the fourth angel sounded a trumpet, it became dark for a third of the day and the night.
8:13	gfv1				Why did the eagle say “Woe, woe, woe to the ones living on the earth"?	The eagle said “Woe, woe, woe, to the ones on the earth" because of the remaining three trumpet blasts.
9:1	b2ar				What kind of star did John see when the fifth angel sounded a trumpet?	When the fifth angel sounded a trumpet, John saw a star from heaven that had fallen to the earth.
9:2	lmbf				What did the star do?	The star opened the shaft of the abyss.
9:3-4	zb3l				What did God tell the locusts from the pit to do?	God told the locusts locusts not to damage the earth but only the people who did not have the seal of God.
9:6	uqq0				What would the people tormented by the locusts seek but not find?	The people tormented by the locusts would seek death but would not find it.
9:9	nz2w				What did the wings of the locusts sound like?	The wings of the locusts sounded like many chariots and horses running into battle.
9:11	m74i				Who was the king over the locusts?	The king over the locusts was the angel of the abyss.
9:12	veo7				What did John call the locusts that came when the fifth angel sounded a trumpet?	John called these locusts the "first woe."
9:13	kqt8				From where did John hear a voice when the sixth angel sounded a trumpet?	When the sixth angel sounded a trumpet, John heard a voice coming from the golden altar before God.
9:15	lc0j				What happened to the four angels after the voice spoke?	After the voice spoke, the four angels were released to kill a third of humanity.
9:16	uaf1				How many horse soldiers did John see?	John saw two myriads of myriads of horse soldiers, that is, two hundred million (200,000,000) horse soldiers.
9:18	qz7i				What plagues killed a third of humanity?	The plagues of fire, smoke, and sulfur from the mouths of the horses killed a third of humanity.
9:20	gbe4				How did the people not killed in the plagues respond?	The people not killed in the plagues did not repent of their works, that is, they did not stop worshiping demons and idols.
10:1	xs18				What did the face and feet of the mighty angel that John saw look like?	The angel had a face like the sun and feet like pillars of fire.
10:2	rp2i				Where did the angel stand?	The angel stood with his right foot on the sea and his left foot on the land.
10:4	s7ya				What did the voice from heaven tell John not to write?	The voice from heaven told John not to write what the seven thunders said.
10:6	crb4				By whom did the mighty angel swear?	The mighty angel swore by him who lives to the ages of the ages (that is, forever), who created heaven, the earth, the sea, and the things in them.
10:7	qhcn				What did the mighty angel say would be accomplished in the days of the sound of the seventh angel?	The angel said that when the seventh angel sounded a trumpet, the mystery of God would be accomplished.
10:8	yeld				What did the voice tell John to take from the mighty angel?	The voice told John to take an open scroll from the angel.
10:9	i4d4				What did the angel say would happen when John ate the scroll?	The angel said that the scroll would taste sweet in John’s mouth but that it would make his stomach bitter.
10:11	ozlx				After he ate the scroll, about what was John told to prophesy?	John was told to prophesy about many peoples, nations, languages, and kings.
11:1	vsxy				What was John told to measure?	John was told to measure the temple of God and the altar and the ones worshiping in the temple.
11:2	p3qb				For how long would the Gentiles trample the holy city?	The Gentiles would trample the holy city for 42 months.
11:5	ewf6				What were the two witnesses given the authority to do to anyone who wished to harm them?	The two witnesses were given the authority to kill with fire anyone who wished to harm them.
11:8	fhah				Where will the bodies of the two witnesses lie?	Their bodies will lie in the public square of the great city.
11:10	kzph				How will the people of the earth react when the two witnesses are killed?	The people of the earth will rejoice and celebrate and send gifts to one another when the two witnesses are killed.
11:11-12	mijv				What will happen to the two witnesses after three and a half days?	After three and a half days, a breath of life will enter the two witnesses and they will stand on their feet.
11:14	zdn8				After the two witnesses go up to heaven and there is an earthquake, what has passed?	After the two witnesses go up to heaven and there is an earthquake, the second woe has passed
11:15	swd2				When the seventh angel sounded a trumpet, what did loud voices in heaven say?	When the seventh angel sounded a trumpet, loud voices in heaven said that the kingdom of the world had become the kingdom of our Lord and of his Christ.
11:17	dj39				What did the elders say that the Lord God had now done?	The elders said that the Lord God had taken his great power and reigned.
11:18	paor				According to the elders, what time had now come?	The elders said that the time had now come for the dead to be judged and for God to reward his servants and destroy the ones destroying the earth.
11:19	ktsg				What was then opened in heaven?	God’s temple was then opened in heaven.
12:1	qzvq				What great sign was seen in heaven?	The great sign seen in heaven was a woman clothed with the sun, with the moon under her feet and a crown of twelve stars on her head.
12:3	mkku				What other great sign was seen in heaven?	The other great sign seen in heaven was a large red dragon with seven heads and ten horns and seven crowns on his heads.
12:4	g1ux				What did the dragon's tail do?	The dragon's tail swept away a third of the stars of heaven and hurled them down to earth.
12:4	h75h				What did the dragon want to do when the woman gave birth?	The dragon wanted to devour the woman's child when she gave birth.
12:5	be8g				What was the male child going to do?	The male child was going to rule all the nations with an iron scepter.
12:5	a3l6				To where was the male child snatched away?	The male child was snatched away to God and to his throne.
12:6	h818				To where did the woman flee?	The woman fled into the wilderness.
12:7	yp4b				Who fought in heaven?	Michael and his angels fought against the dragon and his angels.
12:9	d6vw				What happened to the dragon and his angels as a result of the battle?	The dragon and his angels were thrown down to the earth.
12:9	pk4a				Who is the dragon?	The dragon is the ancient serpent called Diabolos and Satan.
12:11	ksa0				How did the brothers conquer the dragon?	The brothers conquered the dragon through the blood of the Lamb and by the word of their testimony.
12:12	vwc3				How much time does the dragon know he has?	The dragon knows he has only a little time.
12:13-14	df35				What did God give the woman when the dragon pursued her?	When the dragon pursued her, God gave the woman wings to fly to the place prepared for her, where she would be nourished.
12:15-17	a5y7				After the earth helped the woman, what did the dragon do?	The dragon went off to make war with those who keeping God’s commandments and having the testimony about Jesus.
13:1	pvui				From where did the beast come that John saw?	The beast that John saw came up from the sea.
13:2	erh1				What did the dragon give to the beast?	The dragon gave the beast his power, his throne, and great authority.
13:3	e4w3				Why was the whole earth astonished?	The whole earth was astonished because the beast had a wound of death (a fatal wound) that had been healed.
13:5-6	j8fy				What did the beast say with the mouth it was given?	The beast spoke great (proud) things and blasphemies against God, his name, his tabernacle, and those living in heaven.
13:7	d97q				What was the beast allowed to do against the saints?	The beast was allowed to make war against the saints and to conquer them.
13:8	xybi				Who will not worship the beast?	Anyone whose name is written in the Book of Life will not worship the beast.
13:10	pfim				What qualities does John say the saints must have?	John says that the saints must have endurance and faith.
13:11	ys79				From where did the other beast come that John saw?	The other beast  that John saw came up out of the earth.
13:11	sgay				What kind of horns and voice did the other beast have?	The other beast had horns like a lamb but its voice sounded like a dragon's voice (it was speaking like a dragon).
13:12	qh9x				The other beast caused those who live on the earth to do something. What was it?	The other beast caused those who live on the earth to worship the first beast.
13:15	etcr				What did the other beast do to whoever did not worship the image of the beast?	The other beast caused whoever did not worship the image of the beast to be killed.
13:16	zjwq				What did the other beast cause everyone to receive?	The other beast caused everyone to receive a mark on the right hand or on the forehead.
13:18	veuv				What is the number of the beast?	The number of the beast is 666.
14:1	j41j				Whom did John see standing on Mount Zion?	John saw the Lamb and 144 thousands (144,000 people) standing on Mount Zion.
14:3	zu1v				Who was able to learn the new song that was sung before the throne?	Only the 144,000 people who had been bought from the earth were able to learn the new song.
14:4-5	ra3l				Who have been bought as first fruits for God and for the Lamb?	The 144,000 blameless people have been bought as first fruits to God and to the Lamb.
14:6	fr28				To whom did the angel give the eternal message of good news?	The angel gave the eternal message of good news to every nation, tribe, language, and people on the earth.
14:7	xnf4				What did the angel tell those the ones living on the earth to do?	The angel told them to fear God and to give him glory.
14:7	h851				What hour (time) did the angel say had come?	The angel said the hour of God’s judgment had come.
14:8	cpb6				What did the second angel say had happened?	The second angel said that Babylon the Great had fallen.
14:10	x8qy				What did the third angel say would happen to anyone who worshiped the beast and received his mark?	The third angel said that those who worshiped the beast and received his mark would be tormented with fire and sulfur.
14:12	x2ev				What quality did John say the saints should have?	John said that the saints should have endurance.
14:14	cmgy				Whom did John see seated on a white cloud?	John saw one like a son of man seated on a white cloud.
14:16	ez9d				What did the one sitting on the cloud do?	The one sitting on the cloud swung his sickle and harvested the earth.
14:19	ni13				What did the angel with the sickle do?	The angel with the sickle harvested the grapevine of the earth and threw the grapes into the great winepress of the wrath of God.
14:20	q3fb				What came out from the winepress when it was trampled?	Blood came out from the winepress when it was trampled.
15:1	pwba				What did the seven angels have whom John saw?	The seven angels had seven final plagues.
15:2	evlf				Who was standing by the sea?	The ones being victorious over the beast and his image and the number of his name were standing by the sea.
15:3	scxi				Whose song were those standing by the sea singing?	Those standing by the sea were singing the song of Moses and the song of the Lamb.
15:3	c7u9				How were God’s ways described in the song?	God’s ways were described as righteous and true.
15:4	s0ak				According to the song, who will come and worship God?	All nations will come and worship God.
15:6	k5nw				Who then came out from the temple?	The seven angels having the seven plagues then came out from the temple.
15:7	og0e				What did one of the four living creatures give to the seven angels?	One of the four living creatures gave the seven angelsseven bowls full of the wrath of God.
15:8	wlpk				Until when could no one enter the temple?	No one could enter the temple until the seven plagues were completed.
16:1	r9fd				What did the voice tell the seven angels to do?	The voice told the seven angels to go and pour out on the earth the seven bowls of God’s wrath onto the earth.
16:2	iedt				What happened when the first angel poured out his bowl?	The people who had the mark of the beast and who worshiped its image got bad sores.
16:3	mj98				What happened when the second angel poured out his bowl?	The sea became like the blood of a dead person.
16:4	lh04				What happened when the third angel poured out his bowl?	The rivers and springs of water became blood.
16:6	jysi				Why was it true and just that God gave these people blood to drink?	It was true and just because these people had poured out the blood of God’s saints and prophets.
16:8	mk0u				What happened when the fourth angel poured out his bowl?	The sun scorched people with fire.
16:9	lr5g				How did the people respond to these plagues?	The people did not repent to give God glory.
16:10	f76l				What happened when the fifth angel poured out his bowl?	The kingdom of the beast became darkened.
16:12	u7qt				What happened when the sixth angel poured out his bowl?	The water of the Euphrates River was dried up to prepare the way for the kings from the rising of the sun (from the east).
16:13-14	boz4				What did the three unclean spirits go out to do?	The three unclean spirits went out to gather the kings of the world for battle on the great day of God.
16:16	qfz0				What was the name of the place where the kings of the world were brought together?	The name of the place was Armageddon.
16:17-18	lqm1				What happened when the seventh angel poured out his bowl?	A loud voice said, “It is has happened!” and there was lightning, sounds, thunder, and an earthquake.
16:19	q886				At this time, what did God remember?	At this time, God remembered to give Babylon the Great the cup of the wine of the wrath of his anger.
16:21	kt47				How did the people respond to the plague of hail?	The people blasphemed God.
17:1	gwoq				What did the angel say he would show John?	The angel said he would show John the judgment of the great prostitute.
17:3	of4z				On what was the woman sitting?	The woman was sitting on a scarlet beast that had seven heads and ten horns.
17:4	ybl2				What was in the cup which the woman held in her hand?	The cup was full of abominations and the impurities of her sexual immorality.
17:5	mrvu				What was the woman’s name?	The woman’s name was “Babylon the Great, the Mother of Prostitutes and of the Abominations of the Earth.”
17:6	j1n2				With what was the woman drunk?	The woman was drunk with the blood of the saints and witnesses for Jesus.
17:8	xsx3				From where did the beast come on which the woman sat?	The beast came up from the abyss.
17:8	n3pi				To where was the beast going?	The beast was going to destruction.
17:9-10	yypc				What were the seven heads of the beast?	The seven heads were seven hills on which the woman was seated, and they were also seven kings.
17:11	aheh				To where was the beast going?	The beast was going to destruction.
17:12	dl5a				What were the ten horns of the beast?	The ten horns were ten kings.
17:13-14	xaac				What will the kings and the beast do when they are of one mind?	When they are of one mind, they will make war against the Lamb.
17:15	mr1p				What were the waters where the prostitute was sitting?	The waters were peoples, multitudes, nations, and languages.
17:16	wann				What would the kings and the beast do to the woman?	They would make the woman desolated and naked, consume her flesh, and burn her completely with fire.
17:18	eqd3				What was the woman that John saw?	The woman that John saw was the great city that has a kingdom over the kings of the earth.
18:1-2	t9lc				What announcement did the angel with great authority make?	The angel announced that Babylon the Great had fallen.
18:4	tu77				What did the voice from heaven tell God’s people to do?	The voice told God’s people to come out from Babylon in order not share in her sins.
18:6	veud				What amount of payment did God give back to Babylon for what she had done?	God paid back Babylon double for what she had done.
18:8	ec1h				What plagues will come on Babylon in one day?	Death, mourning, and famine will come on Babylon in one day, and she will be consumed with fire.
18:9	aaho				How did the kings and merchants of the earth respond when they saw Babylon’s judgment?	When the kings and merchants of the earth saw Babylon’s judgment, they wept and wailed over her.
18:9-10	kqtx				Why will the kings, merchants and ship’s captains stand at a distance from Babylon at her time of judgment?	They will stand at a distance because they are afraid of her torment.
18:14	fols				What kinds of things perished from Babylon?	Luxurious and splendid things perished from Babylon.
18:15	tuir				Why will the kings, merchants and ship’s captains stand at a distance from Babylon at her time of judgment?	They will stand at a distance because they are afraid of her torment.
18:18	dwuy				What question did the ship captains ask about Babylon?	The ship captains asked, “What city is like the great city?”
18:20	xu7d				What were heaven and the saints, apostles, and prophets told to do when God judged Babylon?	Heaven and the saints, apostles, and prophets were told to rejoice when God judged Babylon.
18:21	mcd0				After Babylon's judgment, when will she be seen again?	After her judgment, Babylon will be seen no more.
18:24	gb1t				What was found in the great city Babylon, for which she was judged?	The blood of prophets, saints, and all who have been killed on the earth was found in Babylon.
19:1-2	u9n6				What did the loud voice in heaven say about God’s judgments?	The loud voice in heaven said that God’s judgments were true and righteous.
19:2	fjpf				Why did God judge the great prostitute?	God judged the great prostitute because she corrupted the earth with her sexual immorality and shed the blood of God’s servants.
19:3	pbxu				What will happen to the great prostitute forever and ever?	The smoke of the great prostitute will rise to the ages of the ages (forever).
19:5	jvp6				What did the voice tell the servants of God to do?	The voice told the servants of God to praise him.
19:7	xj9i				Why did the voice say that the servants of God should rejoice and be very happy?	The servants of God were told to rejoice and be very happy because the wedding celebration of the Lamb had come.
19:8	yy44				With what was the bride of the Lamb dressed?	The bride was dressed in bright, clean fine linen.
19:10	lvdl				What did the angel say that the testimony of Jesus was?	The angel said that the testimony of Jesus was the spirit of prophecy.
19:11-13	ssis				What was the one called whom John saw riding on a white horse?	The one John saw riding on a white horse was called Faithful and True.
19:15	og5o				What does the Word of God, the rider on the white horse, use to strike down the nations?	The Word of God, the rider on the white horse, uses the sharp sword that goes out of his mouth to strike down the nations.
19:16	ikyu				What name is written on the Word of God’s robe and thigh?	The name written on his robe and thigh is King of Kings and Lord of Lords.
19:18	k8mg				What were the birds flying overhead called to eat at the great supper?	The birds were called to eat the flesh of kings, chiliarchs (commanders), mighty warriors, horses and their riders, and all kinds of people.
19:19	vsdi				What did the beast and the kings of the earth gather to do?	They gathered to make war with the one sitting on the white horse and his army.
19:20	qdzh				What happened to the beast and the false prophet?	The beast and the false prophet were both thrown alive into lake of fire burning with sulfur.
19:21	r73m				What happened to the rest of those who fought against the one sitting on the horse?	The rest were killed by the sword coming out of the mouth of the one sitting on the horse.
20:1	h9pq				What did the angel coming down from heaven have in his hand?	The angel had in his hand the key to the abyss and a great chain.
20:2-3	s7xx				How long would Satan remain bound?	Satan would remain bound for a thousand years.
20:3	wqea				What did the angel do with Satan?	The angel threw Satan into the bottomless pit.
20:3	rqbq				What would Satan not be able to do while he was bound?	Satan would not be able to deceive the nations while he was bound.
20:4	pzba				What happened to those who had refused to receive the mark of the beast?	Those who had refused to receive the mark of the beast came to life and reigned with Christ for a thousand years.
20:5	tfn2				When would the rest of the dead come to life?	The rest of the dead would come to life when the thousand years were ended.
20:6	ykvf				What would those who took part in the first resurrection do?	Those who took part in the first resurrection would be priests of God and Christ and would reign with him for a thousand years.
20:8	zh5e				What will Satan do at the end of the thousand years?	At the end of the thousand years, Satan will be released to go out to deceive the nations.
20:9	ad9r				What happened when the camp of the saints was surrounded?	When the camp of the saints was surrounded, fire came down from heaven and devoured Gog and Magog.
20:10	kn33				What was done with the devil at this time?	The devil was thrown into the lake of fire to be tormented forever.
20:12	q4ti				By what were the dead judged before the great white throne?	The dead were judged by what was recorded in the books, the result of what they had done.
20:14	krn7				What is the second death?	The second death is the lake of fire.
20:15	ekez				What happened to all whose names were not found written in the Book of Life?	All whose names were not found written in the Book of Life were thrown into the lake of fire.
21:1	lurs				What had happened to the first heaven and earth?	The first heaven and earth had passed away.
21:1	w035				What had replaced the first heaven and earth?	A new heaven and earth had replaced the first heaven and earth.
21:2	u2dr				What came down from heaven?	The holy city, new Jerusalem, came down from heaven.
21:3	tu7c				Where did the voice from the throne say that God would now dwell?	The voice said that God would now dwell with human beings.
21:4	q515				What had now passed away?	Tears, death, grieving, crying, and pain had now passed away.
21:6	hn9v				By what name did the one seated on the throne call himself?	The one seated on the throne called himself the Alpha and the Omega.
21:8	ll9q				What will happen to the cowardly, unbelieving, and abhorred and to murderers, fornicators, sorcerers, idolaters, and liars?	Their place will be in the fiery lake of burning sulfur.
21:9-10	uihm				What is the bride, the wife of the Lamb?	The bride, the wife of the Lamb, is the holy city, Jerusalem, coming down out of heaven from God.
21:12	vlua				What was written on the gates of new Jerusalem?	The names of the 12 tribes of the sons of Israel were written on the gates of new Jerusalem.
21:14	exth				What was written on the foundations of new Jerusalem?	The names of the 12 apostles of the Lamb were written on the foundations of new Jerusalem.
