Reference	ID	Tags	Quote	Occurrence	Question	Response
3:12	ab5m				What obstacle prevented Boaz from immediately performing the part of a kinsman for Ruth?	There was another kinsman-redeemer nearer than Boaz.
3:13	bcqr				How was Boaz going to determine who would act as kinsman for Ruth?	If the nearest kinsman-redeemer was willing to redeem Ruth, then Boaz would let him do that. But if he was not willing, then Boaz would be the kinsman-redeemer.
3:14	e1hf				Why did Ruth leave the threshing floor early before anyone could recognize her?	Boaz did not want people to know that she had come to the threshing floor.
3:15	e8ug				What gift did Boaz give Ruth before she left the threshing floor?	He gave her six large measures of barley.
3:18	tp0i				Naomi was sure that Boaz would resolve the issue by what time?	He would resolve it by the end of that same day.
4:1	jnvc				Where did Boaz go to resolve the issue of who would be the kinsman-redeemer for Ruth?	He went to the gate of the city.
4:2	sus4				Who did Boaz ask to sit as witnesses?	He asked ten men of the elders of the city.
4:3	nd24				What did Boaz first speak about to the other kinsman?	He told him that Naomi was selling the parcel of land that had been owned by Elimelek.
4:4	s39d				What did Boaz suggest the other kinsman do about the parcel of land?	Boaz suggested that the other kinsman could redeem it.
4:4	i72s				What was the other kinsman’s answer?	He said he would redeem it.
4:5	nqyt				About what additional requirement did Boaz then tell the other kinsman?	He told him that he would also have to marry Ruth in order to raise up the name of Elimelek over his inheritance.
4:6	wjs3				What was the other kinsman’s answer when he learned that he would have to marry Ruth?	He said he could not redeem the land.
4:6	fd1f				Why did the other kinsman say he could not be the redeemer?	He said that it would damage his own inheritance.
4:8	xgac				What did the other kinsman do to show that he agreed Boaz should be the redeemer?	He took off his sandal.
4:9	qgst				What was the first agreement that Boaz said the elders had witnessed?	They had witnessed that Boaz had bought all the land that had belonged to Elimelek.
4:10	tdte				What was the second agreement that Boaz said the elders had witnessed?	They had witnessed that Boaz had acquired Ruth as his wife.
4:12	vr7y				What blessing did the people desire for Boaz?	They desired that Yahweh would give him offspring through Ruth, just as Tamar bore a son to Judah.
4:15	k8p0				Why did the women say that Ruth was better for Naomi than seven sons?	They said this because of Ruth’s love for Naomi, and because Ruth had given birth to a grandson for Naomi.
4:16	la5j				What was Naomi’s relationship with Ruth’s son?	Naomi became his nurse, or caregiver.
4:17	q8pw				What was Ruth’s son’s name?	His name was Obed.
4:17	b5ll				Of whom was Obed the father and grandfather?	Obed was the father of Jesse and the grandfather of David.
