Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:9	he7b		rc://*/ta/man/translate/figs-idiom	כָל־ע֥וֹד נַפְשִׁ֖⁠י בִּֽ⁠י	1	This idiom means he is still alive. Alternate translation: “I am still alive”
1:10	fh71		rc://*/ta/man/translate/figs-doublenegatives	כִּ֣י יָדַ֔עְתִּי כִּ֛י לֹ֥א יִֽחְיֶ֖ה אַחֲרֵ֣י נִפְל֑⁠וֹ	1	Alternate translation: “he would die anyway”
1:11	lzf2		rc://*/ta/man/translate/translate-symaction	וַ⁠יַּחֲזֵ֥ק דָּוִ֛ד בִּבְגָדָ֖יו וַ⁠יִּקְרָעֵ֑⁠ם וְ⁠גַ֥ם כָּל־הָ⁠אֲנָשִׁ֖ים אֲשֶׁ֥ר אִתּֽ⁠וֹ	1	David and his men tore their clothes as a sign of mourning for the death of King Saul.
1:12	j5yt		rc://*/ta/man/translate/figs-doublet	וְ⁠עַל־עַ֤ם יְהוָה֙ וְ⁠עַל־בֵּ֣ית יִשְׂרָאֵ֔ל	1	Both statements mean basically same thing. Alternate translation: “and for the Israelites soldiers”
1:12	dhc9		rc://*/ta/man/translate/figs-metonymy	בֵּ֣ית יִשְׂרָאֵ֔ל	1	The word “house” is a metonym that represents the descendants of Israel.
1:12	h78c		rc://*/ta/man/translate/figs-euphemism	נָפְל֖וּ בֶּ⁠חָֽרֶב	1	Here **fallen** is a polite way of referring to being killed. Alternate translation: “they had died”
1:12	oup3		rc://*/ta/man/translate/figs-metonymy	בֶּ⁠חָֽרֶב	1	**Sword** represents a battle. Alternate translation: “in battle”
1:14	f3mp		rc://*/ta/man/translate/figs-rquestion	Why were you not afraid to kill Yahweh’s anointed … hand?	0	This rhetorical question is used to rebuke the man. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “You should have feared Yahweh and not killed his anointed … hand!”
1:14	gdq9		rc://*/ta/man/translate/figs-explicit	Yahweh’s anointed king	0	This refers to Saul.
1:14	llc8		rc://*/ta/man/translate/figs-metonymy	with your own hand	0	This phrase refers to doing something yourself. Alternate translation: “yourself” or “personally”
1:15	k3ww		rc://*/ta/man/translate/figs-idiom	struck him down	0	This idiom means “killed him.”
1:16	sv2e		rc://*/ta/man/translate/figs-metonymy	Your blood	0	Here “blood” is a metonym that implies “shed blood” and is associated with death. Alternate translation: “Your death”
1:16	re2j		rc://*/ta/man/translate/figs-metonymy	עַל־רֹאשֶׁ֑⁠ךָ	1	Here “your head” is a synecdoche referring to the man and means that he is responsible.  Alternate translation: “is your fault”
1:16	ovsi		rc://*/ta/man/translate/figs-synecdoche	פִ֗י⁠ךָ	1	Here “your own mouth” refers to the man himself. Alternate translation: “you yourself”
1:18	xw5d		rc://*/ta/man/translate/figs-explicit	The Bow	0	This was the title of the song.
1:18	rz25		rc://*/ta/man/translate/writing-background	Look, {it is} written on the Scroll of the Upright	0	This is background information added to tell the reader what happened to the song in the future.
1:19	bch8		rc://*/ta/man/translate/figs-metonymy	Your glory	0	“Your glory” refers to Saul.
1:19	luf3		rc://*/ta/man/translate/figs-metonymy	the mighty	0	The phrase “the mighty” refers to both Saul and Jonathan.
1:19	ihzq		rc://*/ta/man/translate/figs-nominaladj	גִבּוֹרִֽים	1	This is plural, and can be stated as “the mighty ones.”
1:19	v53l		rc://*/ta/man/translate/figs-euphemism	have fallen	0	The word “fallen” here means “died.”
1:20	new3		rc://*/ta/man/translate/translate-names	Gath … Ashkelon	0	Gath and Ashkelon are two of the Philistines’ major cities. The Philistines killed Saul and Jonathan.
1:20	kk6n		rc://*/ta/man/translate/figs-metonymy	the uncircumcised	0	This phrase refers to people who do not follow Yahweh, such as the Philistines.
1:21	yma7		rc://*/ta/man/translate/figs-apostrophe	Mountains of Gilboa	0	David speaks directly to the “Mountains of Gilboa” as if they were listening to his song.
1:21	k9a4			let there not be dew or rain on you	0	David curses the ground where King Saul died in the battle. This was out of reverence for Saul, who was God’s anointed king.
1:21	nbh3		rc://*/ta/man/translate/figs-metonymy	the shield of the mighty was defiled	0	The “mighty” here refers to Saul and Jonathan.
1:21	bh3a		rc://*/ta/man/translate/figs-explicit	The shield of Saul is no longer anointed with oil	0	Saul’s shield was made of leather. To care for the shield, it was rubbed with oil. Alternate translation: “No one will care for Saul’s shield anymore”
1:22	px2s		rc://*/ta/man/translate/figs-personification	the sword of Saul did not return empty	0	Saul’s sword is spoken of as if it were a living thing that could return on its own. Rather than return empty, it was carrying the blood of Saul’s enemies that it killed.
1:23	zvc3		rc://*/ta/man/translate/figs-litotes	in their death they were not separated	0	The phrase “were not separated” is used to emphasize that they were always together. Alternate translation: “even in death they were together”
1:23	k29g		rc://*/ta/man/translate/figs-metaphor	They were swifter than eagles, they were stronger than lions.	0	Saul and Jonathan were spoken of as if they were faster than eagles and stronger than lions.
1:25	s578		rc://*/ta/man/translate/figs-nominaladj	the mighty	0	Here “mighty” is plural and refers to Saul and Jonathan. Alternate translation: “the mighty warriors”
1:25	ap6l		rc://*/ta/man/translate/figs-euphemism	have fallen	0	This is a polite way to say “have died.”
1:25	l3rx		rc://*/ta/man/translate/figs-activepassive	Jonathan is killed	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “Jonathan has died in battle” or “The enemy has killed Jonathan”
1:25	i3z2		rc://*/ta/man/translate/figs-apostrophe	on your high places	0	David continues to address this part of the song to the mountains of Gilboa as he started in [verse 21](../01/21.md).
1:26	eg6m			my brother Jonathan	0	Here “brother” is used in the sense of a very close friend.
2:intro	k322				0	# 2 Samuel 2 General Notes\n\n## Structure and formatting\n\nThis chapter begins the story of the civil war between Saul’s son and David.\n\n## Special concepts in this chapter\n\n### Civil war\n\nThere was a civil war in Israel. David was made king of Judah and Saul’s uncle (Abner) made Saul’s son (Ishbosheth) king of the rest of Israel. When they fought each other, Abner killed Joab’s brother, but David’s army was victorious.\n\n## Important figures of speech in this chapter\n\n### Rhetorical question\n\nAbner finally stopped the battle with a rhetorical question to David’s army. “Must the sword devour forever?” (See: [[rc://*/ta/man/translate/figs-rquestion]])
2:1	lt47		rc://*/ta/man/translate/figs-explicit	After this	0	Alternate translation: “After David mourned the deaths of Saul and Jonathan in battle”
2:1	ncw1		rc://*/ta/man/translate/figs-explicit	go up to one of the cities of Judah	0	At this time David was in the city of Ziklag. David used the phrase “go up” because Ziklag was lower in elevation than Judah. Alternate translation: “travel to one of the cities of Judah”
2:2	x7ln		rc://*/ta/man/translate/figs-explicit	David went up with his two wives	0	At this time David was in the city of Ziklag. The narrator uses the phrase “went up” because Ziklag was lower in elevation than Hebron. Alternate translation: “David traveled to Hebron with his two wives”
2:4	jw8k		rc://*/ta/man/translate/translate-symaction	anointed David king	0	In this symbolic act, they poured oil on David’s head to show that he was selected to be the king.
2:4	gc4b		rc://*/ta/man/translate/figs-metonymy	the house of Judah	0	Here “house” is used in the sense of “tribe.” Alternate translation: “the tribe of Judah”
2:4	h1l8		rc://*/ta/man/translate/translate-names	Jabesh Gilead	0	This is the name of a town in the region of Gilead.
2:6	jp9r		rc://*/ta/man/translate/figs-explicit	this thing	0	They buried Saul.
2:7	ss4u		rc://*/ta/man/translate/figs-synecdoche	let your hands be strong	0	Here “hands” refers to the people of Jabesh Gilead. Alternate translation: “be strong”
2:7	c3td		rc://*/ta/man/translate/translate-symaction	anointed me king	0	In this symbolic act, they poured oil on David’s head to show that he was selected to be the king.
2:8	m5pw		rc://*/ta/man/translate/translate-names	Ner … Ishbosheth	0	These are the names of men.
2:8	i3ah		rc://*/ta/man/translate/translate-names	Mahanaim	0	This is the name of a place.
2:9	e9wt		rc://*/ta/man/translate/translate-names	Gilead … Jezreel	0	These are the names of places.
2:10	fb37		rc://*/ta/man/translate/figs-metaphor	the house of Judah followed David	0	Obeying David’s rule is spoken of as “following” him. Alternate translation: “the tribe of Judah obeyed David as their king”
2:10	kz8s		rc://*/ta/man/translate/figs-metaphor	house of Judah	0	Here “house” is used to mean “tribe.”
2:12	t3hi		rc://*/ta/man/translate/translate-names	Abner … Ner … Ishbosheth … Saul	0	These are the names of men.
2:13	n2wn		rc://*/ta/man/translate/translate-names	Zeruiah	0	This is the name of a man.
2:16	ni8p		rc://*/ta/man/translate/figs-euphemism	they fell down together	0	This is a polite way of saying they died. Alternate translation: “they both died”
2:16	x416		rc://*/ta/man/translate/translate-names	Helkath Hazzurim	0	This is a name given to remind people what happened there.
2:17	gm4c		rc://*/ta/man/translate/figs-explicit	The battle was very severe that day	0	It may be helpful to explicitly state that this was the large battle that followed the contest of the young men. Alternate translation: “Then the others started to fight also. It was a very fierce battle that day”
2:18	smv9		rc://*/ta/man/translate/translate-names	Zeruiah … Joab … Abishai … Asahel	0	These are the names of men.
2:18	n11n		rc://*/ta/man/translate/figs-simile	Asahel was swift in his feet like a wild gazelle	0	Here Asahel is compared to a gazelle, an animal that runs very fast. Alternate translation: “Asahel could run very fast”
2:18	aak9		rc://*/ta/man/translate/translate-unknown	wild gazelle	0	This small, four-legged animal, with two long horns on its head, runs very fast.
2:20	jd6r		rc://*/ta/man/translate/translate-names	Asahel	0	This is the name of a man.
2:21	we6k		rc://*/ta/man/translate/figs-metaphor	Turn aside to your right or to your left … turn aside	0	Alternate translation: “Stop chasing me … stop chasing Abner”
2:22	mpv8		rc://*/ta/man/translate/figs-rquestion	Why should I strike you to the ground?	0	This rhetorical question is used to warn Asahel of the danger he faced. “Strike to the ground” is a polite way of saying “to kill.” Alternate translation: “I do not wish to kill you”
2:22	k44v		rc://*/ta/man/translate/figs-rquestion	How then could I hold up my face to Joab, your brother?	0	This rhetorical question emphasizes that Abner does not want to fight and kill Asahel because it would destroy Abner’s relationship with Joab. Alternate translation: “I would be too ashamed to look at your brother, Joab”
2:22	phr4		rc://*/ta/man/translate/figs-idiom	hold up my face to Joab	0	Here “hold up my face to Joab” is an idiom that means to look someone in the eye without guilt or negative emotions.
2:23	y5pa		rc://*/ta/man/translate/figs-metaphor	turn aside	0	This means to “halt” or “stop chasing.”
2:24	dk79		rc://*/ta/man/translate/translate-names	Abishai	0	This is the name of a man.
2:24	ja3r		rc://*/ta/man/translate/translate-names	hill of Ammah … Giah	0	These are the names of places.
2:26	bju9		rc://*/ta/man/translate/figs-rquestion	Must the sword devour forever?	0	This rhetorical question emphasizes that the battle had already continued too long. The killing in the battle is spoken of as if a wild animal was eating the soldiers. Alternate translation: “We do not need to keep using our swords to fight and kill each other.”
2:26	vzq4		rc://*/ta/man/translate/figs-metonymy	sword	0	Here “sword” refers to the fighting. 
2:26	ukm3		rc://*/ta/man/translate/figs-rquestion	Do you not know it will be bitter in the end?	0	This rhetorical question is used to force Joab to acknowledge that continued fighting could only result in more suffering. Alternate translation: “You know very well that there will be a terrible result if this continues!” 
2:26	e6un		rc://*/ta/man/translate/figs-rquestion	How long will it be before you tell your men to stop pursuing their brothers?	0	This rhetorical question is intended to convince Joab to stop fighting their fellow Israelites. Alternate translation: “Stop this now so that Israelites will not have to kill each other!”
2:26	vx56		rc://*/ta/man/translate/figs-metonymy	brother	0	Here “brother” is used to represent fellow Israelites.
2:27	yh65		rc://*/ta/man/translate/writing-oathformula	Just as God lives	0	This is a very strong vow. Alternate translation: “With God as my witness” or “God will affirm that I mean what I say”
2:27	gze5		rc://*/ta/man/translate/figs-hypo	if you had not said that … pursued their brothers until the morning	0	This hypothetical statement tells what might have happened if Abner had not spoken wisely to Joab.
2:28	qt3n		rc://*/ta/man/translate/figs-explicit	blew the trumpet	0	Trumpets were used to signal orders to the armies across great distances.
2:28	zk88		rc://*/ta/man/translate/figs-metonymy	Israel	0	Here “Israel” refers to the Israelite soldiers. Alternate translation: “the Israelite soldiers”
2:29	g9ir		rc://*/ta/man/translate/translate-names	Mahanaim	0	These are the names of places.
2:30	ju9l		rc://*/ta/man/translate/translate-names	Asahel	0	This is the name of a man.
2:31	e92j		rc://*/ta/man/translate/figs-possession	the men of Abner	0	Alternate translation: “the men who followed Abner.”
2:31	d81h		rc://*/ta/man/translate/figs-metonymy	Benjamin	0	This phrase means “the tribe of Benjamin.”
2:32	e5xq		rc://*/ta/man/translate/figs-explicit	took up Asahel	0	Alternate translation: “carried Asahel’s body with them”
3:intro	ka39				0	# 2 Samuel 3 General Notes\n\n## Structure and formatting\n\nThis chapter records the first attempt to end the civil war.\n\nSome translations set each line of poetry farther to the right than the rest of the text to make it easier to read. The ULT does this with the poetic song in 3:33–34.\n\n## Special concepts in this chapter\n\nDavid never wanted to hurt Saul’s family. Isbosheth criticized Abner and Abner became angry. He decided to help David become king of all of Israel. Abner came and made a treaty with David. As he left, Joab arrived and told him he wanted to talk to him and he murdered Abner. David was very unhappy that Abner had been killed.
3:1	u6f1		rc://*/ta/man/translate/figs-metonymy	house	0	Here “house” is used to mean “family.”
3:1	lag1		rc://*/ta/man/translate/figs-metaphor	grew stronger and stronger	0	This metaphor means the number of people supporting David increased.
3:1	dju3		rc://*/ta/man/translate/figs-metaphor	grew weaker and weaker	0	This metaphor means the number of people supporting Saul’s family decreased.
3:2	w7d8		rc://*/ta/man/translate/figs-activepassive	Sons were born to David	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “David’s wives gave birth to six sons”
3:2	q2r6		rc://*/ta/man/translate/translate-names	Ahinoam	0	This is the name of a woman, a wife of David.
3:3	j96y		rc://*/ta/man/translate/translate-ordinal	second son … third	0	These two sons were born after the “firstborn” (verse 2). This is the numerical order of David’s sons.
3:3	hxl2		rc://*/ta/man/translate/translate-names	Abigail … Maacah	0	These are women’s names. They are the wives of David.
3:3	hy1j		rc://*/ta/man/translate/translate-names	Kileab … Nabal … Talmai	0	These are men’s names.
3:4	m8yp		rc://*/ta/man/translate/translate-ordinal	fourth son … fifth son	0	This is the numerical order of David’s sons.
3:4	d5td		rc://*/ta/man/translate/translate-names	Adonijah … Shephatiah	0	These are the names of David’s sons.
3:4	ai9y		rc://*/ta/man/translate/translate-names	Haggith … Abital	0	These are names of David’s wives.
3:5	nky8		rc://*/ta/man/translate/translate-ordinal	the sixth	0	This is the numerical order of David’s sons.
3:5	n4tz		rc://*/ta/man/translate/translate-names	Ithream	0	This is the name of one of David’s sons.
3:5	ujk6		rc://*/ta/man/translate/translate-names	Eglah	0	This is the name of one of David’s wives.
3:6	vrd9		rc://*/ta/man/translate/writing-newevent	And it happened	0	This introduces a new event in the story of the struggle between David’s supporters and Saul’s family.
3:6	n8iu		rc://*/ta/man/translate/figs-metonymy	house of Saul	0	This refers to Saul’s family.
3:6	fu4e		rc://*/ta/man/translate/figs-metonymy	house of David	0	This refers to the supporters of David.
3:6	ahk2		rc://*/ta/man/translate/figs-metaphor	Abner made himself strong in the house of Saul	0	Abner’s increasing power over Saul’s family is spoken of as if he became physically stronger. Alternate translation: “Abner gained more power over the family and supporters of Saul”
3:7	wnw6		rc://*/ta/man/translate/translate-names	Rizpah … Aiah	0	These are names of women.
3:7	nvs7		rc://*/ta/man/translate/translate-names	Ishbosheth	0	This is a male name, a son of Saul.
3:7	y6er		rc://*/ta/man/translate/figs-rquestion	Why have you gone in to my father’s concubine?	0	Ishbosheth asked this question to rebuke Abner who was acting like he was the king. Alternate translation: “You did not have the right to go in to father’s concubine!”
3:7	x31p		rc://*/ta/man/translate/figs-euphemism	gone in to	0	This is a euphemism for sexual relations. Alternate translation: “had sexual relations with”
3:8	jcd6		rc://*/ta/man/translate/figs-rquestion	Am I a dog’s head that belongs to Judah?	0	This question is used by Abner as an angry denial of Ishbosheth’s accusation. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “I am not a traitor!”
3:8	rjr7		rc://*/ta/man/translate/figs-metaphor	Am I a dog’s head that belongs to Judah?	0	Abner speaks of himself as the head of a dog, which the Israelites considered to be loyal to anyone who fed them.
3:8	jb39		rc://*/ta/man/translate/figs-metonymy	into the hand of David	0	Here “hand” represents the power to defeat. Alternate translation: “to be defeated by David”
3:8	lub9		rc://*/ta/man/translate/figs-rquestion	But now you accuse me of an offense concerning this woman?	0	Abner asks this question to rebuke Ishbosheth for questioning his loyalty.
3:9	a45s			May God do so to me … and more also, if I do not	0	This is the form of a solemn vow in that time. Abner is asking God to judge him severely if he does not keep his vow. Your language may have a way of expressing vows. Alternate translation: “I am asking God to punish me if I do not”
3:10	h7qr		rc://*/ta/man/translate/figs-metonymy	the house of Saul	0	Here “house” refers to Saul’s family.
3:10	m8b2		rc://*/ta/man/translate/figs-metonymy	throne of David	0	This phrase refers to the authority of David as king.
3:12	y24c		rc://*/ta/man/translate/translate-textvariants	to David	0	Some versions add “when he was at Hebron” and others do not. You may want to add the phrase if it is present in your national version.
3:12	alc7		rc://*/ta/man/translate/figs-rquestion	Whose land is this?	0	Abner asks this question to imply that he did not consider Ishbosheth to rightfully be the king, and that Israel needs a different ruler.
3:12	mm4s		rc://*/ta/man/translate/figs-metonymy	my hand is with you	0	Here “hand” represents Abner’s assistance that he is offering to David. Alternate translation: “I will assist you”
3:13	r77z		rc://*/ta/man/translate/figs-synecdoche	you cannot see my face unless you first bring Michal	0	David is stating the condition under which he will meet Abner. Here “face” refers to David himself. Alternate translation: “you cannot see me unless you bring Michal to me first”
3:13	mks3		rc://*/ta/man/translate/translate-names	Michal	0	This is the name of a daughter of Saul. She was David’s first wife.
3:15	ch63		rc://*/ta/man/translate/figs-explicit	took her from her husband	0	Paltiel was Michal’s second husband. Saul gave her to him after David fled from Saul.
3:15	z1ti		rc://*/ta/man/translate/translate-names	Paltiel … Laish	0	These are the names of men.
3:16	uhj7		rc://*/ta/man/translate/translate-names	Bahurim	0	This is the name of a village.
3:18	js5z		rc://*/ta/man/translate/figs-explicit	Now do it	0	Alternate translation: “So now make David your king”
3:18	iac5		rc://*/ta/man/translate/figs-metonymy	By the hand of my servant David	0	Here “hand” refers to David’s power to defeat the Philistines. Alternate translation: “I will empower my servant David and”
3:18	c3te		rc://*/ta/man/translate/figs-metonymy	the hand of the Philistines	0	Here “hand” refers to power over Israel. Alternate translation: “the power of the Philistines”
3:18	d2l2		rc://*/ta/man/translate/figs-metonymy	the hand of all their enemies	0	Here “hand” refers to power over Israel. Alternate translation: “the power of all of their enemies”
3:19	qv92		rc://*/ta/man/translate/figs-metonymy	the people of Benjamin … the whole house of Benjamin	0	Both of these statements refer to the descendants of Benjamin, who were one of the tribes of Israel.
3:21	k2bu		rc://*/ta/man/translate/figs-metonymy	all Israel	0	This phrase means “all the people of Israel.”
3:21	ej77		rc://*/ta/man/translate/figs-distinguish	So David sent Abner away	0	They parted as friends. David was not angry with Abner.
3:23	e26m		rc://*/ta/man/translate/writing-pronouns	they told Joab	0	Alternate translation: “someone told Joab”
3:23	d2r8		rc://*/ta/man/translate/translate-names	Ner	0	This is a man’s name. He is the grandfather of Saul.
3:24	nzs6		rc://*/ta/man/translate/figs-rquestion	What have you done?	0	Joab asks this question to rebuke David for letting Abner go in peace. Alternate translation: “You should not have done this!”
3:24	ia9h		rc://*/ta/man/translate/figs-rquestion	Why have you sent him away, and he is gone?	0	Joab asks this question to rebuke David for letting Abner escape. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “Abner was here and you let him leave!”
3:25	c3xz		rc://*/ta/man/translate/figs-rquestion	Do you not know … everything you are doing?	0	Joab asks this question to convince David that Abner is plotting against David. Alternate translation: “Surely you know … everything you are doing.”
3:26	v16b		rc://*/ta/man/translate/translate-names	well of Sirah	0	“Sirah” is the name of a place where the well was located.
3:27	w3m9		rc://*/ta/man/translate/figs-explicit	the middle of the gate	0	This refers to one of the gates in the city wall at Hebron.
3:27	us2y		rc://*/ta/man/translate/figs-metonymy	the blood of Asahel	0	Here “blood” is associated with the death of Asahel. Alternate translation: “the death of Asahel”
3:27	fbb9		rc://*/ta/man/translate/translate-names	Asahel	0	This is the name of a male person.
3:28	esw1		rc://*/ta/man/translate/figs-metonymy	the blood of Abner	0	Here “blood” refers to violent death. See how you translated a similar phrase in [2 Samuel 3:27](../03/27.md). Alternate translation: “the death of Abner” or “the murder of Abner”
3:28	kq45		rc://*/ta/man/translate/translate-names	Ner	0	This is the name of a man.
3:29	h3l1		rc://*/ta/man/translate/figs-metaphor	fall on the head of Joab and on all his father’s house	0	This phrase means the results of the guilt will happen to Joab and his family as if something heavy had collapsed on them. Alternate translation: “always cause suffering for Joab and for all his father’s house”
3:29	vz8z		rc://*/ta/man/translate/figs-metonymy	all his father’s house	0	Here “house” refers to descendants. Alternate translation: “all the descendants of Joab’s father”
3:29	l3jd		rc://*/ta/man/translate/figs-litotes	May there never fail to be	0	This double negative emphasizes that there will always be someone with the problems listed. Alternate translation: “May there always be”
3:29	lvn8		rc://*/ta/man/translate/figs-metonymy	is killed by the sword	0	Here “sword” refers to violent death. Alternate translation: “dies violently”
3:30	x1zu		rc://*/ta/man/translate/translate-names	Abishai … Asahel	0	These are the names of men.
3:31	g9pr		rc://*/ta/man/translate/translate-symaction	Tear your clothes, put on sackcloth	0	These were symbolic actions to demonstrate their grief and sadness.
3:32	d6g4		rc://*/ta/man/translate/figs-doublet	The king wept and cried loudly	0	The words “wept” and “cried loudly” mean basically the same thing and emphasize how much David mourned for Abner.
3:33	aq3l		rc://*/ta/man/translate/figs-rquestion	Should Abner die as a fool dies?	0	This rhetorical question is used to emphasize that his death was disgraceful. Alternate translation: “Abner should not have died in disgrace!”
