Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
2:14	fm3n		rc://*/ta/man/translate/figs-doublet	עֵטָ֣א וּ⁠טְעֵ֔ם	1	These two words mean basically the same thing and emphasize the greatness of his prudence. Alternate translation: “with caution and careful judgment”
2:14	cj8p		rc://*/ta/man/translate/translate-names	לְ⁠אַרְי֕וֹךְ	1	**Arioch** was the name of the king’s commander.
2:14	a4fa			טַבָּחַיָּ֖⁠א	1	This is a group of men whose job is to protect the king.
2:16	ju9k		rc://*/ta/man/translate/figs-explicit	וְ⁠דָ֣נִיֵּ֔אל עַ֖ל	1	Daniel probably went to the palace. Alternate translation: “Then Daniel went to the palace” or “Then Daniel went to talk with the king”
2:17	bbc8			לְ⁠בַיְתֵ֣⁠הּ	1	This is referring to Daniel’s house.
2:17	ijt3			מִלְּתָ֥⁠א	1	Alternate translation: “the king’s decree”
2:18	yhz1		rc://*/ta/man/translate/figs-activepassive	דִּ֣י לָ֤א יְהֹֽבְדוּן֙ דָּנִיֵּ֣אל וְ⁠חַבְר֔וֹ⁠הִי	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “so that the king would not kill Daniel and his companions” or “so that the king’s soldiers would not kill Daniel and his companions”
2:19	nq22		rc://*/ta/man/translate/figs-activepassive	רָזָ֣⁠ה גֲלִ֑י	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “God revealed the mystery”
2:19	s94i			רָזָ֣⁠ה	1	This is referring to the king’s dream and its meaning.
2:20	e8z9		rc://*/ta/man/translate/figs-metonymy	לֶהֱוֵ֨א שְׁמֵ֤⁠הּ דִּֽי־אֱלָהָ⁠א֙ מְבָרַ֔ךְ	1	Here **name** refers to God himself. Alternate translation: “Praise God”
2:21	xy7w			מְהַעְדֵּ֥ה מַלְכִ֖ין	1	Alternate translation: “he takes away kings’ authority to rule”
2:21	k348			וּ⁠מְהָקֵ֣ים מַלְכִ֑ין	1	Alternate translation: “and makes new kings rule over their kingdoms”
2:22	v5bq			ו⁠נהיר⁠א עִמֵּ֥⁠הּ שְׁרֵֽא	1	Alternate translation: “and the light comes from where God is”
2:23	e5yc		rc://*/ta/man/translate/figs-123person		0	Daniel stops addressing God in the third person and switches to the more personal second person.
2:23	b3ga			הֽוֹדַעְתַּ֨⁠נִי֙ דִּֽי־בְעֵ֣ינָא מִנָּ֔⁠ךְ	1	Alternate translation: “you told me what my friends and I asked you to tell us”
2:23	x268			מִלַּ֥ת מַלְכָּ֖⁠א הוֹדַעְתֶּֽ⁠נָא	1	Alternate translation: “you told us what the king wants to know”
2:24	le8h		rc://*/ta/man/translate/translate-names	אַרְי֔וֹךְ	1	**Arioch** was the name of the king’s commander. See how you translated this name in [Daniel 2:14](../02/14.md).
2:26	z3qq		rc://*/ta/man/translate/translate-names	בֵּלְטְשַׁאצַּ֑ר	1	**Belteshazzar** was the name the Babylonians gave to Daniel. See how you translated this name in [Daniel 1:7](../01/07.md).
2:27	r8dh			רָזָ⁠ה֙ דִּֽי־מַלְכָּ֣⁠א שָׁאֵ֔ל	1	This phrase refers to the king’s dream.
2:29	as3u		rc://*/ta/man/translate/figs-explicit	וְ⁠גָלֵ֧א רָזַיָּ֛⁠א	1	This phrase refers to God. Alternate translation: “and God, who reveals mysteries” or “and God, who makes mysteries known”
2:30	v6bt		rc://*/ta/man/translate/figs-activepassive	רָזָ֥⁠א דְנָ֖ה גֱּלִ֣י לִ֑⁠י	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “God revealed this mystery to me”
2:30	ca22		rc://*/ta/man/translate/figs-synecdoche	וְ⁠רַעְיוֹנֵ֥י לִבְבָ֖⁠ךְ תִּנְדַּֽע	1	Here **your mind** refers to the king. Alternate translation: “so that you may know your deepest thoughts”
2:34	e77j		rc://*/ta/man/translate/figs-activepassive	הִתְגְּזֶ֤רֶת אֶ֨בֶן֙ דִּי־לָ֣א בִ⁠ידַ֔יִן	1	This can be stated in active form. Alternate translation: “someone, not a human, cut a stone from a mountain”
2:35	si32		rc://*/ta/man/translate/figs-simile	כְּ⁠ע֣וּר מִן־אִדְּרֵי־קַ֔יִט וּ⁠נְשָׂ֤א הִמּוֹן֙ רוּחָ֔⁠א	1	This phrase is comparing the pieces of the statue to small and light things which could be blown away by the wind. Alternate translation: “like dry pieces of grass blowing away in the wind”
2:35	fe57		rc://*/ta/man/translate/figs-litotes	וְ⁠כָל־אֲתַ֖ר לָא־הִשְׁתֲּכַ֣ח לְ⁠ה֑וֹן	1	This can be stated in positive form. Alternate translation: “so that they were completely gone”
2:35	nfy2			וּ⁠מְלָ֥ת כָּל־אַרְעָֽ⁠א	1	Alternate translation: “and spread over the whole earth”
2:36	utl6		rc://*/ta/man/translate/figs-pronouns	נֵאמַ֥ר	1	Here **we** refers only to Daniel. He may have used to plural form in humility to avoid taking credit for knowing the meaning of the dream that God had revealed to him.
2:37	e2xg			מֶ֖לֶךְ מַלְכַיָּ֑⁠א	1	Alternate translation: “are the most important king” or “are a king who rules over other kings”
2:37	gfj7		rc://*/ta/man/translate/figs-doublet	חִסְנָ֛⁠א וְ⁠תָקְפָּ֥⁠א	1	These words mean basically the same thing.
2:38	lz1m		rc://*/ta/man/translate/figs-metonymy	יְהַ֣ב בִּ⁠ידָ֔⁠ךְ	1	Here **hand** refers to control. Alternate translation: “he has given you control over them”
2:38	flm9			וְ⁠עוֹף־שְׁמַיָּ⁠א֙	1	Here **heavens** is used in the sense of “skies.”
2:38	ffq7		rc://*/ta/man/translate/writing-symlanguage	אַנְתְּה־ה֔וּא רֵאשָׁ֖⁠ה דִּ֥י דַהֲבָֽ⁠א	1	In the king’s dream the statue’s head represents the king. Alternate translation: “The golden head symbolizes you” or “The golden head is a symbol of you and your power”
2:39	t5ct		rc://*/ta/man/translate/figs-explicit	תְּק֛וּם מַלְכ֥וּ אָחֳרִ֖י	1	In the king’s dream his kingdom is gold so an inferior kingdom would be silver. Alternate translation: “another kingdom, which is of silver, will arise” or “another kingdom, which is represented by the silver parts of the statue, will arise”
2:39	c45r		rc://*/ta/man/translate/writing-symlanguage	וּ⁠מַלְכ֨וּ תליתיא אָחֳרִי֙ דִּ֣י נְחָשָׁ֔⁠א	1	This is symbolic language where the bronze of parts of the statue represent a future kingdom. Alternate translation: “then still another kingdom, which is represented by the bronze parts of the statue”
2:39	k4z1		rc://*/ta/man/translate/translate-ordinal	וּ⁠מַלְכ֨וּ תליתיא אָחֳרִי֙	1	“then kingdom number three”
2:40	q2dl		rc://*/ta/man/translate/translate-ordinal	וּ⁠מַלְכוּ֙ רביעיה תֶּהֱוֵ֥א	1	“Then there will be a kingdom number four”
2:40	d7bf		rc://*/ta/man/translate/figs-simile	תַקִּיפָ֖ה כְּ⁠פַרְזְלָ֑⁠א	1	The fourth kingdom is spoken of as being as **strong as iron**.
2:40	rjj2		rc://*/ta/man/translate/writing-symlanguage	כָּל־אִלֵּ֖ין תַּדִּ֥ק וְ⁠תֵרֹֽעַ	1	This symbolic language means the fourth kingdom will defeat and replace the other kingdoms.
2:40	qn2j			כָּל־אִלֵּ֖ין	1	Alternate translation: “the previous kingdoms”
2:41	lp4z			וְ⁠דִֽי־חֲזַ֜יְתָה	1	Nebuchadnezzar **saw** that the feet consisted of clay and iron. He did not see the process of making the feet.
2:43	c3hf			וְ⁠לָֽא־לֶהֱוֺ֥ן דָּבְקִ֖ין דְּנָ֣ה עִם־דְּנָ֑ה	1	Alternate translation: “but they will not remain united”
2:44	fan9			וּֽ⁠בְ⁠יוֹמֵי⁠ה֞וֹן דִּ֧י מַלְכַיָּ֣⁠א אִנּ֗וּן	1	Here **those kings** refers to the rulers of the kingdoms symbolized by the different parts of the statue.
2:44	d96c		rc://*/ta/man/translate/figs-activepassive	דִּ֤י לְ⁠עָלְמִין֙ לָ֣א תִתְחַבַּ֔ל וּ⁠מַ֨לְכוּתָ֔⁠ה לְ⁠עַ֥ם אָחֳרָ֖ן לָ֣א תִשְׁתְּבִ֑ק	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “that no one will ever destroy, and that another people never conquer”
2:45	u69a		rc://*/ta/man/translate/figs-activepassive	מִ⁠טּוּרָ⁠א֩ אִתְגְּזֶ֨רֶת אֶ֜בֶן דִּי־לָ֣א בִ⁠ידַ֗יִן	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “someone cut a stone from the mountain, but it was not a human who cut it”
2:46	hb4s		rc://*/ta/man/translate/translate-symaction	נְפַ֣ל עַל־אַנְפּ֔וֹ⁠הִי	1	This symbolic act showed that the king was honoring Daniel. Alternate translation: “lay down with his face on the ground”
2:46	xf46		rc://*/ta/man/translate/figs-activepassive	וּ⁠מִנְחָה֙ וְ⁠נִ֣יחֹחִ֔ין אֲמַ֖ר לְ⁠נַסָּ֥כָה לֵֽ⁠הּ	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “and he ordered his servants to make an offering and to offer up incense to Daniel”
2:47	jz9s			מִן־קְשֹׁט֙ דִּ֣י אֱלָהֲ⁠כ֗וֹן	1	Alternate translation: “It is true that your God”
2:47	q3ru			אֱלָ֧הּ אֱלָהִ֛ין וּ⁠מָרֵ֥א מַלְכִ֖ין	1	Alternate translation: “greater than all the other gods, and King over all other kings”
2:47	ifr1			וְ⁠גָלֵ֣ה רָזִ֑ין	1	Translate **the one who reveals mysteries** as in [Daniel 2:29](../02/29.md).
2:47	h6md			לְ⁠מִגְלֵ֖א רָזָ֥⁠ה דְנָֽה	1	Alternate translation: “to reveal the mystery of my dream”
2:48	lz5p			וְ⁠הַ֨שְׁלְטֵ֔⁠הּ	1	Alternate translation: “and the king made Daniel the ruler”
2:49	pp5r			לְ⁠שַׁדְרַ֥ךְ מֵישַׁ֖ךְ וַ⁠עֲבֵ֣ד נְג֑וֹ	1	These were the Babylonian names of the three Jewish men who were brought to Babylon with Daniel. See how you translated these names in [Daniel 1:7](../01/07.md)
3:intro	fc6f				0	# Daniel 3 General Notes\n\n## Special concepts in this chapter\n\n### The king’s new idol\n\nShadrach, Meshach, and Abednego refused to worship the new idol. In the ancient Near East, refusing to worship the king was a sign of rebellion against the king. It was often considered the crime of treason. (See: [[rc://*/tw/dict/bible/kt/sign]])\n\n### The furnace\n\nThere was a fourth person with them in the furnace, and because of this they were not hurt. Most scholars believe this to be Jesus before he was born.
3:1	vj2c		rc://*/ta/man/translate/figs-metonymy	נְבוּכַדְנֶצַּ֣ר מַלְכָּ֗⁠א עֲבַד֙ צְלֵ֣ם דִּֽי־דְהַ֔ב & אֲקִימֵ⁠הּ֙	1	Nebuchadnezzar commanded his men to do this work, he did not do the work himself. Alternate translation: “Nebuchadnezzar commanded his men to make a gold statue … They set it up”
3:1	l4e2		rc://*/ta/man/translate/translate-bdistance	רוּמֵ⁠הּ֙ אַמִּ֣ין שִׁתִּ֔ין פְּתָיֵ֖⁠הּ אַמִּ֣ין שִׁ֑ת	1	A cubit is 46 centimeters. Alternate translation: “that was about 27 meters tall and almost 3 meters wide”
3:1	r51y		rc://*/ta/man/translate/translate-names	בְּ⁠בִקְעַ֣ת דּוּרָ֔א	1	This is a location within the kingdom of Babylon.
3:2	pj4s			לַֽ⁠אֲחַשְׁדַּרְפְּנַיָּ֡⁠א סִגְנַיָּ֣⁠א וּֽ⁠פַחֲוָתָ֡⁠א	1	These are officials who have authority over different sizes of territory.
3:2	yr48			גְדָ֨בְרַיָּ֤⁠א	1	These officials are in charge of money.
3:3	qh6f			אֲחַשְׁדַּרְפְּנַיָּ֡⁠א סִגְנַיָּ֣⁠א וּֽ⁠פַחֲוָתָ֡⁠א	1	See how you translated this list in [Daniel 3:2](../03/02.md).
3:4	huk2			וְ⁠כָרוֹזָ֖⁠א	1	A **herald** is an official messenger for the king.
3:4	z125		rc://*/ta/man/translate/figs-activepassive	לְ⁠כ֤וֹן אָֽמְרִין֙	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. “The king commands you”
