Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	bvfv			בְּ⁠תוֹרַ֥ת & וּֽ⁠בְ⁠תוֹרָת֥⁠וֹ	1	Alternate translation: “in the instruction of … and in his instruction”
1:2	zvgc		rc://*/ta/man/translate/writing-pronouns	חֶ֫פְצ֥⁠וֹ & יֶהְגֶּ֗ה	1	Here, **his** and **he** refer to the happy man.
1:2	fhfk		rc://*/ta/man/translate/figs-abstractnouns	חֶ֫פְצ֥⁠וֹ	1	If your language does not use an abstract noun for the idea of **delight**, you could express the same idea in another way. Alternate translation: “he delights” or “he rejoices”
1:2	nbop		rc://*/ta/man/translate/writing-pronouns	וּֽ⁠בְ⁠תוֹרָת֥⁠וֹ	1	Here, **his** refers to Yahweh. Alternate translation: “and in Yahweh’s instruction”
1:2	u4ur		rc://*/ta/man/translate/figs-merism	יוֹמָ֥ם וָ⁠לָֽיְלָה	1	Here, **day and night** is referring to all the time by naming major time components. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “round-the-clock” or “all the time”
1:3	q40p		rc://*/ta/man/translate/figs-simile	וְֽ⁠הָיָ֗ה כְּ⁠עֵץ֮ שָׁת֪וּל עַֽל־פַּלְגֵ֫י מָ֥יִם אֲשֶׁ֤ר פִּרְי֨⁠וֹ ׀ יִתֵּ֬ן בְּ⁠עִתּ֗⁠וֹ וְ⁠עָלֵ֥⁠הוּ לֹֽא־יִבּ֑וֹל וְ⁠כֹ֖ל אֲשֶׁר־יַעֲשֶׂ֣ה יַצְלִֽיחַ	1	The point of this verse’s comparison between the happy man and a well-watered tree is that just like the streams of water cause the tree to flourish, learning Yahweh’s instructions causes the man to flourish. (In Hebrew the phrases even sound similar.) Both a positive and negative comparison are given to strengthen the force of the point. The tree, fruit, and leaf references connect both back to Eden and forward to the end of Revelation. If it would be helpful in your language, you could make the argument a little more explicit as the “Like … so” connection does in the UST. See [92:12-92:14](../92/12.md) for another use of this imagery.
1:3	ovv7			שָׁת֪וּל	1	The point of the choice of the word **transplanted** is to emphasize the intentional placement of a tree so that it gets abundant water. Translators could use a word meaning “planted” if their readers would understand that this was intentional. Alternate translation: “deliberately planted” or “cultivated”
1:3	bet7		rc://*/ta/man/translate/figs-activepassive	שָׁת֪וּל	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “that someone transplanted”
1:3	j6o3		rc://*/ta/man/translate/figs-metonymy	וְ⁠עָלֵ֥⁠הוּ לֹֽא־יִבּ֑וֹל	1	The author is referring figuratively to the tree dying by association with the way the leaves on a tree **wither** when a tree is dead or dying. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “and it will not die”
1:3	s609		rc://*/ta/man/translate/figs-litotes	וְ⁠עָלֵ֥⁠הוּ לֹֽא־יִבּ֑וֹל	1	Here the author uses a figure of speech that expresses a strong positive meaning by using a negative word together with a word that is the opposite of the intended meaning. If this is confusing in your language, you can express the meaning positively. Alternate translation: “and its leaves are strong and green”
1:3	zo3m		rc://*/ta/man/translate/writing-pronouns	וְ⁠כֹ֖ל אֲשֶׁר־יַעֲשֶׂ֣ה יַצְלִֽיחַ	1	Here, both instances of **he** refer to the happy man.
1:4	s4jq		rc://*/ta/man/translate/grammar-connect-words-phrases	לֹא־כֵ֥ן	1	The **so** here refers to everything in the first three verses. The **wicked** are not in any way like the happy man. If your language has a way to indicate that **so** refers back not just to the last line about success but to the wider context of the first three verses, consider using it.
1:4	as72		rc://*/ta/man/translate/translate-unknown	כַּ֝⁠מֹּ֗ץ	1	The word **chaff** refers to the parts of a wheat or other grain plant that are not food. The husk that surrounds the edible seed is very light, and it blows away when the wheat is threshed to separate out the edible seed. The stalks are collected and burned. Thus the chaff is with the grain until harvest but then separated and burned or blown away. If your readers would not be familiar with this process, you could describe the chaff or use another light and worthless material to describe the wicked. Alternate translation: “like dried seed husks” or “like fallen leaves”
1:4	evr7		rc://*/ta/man/translate/figs-metaphor	כִּ֥י אִם־כַּ֝⁠מֹּ֗ץ אֲֽשֶׁר־תִּדְּפֶ֥⁠נּוּ רֽוּחַ	1	The idea of **the wicked** as waste material gathered at the harvest and eliminated in some way is a common biblical image of God judging the wicked. If it would be helpful in your language, consider how to make the connection to the next verse show this more clearly, because there the author makes this explicit.
1:5	xo05		rc://*/ta/man/translate/grammar-connect-words-phrases	עַל־כֵּ֤ן	1	**Thus** indicates that the connection between the previous statements and this is one of similarity. Just like the chaff is removed from the good harvest and destroyed, thus the wicked will be removed from Yahweh’s righteous people and destroyed. Use a natural form in your language for connecting this statement to the previous one. Alternate translation: “In the same way”
1:5	kt0k		rc://*/ta/man/translate/figs-idiom	לֹא־יָקֻ֣מוּ רְ֭שָׁעִים בַּ⁠מִּשְׁפָּ֑ט	1	To **stand in the judgment** is to be innocent. Unlike the man in [24:3-4](../24/03.md), the wicked will be judged by Yahweh and will not rise again as in [PSA 140:10](../140/10.md). If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “the wicked ones will not get off the hook” or “the wicked ones will not be found innocent”
1:5	h9cj			יָקֻ֣מוּ	1	The word translated **stand** here is translated as “arise” in [140:10](../140/10.md) and in many other places. This hints at resurrection imagery, which helps to clarify which judgment is in the mind of the author.
1:5	dhfv		rc://*/ta/man/translate/figs-abstractnouns	בַּ⁠מִּשְׁפָּ֑ט	1	This refers to the time when Yahweh will finally judge the whole world. If your language does not use an abstract noun for the idea of **judgment**, you could express the same idea in another way. Alternate translation: “in Yahweh’s final court”
1:5	yb22		rc://*/ta/man/translate/figs-ellipsis	וְ֝⁠חַטָּאִ֗ים	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: “nor will sinners stand”
1:6	c4kq		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי	1	**For** here introduces an explanation of the contrast throughout this psalm. If possible, use a connector here that can refer back to more than just the immediate context.
1:6	pyo9		rc://*/ta/man/translate/figs-idiom	יוֹדֵ֣עַ	1	Here, **knows** refers to Yahweh’s intimate and active involvement in the life of the righteous. Alternate translation: “guards”
1:6	lb7w		rc://*/ta/man/translate/figs-exmetaphor	דֶּ֣רֶךְ צַדִּיקִ֑ים וְ⁠דֶ֖רֶךְ רְשָׁעִ֣ים תֹּאבֵֽד	1	Here, the author continues speaking of life as if it were a **way**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the lifestyle of the righteous, but the lifestyle of the wicked ones causes them to perish”
2:intro	z14u				0	# Psalm 2 General Notes\n\n## Type of psalm\n\nPsalm 2 is usually considered a royal psalm because it is about the king. It was probably first sung when a new person became the king. While there are (from the perspective of the New Testament) clear references to Jesus, the Anointed (Messiah) Son of God (Yahweh), translators should avoid bringing this fuller understanding into the translation of this psalm, which was written around 1,000 years before Christ.\n\n\n## Structure\n\n1. verses 1–3 Rebellion - Earthly kings plot rebellion\n2. verses 4–6 Response - The Heavenly King laughs\n3. verses 7–9 Decree - The King on Zion recounts Yahweh's covenant\n4. verses 10–12 Ultimatum - Earthly kings, “Serve Yahweh … Kiss the son!”\n\n## Poetic Elements (See: [[rc://en/ta/man/translate/writing-poetry]]):\n\n- The place of reference moves between things being on earth (verse 2), in heaven (verse 4), on the mountain (often seen as a meeting place between heaven and earth (verse 6), and on earth again (verse10).\n- The rebellious words in verse 3 are echoed by similar sounding but very contrastive (obedient) words in verses 10–12. \n- The word for son in verse 12 is highlighted by being Aramaic rather than Hebrew and having several occurrences of similar sounding consonant groups near it.\n\n## Figurative language:\n\n- Nations are personified.\n- Yahweh’s rule is pictured as physical bonds.\n- Power is figured as an iron rod.\n- Nations are figured as pottery.\n\n### CCBYSA\n\nSignificant portions of the ULT, UST, and TNs for this psalm are derivative from [“Psalms, Layer by Layer”](https://psalms.cdbr.org/w/Welcome), [Psalm 2](https://psalms.cdbr.org/w/Psalm_2) by Cambridge Digital Bible Research, Katie Frost, Meaghan Smith, Nikki Mustin et al, used under [CC BY](https://creativecommons.org/licenses/by/4.0/)
2:1	e4gn		rc://*/ta/man/translate/figs-rquestion	לָ֭⁠מָּה רָגְשׁ֣וּ גוֹיִ֑ם וּ֝⁠לְאֻמִּ֗ים יֶהְגּוּ־רִֽיק	1	[Verses 4](../02/04.md) and following provide the proper understanding of the questions that make up this verse. They are not true questions; they are statements of mocking disbelief. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “Nations are in turmoil and peoples are complaining uselessly.”
2:1	hd4h		rc://*/ta/man/translate/figs-metonymy	גוֹיִ֑ם	1	Here, **nations** represents either the people of the nations or the leaders of the nations. If **nations** could not be understood to **conspire**, you could use an equivalent expression from your language or state the meaning plainly. However, it is best to not narrow the meaning to leaders yet, as the psalm will do that in the next verse. Alternate translation: “people from other nations”
2:1	xqez		rc://*/ta/man/translate/figs-extrainfo		0	What the **nations** are conspiring and the **peoples** are plotting is not mentioned in this verse, but since it becomes clear from the next two verses, you do not need to explain its meaning further here.
2:2	ag3k		rc://*/ta/man/translate/figs-parallelism	יִ֥תְיַצְּב֨וּ ׀ מַלְכֵי־אֶ֗רֶץ וְ⁠רוֹזְנִ֥ים נֽוֹסְדוּ־יָ֑חַד	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and it would be good to show this to your readers by including both phrases in your translation rather than combining them. However, if it would be helpful to your readers, you could connect the phrases with a word other than **and** in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “The kings of the earth take their stand, indeed, the rulers conspire together”
2:3	bvs1		rc://*/ta/man/translate/figs-parallelism	נְֽ֭נַתְּקָה אֶת־מֽוֹסְרוֹתֵ֑י⁠מוֹ וְ⁠נַשְׁלִ֖יכָה מִמֶּ֣⁠נּוּ עֲבֹתֵֽי⁠מוֹ	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and it would be good to show this to your readers by including both phrases in your translation rather than combining them. However, if it would be helpful to your readers, you could connect the phrases with a word other than **and** in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “Let us tear apart their bonds, truly, let us cast their cords away from us.”
2:3	xw9h		rc://*/ta/man/translate/figs-metaphor	נְֽ֭נַתְּקָה אֶת־מֽוֹסְרוֹתֵ֑י⁠מוֹ וְ⁠נַשְׁלִ֖יכָה מִמֶּ֣⁠נּוּ עֲבֹתֵֽי⁠מוֹ	1	The people of other nations speak of Yahweh and his anointed one's rule over them as if it were **bonds** and **cords**. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “We should free ourselves from their control; we should not let them rule over us any longer”
2:4	vz39		rc://*/ta/man/translate/figs-parallelism	יוֹשֵׁ֣ב בַּ⁠שָּׁמַ֣יִם יִשְׂחָ֑ק אֲ֝דֹנָ֗⁠י יִלְעַג־לָֽ⁠מוֹ	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and it would be good to show this to your readers by including both phrases in your translation rather than combining them. However, if it would be helpful to your readers, you could connect the phrases with a word to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “He who sits in the heavens sneers; indeed, the Lord mocks them.”
2:4	t9zx		rc://*/ta/man/translate/figs-explicit	יוֹשֵׁ֣ב	1	Here, **sitting** represents ruling. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “He who rules” (See also: [[rc://*/ta/man/translate/figs-metonymy]])
2:5	z631		rc://*/ta/man/translate/figs-abstractnouns	בְ⁠אַפּ֑⁠וֹ וּֽ⁠בַ⁠חֲרוֹנ֥⁠וֹ	1	If your language does not use abstract nouns for the ideas of **anger** and **fury**, you could express the same ideas in another way, as modeled by the UST.
2:6	ygss		rc://*/ta/man/translate/writing-quotations		0	This verse is a quotation of Yahweh (who is mentioned before this verse as the Lord who is sitting in the heavens). If the speaker would be unclear, you may want to introduce him as the UST does.
2:6	emc4		rc://*/ta/man/translate/figs-rpronouns	וַ֭⁠אֲנִי	1	Yahweh says **I myself** to emphasize how significant it was that it was he and not someone else who was setting up this king on Zion. Use a way that is natural in your language to indicate this significance. Alternate translation: “I alone”
2:6	v3q9		rc://*/ta/man/translate/figs-metaphor	נָסַ֣כְתִּי	1	Scholars debate the meaning of this verb. However, all the options lead either symbolically or literally to the idea that Yahweh has made his king the ruler on Zion. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “installed” or “placed”
2:7	d5l7		rc://*/ta/man/translate/figs-explicit	אֲסַפְּרָ֗ה אֶֽ֫ל חֹ֥ק יְֽהוָ֗ה אָמַ֘ר	1	The person saying this is the king that Yahweh placed in Zion. This is a change of speaker from the previous verse, though both are unmarked in the original. You can include this information if that would be helpful to your readers. Alternate translation: “The king says he will describe”
2:8	vjb5		rc://*/ta/man/translate/figs-abstractnouns	נַחֲלָתֶ֑⁠ךָ וַ֝⁠אֲחֻזָּתְ⁠ךָ֗	1	If your language does not use abstract nouns for the ideas of **inheritance** and **possession**, you could express the same ideas in another way. Alternate translation: “for you to inherit and … shall you possess”
2:8	cv7i		rc://*/ta/man/translate/figs-merism	אַפְסֵי־אָֽרֶץ	1	Here, **the extremities of the earth** is referring to all of the world by naming its edges or limits. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the entire world”
2:9	at9u		rc://*/ta/man/translate/figs-metaphor	תְּ֭רֹעֵ⁠ם בְּ⁠שֵׁ֣בֶט בַּרְזֶ֑ל כִּ⁠כְלִ֖י יוֹצֵ֣ר תְּנַפְּצֵֽ⁠ם	1	Here, the king is speaking of his own power and anger as if it was an **iron rod** and of nations as if they were a **jar of a potter**. If it would be clearer in your language, you could state the meaning another way. Alternate translation: “Your power is like an iron rod, which will shatter the nations, which are like mere clay pots.”
2:9	c2xt		rc://*/ta/man/translate/writing-poetry	כִּ⁠כְלִ֖י יוֹצֵ֣ר תְּנַפְּצֵֽ⁠ם	1	Using a simile in the second clause is a way to intensify the statement in biblical poetry. Use a method in your language’s poetic forms to intensify the second clause if possible. Alternate translation: “more than that, you will smash them to pieces like a jar of a potter”
2:9	ggd3		rc://*/ta/man/translate/translate-unknown	כִּ⁠כְלִ֖י יוֹצֵ֣ר	1	A **potter** is a person who makes clay pots and jars. These are fragile and can be broken easily. If your readers would not be familiar with this, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “like a clay jar”
2:10	j2nx		rc://*/ta/man/translate/figs-activepassive	הִ֝וָּסְר֗וּ	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: “listen to this warning”
2:11	yfoo		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠יִרְאָ֑ה וְ֝⁠גִ֗ילוּ בִּ⁠רְעָדָֽה	1	If your language does not use abstract nouns for the ideas of **fear** and **rejoice**, you could express the same ideas in another way. Alternate translation: “fearfully, and joyfully tremble”
2:12	w4m8		rc://*/ta/man/translate/translate-symaction	נַשְּׁקוּ־בַ֡ר	1	To **kiss the son** is a symbolic action showing loyalty and pledged obedience. If this would not be clear to your readers, you can explain the significance of this action in the text or in a footnote. People would show their king that they were loyal to him by kissing him, perhaps on the feet. Alternate translation: “Show the son that you are truly loyal to him” or “Bow down humbly before his son”
2:12	v3bs		rc://*/ta/man/translate/figs-explicit	וְ⁠תֹ֬אבְדוּ דֶ֗רֶךְ	1	The implication is that the **son** will kill **you** if you do not **kiss** him. You can include this information if that would be helpful to your readers. Alternate translation: “and he kill you in the way”
2:12	l654		rc://*/ta/man/translate/figs-metaphor	כִּֽי־יִבְעַ֣ר כִּ⁠מְעַ֣ט אַפּ֑⁠וֹ	1	The anger of the **son** is spoken of as if it were a fire that could burn. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “when he suddenly becomes very angry”
2:12	ty9p		rc://*/ta/man/translate/figs-metaphor	אַ֝שְׁרֵ֗י כָּל־ח֥וֹסֵי בֽ⁠וֹ	1	The protection that submitting to the **son** provides is spoken of as if the son himself were a safe place (**refuge**) within which people could be protected. If it would be clearer in your language, you could state the meaning plainly. Alternate translation: “Everyone who asks the king to protect them is happy”
3:intro	py7j				0	"# Psalm 3 General Notes\n\n## About the Psalm\n\n**Purpose:** to pray for salvation from enemies.\n**Content:** Yahweh, save me! My enemies are many, but you are my defense.\n**Message:** “Salvation is of Yahweh” ([3:8](../03/08.md))\n\n\n## Outline:\n- verse 1–2 Foes “rising” against psalmist\n- verse 3–4 Trust expressed to Yahweh (on his holy hill, see [Psalm 2:6](../02/06.md))\n- verses 5–6 Trust in Yahweh proclaimed\n- verses 7–8 Help petitioned from Yahweh (“rising” and saving refer back to verse 1–2)\n\nSee 2 Samuel 15–18 for the story of David fleeing from Absalom.\n\n\n## Poetic Elements (See: [[rc://en/ta/man/translate/writing-poetry]]):\n- The psalm divides into four sections that are nearly the same length (14 words / 14 words / 14 words / 15 words).\n- “Rising” and “salvation” are repeated between verses 2–3 and verses 8–9 in a negative and then positive way. This emphasizes that the author’s problems have been completely solved by Yahweh.\n- The second and third sections share similar beginnings; both begin with an independent personal pronoun (verse 3a: ""you;"" verse 5a: ""I""). ""You"" (=Yahweh) is the topic of the second section (verses 3–4), and ""I"" (=David) is the topic of the third section (verses 5–6).\n- The first section (verses 1–2) and the two middle sections (verses 3–6) are connected by the ideas of “many/multitudes ... against me.”\n\n\n## Figurative language:\n\n\n- Yahweh is pictured as a shield.\n- Safety is pictured as sleeping.\n- Yahweh’s salvation from enemies is pictured in violent graphic language.\n- Wicked people’s power is represented by their teeth.\n\n## Special concepts in this chapter\n\n- **Selah**: This psalm contains the first instances of the Hebrew word **Selah**. Refer to the introduction to Psalms for more information.\n\n- Superscriptions : This psalm is the first instance which starts with an superscription. Refer to the introduction to Psalms for more information."
