Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	h7l7		rc://*/ta/man/translate/figs-123person	לַ⁠אדֹנִ֤⁠י הַ⁠מֶּ֨לֶךְ֙ & לִ⁠פְנֵ֣י הַ⁠מֶּ֔לֶךְ & ל֖⁠וֹ & לַ⁠אדֹנִ֥⁠י הַ⁠מֶּֽלֶךְ	1	These **servants** addresses king David in the third person as a sign of respect. If this would not be natural in your language, you could use the first person form and indicate the respect in another way. Alternate translation: “for you, my great king, … to your face … for you … for you, my great king”\n
1:2	og7b		rc://*/ta/man/translate/figs-metaphor	וְ⁠עָֽמְדָה֙ לִ⁠פְנֵ֣י	1	Here the servants speak of how the young woman will always serve the king as if she would **stand to the face of the king**. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “and she will always be ready to serve”
1:2	v3bw		rc://*/ta/man/translate/figs-explicit	וְ⁠שָׁכְבָ֣ה בְ⁠חֵיקֶ֔⁠ךָ	1	Here the servants imply that the young woman will sleep in David’s bed with him and will physically touch him. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “and she will lie down in your arms” or “she will hug you as you sleep”
1:2	ajpi			וְ⁠חַ֖ם לַ⁠אדֹנִ֥⁠י הַ⁠מֶּֽלֶךְ	1	Alternate translation: “and she will keep my lord the king warm”
1:3	f51x		rc://*/ta/man/translate/writing-pronouns	וַ⁠יְבַקְשׁוּ֙ & וַֽ⁠יִּמְצְא֗וּ & וַ⁠יָּבִ֥אוּ	1	The pronoun **they** throughout this verse could refer to: (1) the people whom the servants were speaking about in the previous verse. Alternate translation: “And certain people sought … And they found … and they brought” (2) the servants who were speaking in the previous verse. Alternate translation: “And those servants sought … And they found … and they brought”
1:3	jj8h		rc://*/ta/man/translate/figs-hyperbole	בְּ⁠כֹ֖ל גְּב֣וּל יִשְׂרָאֵ֑ל	1	The author says **all** here as an overstatement for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “in most of the territory of Israel”
1:3	pts5		rc://*/ta/man/translate/translate-names	אֲבִישַׁג֙	1	The word **Abishag** is the name of a woman.
1:3	lg2h		rc://*/ta/man/translate/translate-names	הַ⁠שּׁ֣וּנַמִּ֔ית	1	The word **Shunammite** refers to someone who is from the town of Shunem, which was in the hill country to the southwest of the Sea of Galilee. If it would be helpful in your language, you could refer more directly to the town of Shunem. Alternate translation: “from Shunem”
1:4	xn7r		rc://*/ta/man/translate/figs-abstractnouns	יָפָ֣ה עַד־מְאֹ֑ד	1	If your language does not use an abstract noun for the idea of **abundance**, you could express the same idea in another way. Alternate translation: “was abundantly beautiful”
1:4	iqxr		rc://*/ta/man/translate/figs-idiom	יָפָ֣ה עַד־מְאֹ֑ד	1	Here, the phrase **as far as abundance** indicates that Abishag was extremely **beautiful**. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “was very beautiful”
1:4	wexy		rc://*/ta/man/translate/figs-euphemism	וְ⁠הַ⁠מֶּ֖לֶךְ לֹ֥א יְדָעָֽ⁠הּ	1	The author is referring to having sex in a polite way by using the word **know**. If it would be helpful in your language, you could use a polite way of referring to this in your language, or you could state this plainly. Alternate translation: “but the king did not sleep with her” or “but the king did not have sexual relations with her”\n
1:5-6	r96c		rc://*/ta/man/translate/translate-versebridge	וַ⁠אֲדֹנִיָּ֧ה בֶן־חַגִּ֛ית מִתְנַשֵּׂ֥א לֵ⁠אמֹ֖ר אֲנִ֣י אֶמְלֹ֑ךְ וַ⁠יַּ֣עַשׂ ל֗⁠וֹ רֶ֚כֶב וּ⁠פָ֣רָשִׁ֔ים וַ⁠חֲמִשִּׁ֥ים אִ֖ישׁ רָצִ֥ים לְ⁠פָנָֽי⁠ו & וְ⁠לֹֽא־עֲצָב֨⁠וֹ אָבִ֤י⁠ו מִ⁠יָּמָי⁠ו֙ לֵ⁠אמֹ֔ר מַדּ֖וּעַ כָּ֣כָה עָשִׂ֑יתָ וְ⁠גַם־ה֤וּא טֽוֹב־תֹּ֨אַר֙ מְאֹ֔ד וְ⁠אֹת֥⁠וֹ יָלְדָ֖ה אַחֲרֵ֥י אַבְשָׁלֽוֹם	1	If it would be helpful to your readers, you could combine [1:5](../01/05.md) and [1:6](../01/06.md) into a verse bridge, as UST does, in order to give the background information about Adonijah before stating what he did. Alternate translation: “And Adonijah was the son of Haggith. She had borne him after Absalom, and he was very good of form. His father had not pained him from his days, saying, ‘Why have you done so?’ He lifted himself up, saying, ‘I, myself, will reign.’ And he made for himself a chariot and horsemen and 50 men running to his face.”\n
1:5	j538		rc://*/ta/man/translate/translate-names	חַגִּ֛ית	1	The word **Haggith** is the name of a woman. She was one of David’s wives.
1:5	uqt7		rc://*/ta/man/translate/figs-metaphor	מִתְנַשֵּׂ֥א	1	He the author speaks of how **Adonijah** began to take power and demand honor as if he were literally lifting himself up in the air. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “exalted himself” or “began to take honor and power”
1:5	oxnm		rc://*/ta/man/translate/figs-quotations	לֵ⁠אמֹ֖ר אֲנִ֣י אֶמְלֹ֑ךְ	1	It may be more natural in your language to have an indirect quotation here. Alternate translation: “saying that he himself would reign”
1:5	gxh9		rc://*/ta/man/translate/grammar-collectivenouns	רֶ֚כֶב	1	Here, the word translated **chariot** could: (1) refer to one **chariot** that Adonijah rode in. Alternate translation: “one chariot” (2) refer to multiple chariots using a singular form. Alternate translation: “chariots”
1:5	u44y		rc://*/ta/man/translate/figs-explicit	וַ⁠חֲמִשִּׁ֥ים אִ֖ישׁ רָצִ֥ים לְ⁠פָנָֽי⁠ו	1	Here the author implies that these **50 men** were a special guard who escorted Adonijah when he went anywhere. They **ran** along with the chariot that he rode in. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “and 50 men who ran with him as his guard” or “and a special group of 50 men who ran with him to honor and protect him”
1:6	wpj5		rc://*/ta/man/translate/figs-metaphor	וְ⁠לֹֽא־עֲצָב֨⁠וֹ אָבִ֤י⁠ו	1	Here the author speaks of how David could have confronted or rebuked Adonijah as if it were paining him. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “And his father did not confront him” or “And his father did not discipline him”
1:6	pyhq		rc://*/ta/man/translate/figs-idiom	מִ⁠יָּמָי⁠ו֙	1	Here, the phrase **from his days** refers to all of Adonijah’s life up to this point. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “during his life up to this point” or “ever”
1:6	v46e		rc://*/ta/man/translate/figs-quotations	לֵ⁠אמֹ֔ר מַדּ֖וּעַ כָּ֣כָה עָשִׂ֑יתָ	1	It may be more natural in your language to have an indirect quotation here. Alternate translation: “asking why he had done something.”
1:6	eh22		rc://*/ta/man/translate/figs-rquestion	מַדּ֖וּעַ כָּ֣כָה עָשִׂ֑יתָ	1	The author illustrates how David might used the question form to rebuke Adonijah. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “You know that you should not have done so.” or “You should not have done so!”
1:6	baeh		rc://*/ta/man/translate/figs-possession	טֽוֹב־תֹּ֨אַר֙ מְאֹ֔ד	1	Here, the author is using the possessive form to describe a **form** that is **good**. If this is not clear in your language, you could express the idea in another way. Alternate translation: “had a very good form”
1:6	g811		rc://*/ta/man/translate/figs-explicit	וְ⁠אֹת֥⁠וֹ יָלְדָ֖ה אַחֲרֵ֥י אַבְשָׁלֽוֹם	1	Here the author implies that Adonijah’s mother, Haggith, **had borne** Adonijah after Absalom’s mother bore him. In other words, Adonijah was the next youngest son of David after **Absalom**. However, Adonijah and Absalom did not have the same mother. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “and Haggith had borne him after Absalom’s mother had borne Absalom” or “and he was the son of David who was born after Absalom was born”
1:7	yk92		rc://*/ta/man/translate/figs-idiom	וַ⁠יִּהְי֣וּ דְבָרָ֔י⁠ו	1	Here, the phrase **his words were with** indicates that Adonijah discussed his plans with **Joab** and **Abiathar**. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “And he conspired” or “And he discussed his plans”
1:7	lla5		rc://*/ta/man/translate/translate-names	צְרוּיָ֔ה	1	The word **Zeruiah** is the name of a woman. She was David’s sister.
1:7	a99r		rc://*/ta/man/translate/figs-explicit	וַֽ⁠יַּעְזְר֔וּ אַחֲרֵ֖י אֲדֹנִיָּֽה	1	Here the author implies that **Joab** and **Abiathar** supported Adonijah in his plans to become the next king. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “And they supported and helped Adonijah as he tried to become king” or “And they backed Adonijah as the next king”
1:8	sj3w		rc://*/ta/man/translate/translate-names	וְ⁠רֵעִ֔י	1	The word **Rei** is the name of a man.
1:8	uqjp			אֲשֶׁ֣ר לְ⁠דָוִ֑ד	1	Alternate translation: “who served David”
1:8	ernv		rc://*/ta/man/translate/figs-explicit	לֹ֥א הָי֖וּ עִם־אֲדֹנִיָּֽהוּ	1	Here the author implies that these people did not support Adonijah in his plans to become the next king. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “did not support and help Adonijah as he tried to become king” or “did not back Adonijah as the next king”
1:9	spdi		rc://*/ta/man/translate/grammar-collectivenouns	וּ⁠מְרִ֔יא	1	In this verse, the word **fatling** is singular in form, but it refers to many fatlings as a group. If it would be helpful in your language, you could say this plainly. Alternate translation: “and fatlings”\n
1:9	k2ub		rc://*/ta/man/translate/translate-unknown	וּ⁠מְרִ֔יא	1	Here, the word **fatling** refers to an animal that has been fed a lot of food so that it becomes fat and is very good to eat. If your readers would not be familiar with this type of animal, you could use the name of something similar in your area or you could use a more general term. Alternate translation: “animals that were given plenty of food so that they would be fat” or “young cows that were specially prepared to be eaten”
1:9	lp17		rc://*/ta/man/translate/translate-names	אֶ֣בֶן הַזֹּחֶ֔לֶת	1	The word **Zoheleth** is the name of a specific **stone** that was somewhere near Jerusalem.
1:9	xh7g		rc://*/ta/man/translate/translate-names	עֵ֣ין רֹגֵ֑ל	1	The phrase **En Rogel** is the name of a spring that was in a valley near Jerusalem. The word **En** means “spring.”\n
1:9	q3zv		rc://*/ta/man/translate/figs-hyperbole	אֶת־כָּל־אֶחָי⁠ו֙ & וּ⁠לְ⁠כָל־אַנְשֵׁ֥י יְהוּדָ֖ה	1	As the following verse makes clear, the author says **all** here as an overstatement for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “almost all of his brothers … and to almost all the men of Judah”
1:10	lek3		rc://*/ta/man/translate/translate-kinship	שְׁלֹמֹ֥ה אָחִ֖י⁠ו	1	**Solomon** was the younger **brother** of Adonijah. Also, he had a different mother than Adonijah did, so he was Adonijah’s half-brother. If it would be helpful in your language, you could make the relationship more explicit. Alternate translation: “Solomon, his younger half-brother”
1:11	bzi1		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹ֔ר	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and he asked”
1:11	l2v9		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֣וֹא שָׁמַ֔עַתְּ כִּ֥י מָלַ֖ךְ אֲדֹנִיָּ֣הוּ בֶן־חַגִּ֑ית וַ⁠אֲדֹנֵ֥י⁠נוּ דָוִ֖ד לֹ֥א יָדָֽע	1	Nathan is using the question form to inform Bathsheba of something. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “I tell you that Adonijah the son of Haggith reigns, and our master David does not know.” or “Adonijah the son of Haggith reigns, and our master David does not know!”
1:11	ae8u		rc://*/ta/man/translate/translate-names	חַגִּ֑ית	1	The word **Haggith** is the name of a woman. She was one of David’s wives.\n
1:11	pb3p		rc://*/ta/man/translate/figs-explicit	מָלַ֖ךְ	1	Here Nathan implies that **Adonijah** is trying to reign. Nathan believes that David is still the real king. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “is attempting to reign” or “wants to make himself king”
1:11	cu6e		rc://*/ta/man/translate/figs-exclusive	וַ⁠אֲדֹנֵ֥י⁠נוּ	1	By **our**, Nathan means himself, Bathsheba, and the rest of the Israelites, so use the inclusive form of that word in your translation if your language marks that distinction.
1:12	g4ab		rc://*/ta/man/translate/figs-metaphor	לְכִ֛י	1	Here Nathan speaks as if he wants Bathsheba to **come** to him. He means that she should listen to him and act with him. Alternate translation: “listen” or “trust me”
1:12	ggsp		rc://*/ta/man/translate/writing-poetry	אִיעָצֵ֥⁠ךְ נָ֖א עֵצָ֑ה	1	Here, **let me advise you with advice** is an emphatic construction that uses a verb and its object that come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of showing the emphasis.
1:12	dnmx		rc://*/ta/man/translate/grammar-connect-words-phrases	וּ⁠מַלְּטִי֙	1	Here, the word **and** introduces the purpose for which Bathsheba should let Nathan **advise** her. If it would be helpful in your language, you could use a word or phrase that introduces a purpose. Alternate translation: “in order that you may save”
1:12	gg4x		rc://*/ta/man/translate/figs-abstractnouns	אֶת־נַפְשֵׁ֔⁠ךְ וְ⁠אֶת־נֶ֥פֶשׁ בְּנֵ֖⁠ךְ שְׁלֹמֹֽה	1	If your language does not use an abstract noun for the idea of **life**, you could express the same idea in another way. Alternate translation: “so that you and your son Solomon will live”
1:13	yp71		rc://*/ta/man/translate/figs-go\t	לְכִ֞י וּ⁠בֹ֣אִי	1	In a context such as this, your language might say only **Go** or **come** instead of both **Go** and **come**. Alternate translation: “Go” or “Come”
1:13	luyd		rc://*/ta/man/translate/figs-quotations	וְ⁠אָמַ֤רְתְּ אֵלָי⁠ו֙ הֲ⁠לֹֽא־אַתָּ֞ה אֲדֹנִ֣⁠י הַ⁠מֶּ֗לֶךְ נִשְׁבַּ֤עְתָּ לַ⁠אֲמָֽתְ⁠ךָ֙ לֵ⁠אמֹ֔ר כִּֽי־שְׁלֹמֹ֤ה בְנֵ⁠ךְ֙ יִמְלֹ֣ךְ אַחֲרַ֔⁠י וְ⁠ה֖וּא יֵשֵׁ֣ב עַל־כִּסְאִ֑⁠י וּ⁠מַדּ֖וּעַ מָלַ֥ךְ אֲדֹנִיָֽהוּ	1	It may be more natural in your language to have indirect quotations here. Alternate translation: “and you shall ask him whether he, your master the king, has not sworn to you, his female servant, saying that surely Solomon your son would reign after him, and he would sit on his throne. And you will ask him Adonijah reigns.”
1:13	v5dq		rc://*/ta/man/translate/figs-rquestion	הֲ⁠לֹֽא־אַתָּ֞ה אֲדֹנִ֣⁠י הַ⁠מֶּ֗לֶךְ נִשְׁבַּ֤עְתָּ לַ⁠אֲמָֽתְ⁠ךָ֙ לֵ⁠אמֹ֔ר כִּֽי־שְׁלֹמֹ֤ה בְנֵ⁠ךְ֙ יִמְלֹ֣ךְ אַחֲרַ֔⁠י וְ⁠ה֖וּא יֵשֵׁ֣ב עַל־כִּסְאִ֑⁠י	1	Nathan suggests that Bathsheba should use the question form to remind David of what he had previously promised. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “Remember that you, my master the king, have sworn to your female servant, saying, ‘Surely Solomon your son will reign after me, and he will sit on my throne.’” or “Do not forget, my master the king, that you have sworn to your female servant, saying, ‘Surely Solomon your son will reign after me, and he will sit on my throne’!”
1:13	pg8n		rc://*/ta/man/translate/figs-123person	לַ⁠אֲמָֽתְ⁠ךָ֙	1	Here Nathan suggests that Bathsheba speak about herself in the third person. This was one way to address someone in a respectful way. If this would not be natural in your language, you could use the first person form. Alternate translation: “to me, your female servant”
1:13	wiwh		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹ֔ר	1	If you keep the direct quotation here, consider natural ways of introducing it. Alternate translation: “when you said”
1:13	d3rt		rc://*/ta/man/translate/figs-parallelism	כִּֽי־שְׁלֹמֹ֤ה בְנֵ⁠ךְ֙ יִמְלֹ֣ךְ אַחֲרַ֔⁠י וְ⁠ה֖וּא יֵשֵׁ֣ב עַל־כִּסְאִ֑⁠י	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the clauses with a word other than **and** in order to show that the second clause is repeating the first one, not saying something additional. Alternatively, you could combine the two clauses. Alternate translation: “Surely Solomon your son will reign after me; yes, he will sit on my throne” or “Surely Solomon your son will reign from my throne”
1:13	rwb6		rc://*/ta/man/translate/translate-symaction	יֵשֵׁ֣ב עַל־כִּסְאִ֑⁠י	1	When a person sits on a **throne**, it indicates that the person has power and rules as king. If it would be helpful in your language, you could explain what this action means. Alternate translation: “will sit on my throne to rule” or “will sit on my throne as king”
1:13	k3xw		rc://*/ta/man/translate/figs-rquestion	וּ⁠מַדּ֖וּעַ מָלַ֥ךְ אֲדֹנִיָֽהוּ	1	Nathan suggests that Bathsheba should use the question form to inform David of something that is contrary to what he already promised. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: “However, I tell you that Adonijah reigns.” or “So, Adonijah the son of Haggith should not reign!”\n
1:13	rtfq		rc://*/ta/man/translate/figs-explicit	מָלַ֥ךְ אֲדֹנִיָֽהוּ	1	Here Nathan suggests that Bathsheba should imply that Adonijah is trying to **reign**. Nathan and Bathsheba believe that David is still the real king. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “does Adonijah attempt to reign” or “does Adonijah want to make himself king”
1:14	pesp		rc://*/ta/man/translate/figs-metaphor	הִנֵּ֗ה	1	Nathan is using the term **Behold** to draw attention to what he plans to do while Bathsheba is talking with David. Your language may have a comparable way of calling attention to this event that you can use in your translation. Alternate translation: “After that” or “Right away”
1:14	p4uw		rc://*/ta/man/translate/figs-rpronouns	וַ⁠אֲנִי֙ אָב֣וֹא	1	Nathan uses the word **myself** to emphasize how significant it will be that he will **come in**. Use a way that is natural in your language to indicate this significance. Alternate translation: “then I, yes I, will come in”
1:14	jam0			אַחֲרַ֔יִ⁠ךְ	1	Alternate translation: “after you do”
1:14	c78s		rc://*/ta/man/translate/figs-metaphor	וּ⁠מִלֵּאתִ֖י אֶת־דְּבָרָֽיִ⁠ךְ	1	Here Nathan speaks as if Bathsheba’s **words** were containers that were partly full and that he would **fill** them up completely. He means that he will confirm that what Bathsheba has said is true. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “and will testify to the truth of your words” or “and confirm what you have said”
1:15	r77r		rc://*/ta/man/translate/figs-infostructure	וַ⁠תָּבֹ֨א בַת־שֶׁ֤בֶע אֶל־הַ⁠מֶּ֨לֶךְ֙ הַ⁠חַ֔דְרָ⁠ה וְ⁠הַ⁠מֶּ֖לֶךְ זָקֵ֣ן מְאֹ֑ד וַֽ⁠אֲבִישַׁג֙ הַ⁠שּׁ֣וּנַמִּ֔ית מְשָׁרַ֖ת אֶת־הַ⁠מֶּֽלֶךְ	1	If it would be more natural in your language, you could express the background information before narrating what Bathsheba did. Alternate translation: “Now the king was very old, and Abishag the Shunammite was attending the king in his chamber. Then Bathsheba came to the king there”
1:15	ylvk		rc://*/ta/man/translate/figs-go	וַ⁠תָּבֹ֨א בַת־שֶׁ֤בֶע	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “And Bathsheba went”
1:15	r8hv		rc://*/ta/man/translate/figs-explicit	הַ⁠חַ֔דְרָ⁠ה	1	Here, the word **chamber** refers to the private room in which the king slept. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “at the room in which he slept”
1:15	b4tq		rc://*/ta/man/translate/translate-names	וַֽ⁠אֲבִישַׁג֙	1	The word **Abishag** is the name of a woman. She has already been mentioned in [1:3](../01/03.md).\n
1:15	aexd		rc://*/ta/man/translate/translate-names	הַ⁠שּׁ֣וּנַמִּ֔ית	1	The word **Shunammite** refers to someone who is from the town of Shunem, which was in the hill country to the southwest of the Sea of Galilee. If it would be helpful in your language, you could refer more directly to the town of Shunem. See how you expressed the idea in [1:3](../01/03.md). Alternate translation: “from Shunem”
