Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:3	e9a7		rc://*/ta/man/translate/figs-metaphor	בְּנֵ֣י יִשְׂרָאֵ֔ל	1	Here, **sons** means “descendants.” Moses is identifying the Israelites as descendants of their ancestor Jacob, who was also known as Israel. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the descendants of Israel” or “the people of Israel”
1:4	xfh0		rc://*/ta/man/translate/figs-explicit	הַכֹּת֗⁠וֹ	1	The implication is that Yahweh caused the Israelites to defeat Sihon and Og under Moses' command. You could include this information if that would be helpful to your readers. Alternate translation: “Yahweh caused the Israelites to defeat”
1:4	fivx		rc://*/ta/man/translate/writing-pronouns	הַכֹּת֗⁠וֹ	1	Here, the pronoun **he** refers back to Moses in verse 3. If this is not clear for your readers, you could use the person's name here. Alternate translation: “Moses defeated”
1:4	mpn7		rc://*/ta/man/translate/translate-names	בְּ⁠עַשְׁתָּרֹ֖ת בְּ⁠אֶדְרֶֽעִי	1	The words **Ashtaroth** and **Edrei** are the names of cities.
1:4	e5t1		rc://*/ta/man/translate/figs-explicit	בְּ⁠עַשְׁתָּרֹ֖ת בְּ⁠אֶדְרֶֽעִי	1	The implication is that King Og ruled over both **Ashtaroth** and **Edrei**. **Ashtaroth** and **Edrei** were cities that were close to each other. You could include this information if that would be helpful to your readers. Alternate translation: “in Ashtaroth and in Edrei”
1:5	juo3		rc://*/ta/man/translate/writing-quotations	לֵ⁠אמֹֽר	1	Here, the word **saying** introduces direct speech. Consider natural ways of doing that in your own language.
1:5-6	t7y4		rc://*/ta/man/translate/figs-quotesinquotes	 הוֹאִ֣יל מֹשֶׁ֔ה בֵּאֵ֛ר אֶת־הַ⁠תּוֹרָ֥ה הַ⁠זֹּ֖את לֵ⁠אמֹֽר׃ & יְהוָ֧ה אֱלֹהֵ֛י⁠נוּ דִּבֶּ֥ר אֵלֵ֖י⁠נוּ בְּ⁠חֹרֵ֣ב לֵ⁠אמֹ֑ר	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “Moses began explaining the law that Yahweh God had spoken to his people at Horeb. He said,”
1:6	s8em		rc://*/ta/man/translate/figs-exclusive	אֵלֵ֖י⁠נוּ	1	Moses is using the pronoun **us** to refer to himself and every Israelite who was an adult when they were at Horeb, so use the exclusive form of that word if your language marks that distinction. Alternate translation: “to me and to your family members” 
1:7	l6np		rc://*/ta/man/translate/figs-metaphor	פְּנ֣וּ ׀ וּ⁠סְע֣וּ לָ⁠כֶ֗ם	1	Here, the word **Turn** describes the beginning of action. Your language may have a comparable expression that you could use in your translation. Alternate translation: “Start your journey”
1:7	cwjt		rc://*/ta/man/translate/figs-explicitinfo	וּ⁠סְע֣וּ לָ⁠כֶ֗ם	1	The expression **and journey yourselves** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: “and journey”
1:7	cqqw		rc://*/ta/man/translate/figs-metaphor	שְׁכֵנָי⁠ו֒	1	Here, **neighbors** refers to any people groups in the nearby areas. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the people groups near them”
1:8	bp4f		rc://*/ta/man/translate/figs-metaphor	רְאֵ֛ה	1	Yahweh is using the term **Look** to focus the Israelites' attention on what he is about to say. Your language may have a comparable expression that you could use in your translation. Alternate translation: “Listen” or "See now"
1:8	tgax		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵי⁠כֶ֖ם	1	Here, **faces** represent the presence of a person. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “before you”
1:8	p2mn		rc://*/ta/man/translate/figs-123person	נִשְׁבַּ֣ע יְ֠הוָה	1	Yahweh is speaking about himself in the third person. If this would not be natural in your language, you could use the first person form. Alternate translation: “I swore”
1:8	pcv4		rc://*/ta/man/translate/figs-metaphor	לַ⁠אֲבֹ֨תֵי⁠כֶ֜ם	1	Yahweh is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “your predecessors”
1:9	dv93		rc://*/ta/man/translate/writing-pronouns	וָ⁠אֹמַ֣ר	1	Here, **I** refers back to Moses in verse 5. If it would be helpful in your language, you could repeat the name “Moses” here. Alternate translation: “I, Moses, said”
1:9	l5mr		rc://*/ta/man/translate/figs-metaphor	שְׂאֵ֥ת	1	Here **to carry** means “to lead” or “to govern.” If this phrase does not have that meaning in your language, you could state the meaning plainly. Alternate translation: “to lead”
1:10	zy9z		rc://*/ta/man/translate/figs-hyperbole	כְּ⁠כוֹכְבֵ֥י הַ⁠שָּׁמַ֖יִם לָ⁠רֹֽב	1	Moses says **as the stars of the heavens in number** here as a generalization for emphasis. He means that God has greatly increased the number of Israelites. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: “almost as numerous as the stars of the heavens”
1:10	x7q2		rc://*/ta/man/translate/figs-possession	יְהוָ֥ה אֱלֹהֵי⁠כֶ֖ם	1	When Moses says **your God**, he is referring to the same God whom he also worships. He is not distinguishing between the God of the Israelites and his own God. If it would be helpful in your language, you could clarify that this is the same God that Moses worships. See the chapter introduction for more information. Alternate translation: “Yahweh, who is our God,”\n
1:11	aj7s		rc://*/ta/man/translate/translate-blessing	יְהוָ֞ה אֱלֹהֵ֣י אֲבֽוֹתֵ⁠כֶ֗ם יֹסֵ֧ף עֲלֵי⁠כֶ֛ם כָּ⁠כֶ֖ם אֶ֣לֶף פְּעָמִ֑ים וִ⁠יבָרֵ֣ךְ אֶתְ⁠כֶ֔ם כַּ⁠אֲשֶׁ֖ר דִּבֶּ֥ר לָ⁠כֶֽם	1	Moses is asking God to bless the Israelites. You could express this as either a blessing or a prayer, in whichever way is more natural in your language. Alternate translation: “I hope that Yahweh, the God of your fathers, will add to you, as you are, 1000 times, and I hope that he will bless you, just as he spoke to you”
1:11	nybe		rc://*/ta/man/translate/figs-metaphor	אֲבֽוֹתֵ⁠כֶ֗ם	1	Yahweh is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “your predecessors”
1:11	h9y3		rc://*/ta/man/translate/figs-explicit	יֹסֵ֧ף עֲלֵי⁠כֶ֛ם	1	The implication is that God will **add** to the number of Israelites by births. You could include this information if that would be helpful to your readers. Alternate translation: “add to your population”
1:11	it3v		rc://*/ta/man/translate/figs-metaphor	אֶ֣לֶף פְּעָמִ֑ים	1	Here, **a thousand** means “very many.” If it would be helpful in your language, you could use a different number or another phrase that indicates that something happens many times. Alternate translation: “very many times”
1:12	fvz8		rc://*/ta/man/translate/figs-rquestion	אֵיכָ֥ה אֶשָּׂ֖א לְ⁠בַדִּ֑⁠י טָרְחֲ⁠כֶ֥ם וּ⁠מַֽשַּׂאֲ⁠כֶ֖ם וְ⁠רִֽיבְ⁠כֶֽם	1	Moses uses a question to emphasize that he cannot solve all of the Israelites' problems by himself. If it would be helpful in your language, you could express this question as a statement and use the appropriate punctuation at the end of the sentence. Alternate translation: “By myself, I cannot carry your loads and your burdens and your disputes.” or "I cannot carry your loads and your burdens and your disputes while working alone."
1:12	l36d		rc://*/ta/man/translate/figs-metaphor	אֶשָּׂ֖א לְ⁠בַדִּ֑⁠י טָרְחֲ⁠כֶ֥ם וּ⁠מַֽשַּׂאֲ⁠כֶ֖ם	1	Here Moses speaks of the people’s problems and complaints that he needed to solve as if they were heavy physical **loads** and **burdens** that he needed to **carry**. If it would be helpful in your language, you could use a comparable figure of speech or state the meaning plainly. Alternate translation: “will I make a decision by myself for your issues and your concerns”
1:12	xa3c		rc://*/ta/man/translate/figs-doublet	טָרְחֲ⁠כֶ֥ם וּ⁠מַֽשַּׂאֲ⁠כֶ֖ם	1	The terms **loads** and **burdens** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “your heavy loads”
1:13	q6g6		rc://*/ta/man/translate/figs-doublet	חֲכָמִ֧ים וּ⁠נְבֹנִ֛ים	1	The terms **wise** and **understanding** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: “very wise”
1:13	ue4a		rc://*/ta/man/translate/figs-metaphor	וִ⁠ידֻעִ֖ים	1	Here, **well-known** could mean: (1) “of good reputation.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have this meaning or state the meaning plainly. Alternate translation: “and reputable” (2) “ knowing.” Alternate translation: “and understanding”
1:13	eea5		rc://*/ta/man/translate/figs-metaphor	בְּ⁠רָאשֵׁי⁠כֶֽם	1	Here **heads** means “leaders.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “as leaders”
1:15	zzio		rc://*/ta/man/translate/figs-metaphor	רָאשֵׁ֣י & רָאשִׁ֖ים	1	Here, **heads** means “leaders.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “the leaders of … as leaders”
1:15	u5jy		rc://*/ta/man/translate/figs-metaphor	וִֽ⁠ידֻעִ֔ים	1	Here, **well-known** could mean: (1) “of good reputation.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have this meaning or state the meaning plainly. Alternate translation: “and reputable” (2) “ knowing.” Alternate translation: “and understanding”
1:15	t5iw		rc://*/ta/man/translate/translate-numbers	אֲלָפִ֜ים & מֵא֗וֹת & חֲמִשִּׁים֙ & עֲשָׂרֹ֔ת	1	Alternate translation: “groups of 1,000 … groups of 100 … groups of 50 … groups of 10”
1:15	w87y		rc://*/ta/man/translate/figs-explicit	שָׂרֵ֨י אֲלָפִ֜ים וְ⁠שָׂרֵ֣י מֵא֗וֹת וְ⁠שָׂרֵ֤י חֲמִשִּׁים֙ וְ⁠שָׂרֵ֣י עֲשָׂרֹ֔ת	1	The implication is that the leaders are in charge of groups of fighting men. You could include this information if that would be helpful to your readers. Alternate translation: “leaders of thousands of fighting men and leaders of hundreds of fighting men and leaders of fifties of fighting men and leaders of tens of fighting men”
1:15	s3vi		rc://*/ta/man/translate/figs-explicit	לְ⁠שִׁבְטֵי⁠כֶֽם	1	The implication is that Moses appointed leaders for each of the tribes of Israel. You could include this information if that would be helpful to your readers. Alternate translation: “from each of your tribes”
1:16	imou		rc://*/ta/man/translate/figs-metaphor	אֲחֵי⁠כֶם֙ & אָחִ֖י⁠ו	1	Here **brothers** and **brother** refer to a fellow Israelite. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “your fellow Israelites … a fellow Israelite”
1:16	k0bw		rc://*/ta/man/translate/figs-explicit	שָׁמֹ֤עַ בֵּין אֲחֵי⁠כֶם֙	1	Here, **Listen** means “listen to the evidence in a legal case.” The judge is **in between** each party involved in the case and will listen to each party. You could include this information if that would be helpful to your readers. Alternate translation: “Pay attention to the evidence from both sides of the legal case”
1:16	x7e5		rc://*/ta/man/translate/figs-declarative	וּ⁠שְׁפַטְתֶּ֣ם	1	See [book introduction](../front/intro.md) for more information about translating **should**.
1:16	z0ng		rc://*/ta/man/translate/figs-explicitinfo	בֵּֽין־אִ֥ישׁ וּ⁠בֵין־אָחִ֖י⁠ו וּ⁠בֵ֥ין גֵּרֽ⁠וֹ	1	Here, Moses repeats **between** to describe different types of relationships that could require judgment among the Israelites. The first relationship involves two Israelites. The second relationship involves an Israelite and a non-Israelite. If it would be helpful in your language, you could use a form that describes relationships between individuals. Alternate translation: “between a man and his brother, and also between a man and the foreigner with him”
1:16	k6zm		rc://*/ta/man/translate/figs-genericnoun	אִ֥ישׁ	1	The word **man** represents any Israelite in general, not one particular Israelite. If it would be helpful in your language, you could use a more natural expression. Alternate translation: “an Israelite”
1:16	d8dp		rc://*/ta/man/translate/figs-genericnoun	גֵּרֽ⁠וֹ	1	The word **foreigner** represents foreigners living among the Israelites in general, not one particular foreigner. If it would be helpful in your language, you could use a more natural expression. Alternate translation: “foreigners”
1:17	k656		rc://*/ta/man/translate/figs-idiom	לֹֽא־תַכִּ֨ירוּ פָנִ֜ים	1	Here, **recognize a face** is an idiom that means “show partiality.” If this phrase does not have that meaning in your language, you could use an idiom from your language that does have this meaning or state the meaning plainly. Alternate translation: “You shall not play favorites” or “You shall not show partiality”
1:17	wjfu		rc://*/ta/man/translate/figs-abstractnouns	בַּ⁠מִּשְׁפָּ֗ט & הַ⁠מִּשְׁפָּ֖ט	1	If your language does not use an abstract noun for the idea of **judgment**, you could express the same idea in another way. Alternate translation: “in the legal case … the result of the legal case”
1:17	tw6h		rc://*/ta/man/translate/figs-explicit	תִּשְׁמָע֔וּ⁠ן	1	The implication is that the judges will **hear** legal cases. You could include this information if that would be helpful to your readers. Alternate translation: “you should hear legal cases”
1:17	l3vl		rc://*/ta/man/translate/figs-merism	כַּ⁠קָּטֹ֤ן כַּ⁠גָּדֹל֙	1	Here, **small** and **great** refer to all of the Israelites by naming the parts that are at the extreme ends of Israelite society. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “all Israelites alike”
1:17	tl9s		rc://*/ta/man/translate/figs-nominaladj	כַּ⁠קָּטֹ֤ן כַּ⁠גָּדֹל֙	1	Moses is using the adjectives **small** and **great** as nouns to mean small people and great people. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “small people and great people”
1:17	zbxp		rc://*/ta/man/translate/grammar-connect-logic-result	לֹ֤א תָג֨וּרוּ֙ מִ⁠פְּנֵי־אִ֔ישׁ כִּ֥י הַ⁠מִּשְׁפָּ֖ט לֵ⁠אלֹהִ֣ים ה֑וּא	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: “The judgment, it is before God, so do not be afraid from the face of man” 
1:17	jze3		rc://*/ta/man/translate/figs-synecdoche	מִ⁠פְּנֵי	1	Here, **face** represents the presence of a person. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “of”
1:17	d6rd		rc://*/ta/man/translate/figs-genericnoun	אִ֔ישׁ	1	The word **man** represents people in general, not one particular man. If it would be helpful in your language, you could use a more natural expression. Alternate translation: “anyone”
1:17	insr		rc://*/ta/man/translate/figs-metaphor	הַ⁠מִּשְׁפָּ֖ט לֵ⁠אלֹהִ֣ים ה֑וּא	1	Moses is speaking of the Israelites' legal cases as if they were objects that **belong to God**. Moses means that God decides what is right and wrong. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “God knows which decision is right or wrong”
1:17	gn5h		rc://*/ta/man/translate/figs-metaphor	תַּקְרִב֥וּ⁠ן	1	Moses is speaking of legal cases as if they were objects that the Israelites could physically **bring** to him. Moses means that the Israelites should let him decide the case. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “you shall refer”
1:17	spb9		rc://*/ta/man/translate/figs-explicit	וּ⁠שְׁמַעְתִּֽי⁠ו	1	The implication is that Moses will not only **hear** the legal case, but also decide on a solution. You could include this information if it would be helpful to your readers. Alternate translation: “and I shall hear it and choose a solution”
1:19	s8zk		rc://*/ta/man/translate/figs-explicit	וְ⁠הַ⁠נּוֹרָ֨א	1	The implication is that the wilderness causes terror because it is dangerous. You could include this information if that would be helpful to your readers. Alternate translation: “and unsafe”
1:21	itcd		rc://*/ta/man/translate/figs-metaphor	רְ֠אֵה	1	Yahweh is using the term **Look** to focus the Israelites' attention on what he is about to say. Your language may have a comparable expression that you could use in your translation. Alternate translation: “Now”
1:21	sel7		rc://*/ta/man/translate/figs-youcrowd	רְ֠אֵה & אֱלֹהֶ֛י⁠ךָ לְ⁠פָנֶ֖י⁠ךָ & עֲלֵ֣ה רֵ֗שׁ & אֲבֹתֶ֨י⁠ךָ֙ לָ֔⁠ךְ & אַל־תִּירָ֖א וְ⁠אַל־תֵּחָֽת	1	Even though Moses is speaking to a group of people, **you**, **your**, and the command forms are singular in this verse. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
1:21	cl66		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנֶ֖י⁠ךָ	1	Here, the word **face** represents the presence of a person. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “before you”
1:21	c9fo		rc://*/ta/man/translate/figs-metaphor	עֲלֵ֣ה	1	Here, **go up** means “go fight.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “attack”
1:21	xae1		rc://*/ta/man/translate/figs-metaphor	אֲבֹתֶ֨י⁠ךָ֙	1	Moses is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “your predecessors”
1:21	w65d		rc://*/ta/man/translate/figs-parallelism	אַל־תִּירָ֖א וְ⁠אַל־תֵּחָֽת	1	These two phrases mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the phrases with a word other than **and** in order to show that the second phrase is repeating the first one, not saying something additional. Alternate translation: “you shall not be afraid, nor shall you be discouraged”
1:22	yugp		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנֵ֔י⁠נוּ	1	Here, the word **faces** represents the presence of people. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “before us”
1:22	le48		rc://*/ta/man/translate/figs-metaphor	וְ⁠יָשִׁ֤בוּ אֹתָ֨⁠נוּ֙ דָּבָ֔ר	1	Moses is speaking of news about the land as if it were a physical object that someone could **return** to someone else. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “and report back to us about”
1:22	xrwu		rc://*/ta/man/translate/figs-metonymy	דָּבָ֔ר	1	Here, **word** represents a report. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “a report”
1:22	jr4u		rc://*/ta/man/translate/figs-explicit	אֲשֶׁ֣ר נַעֲלֶה־בָּ֔⁠הּ	1	The implication is that the Israelites are camping in a valley, so they must travel **up** the hilly area when they **go** into the land that Yahweh promised to give to them. You could include this information if that would be helpful to your readers. Alternate translation: “by which we will go up from the valley and into the land”
1:22	cn77		rc://*/ta/man/translate/figs-go	נָבֹ֖א	1	In a context such as this, your language might say “go” instead of **come**. Alternate translation: “we will go”
1:23	t0cv		rc://*/ta/man/translate/figs-metonymy	הַ⁠דָּבָ֑ר	1	Here, **word** represents what someone said. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: “what they said”
1:23	cm5h		rc://*/ta/man/translate/figs-metaphor	בְּ⁠עֵינַ֖⁠י	1	Here, **in my eyes** represents Moses’ assessment. If it would be helpful in your language, you could use an equivalent expression or express the meaning plainly. Alternate translation: “in my assessment” or "in my opinion"
1:23	xkb3		rc://*/ta/man/translate/figs-metaphor	וָ⁠אֶקַּ֤ח	1	Here, **took** means “chose.” Moses speaks of choosing men as if he were physically taking them. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “and I selected”
1:24	tock		rc://*/ta/man/translate/writing-pronouns	 וַ⁠יִּפְנוּ֙	1	Here, **they** refers back to the “12 men” whom Moses chose in [verse 23](../deu/01/23.md). If it would be helpful for your readers, you could clarify this information. Alternate translation: “And the 12 men turned”
1:24	n7e4		rc://*/ta/man/translate/figs-metaphor	וַ⁠יִּפְנוּ֙ וַ⁠יַּעֲל֣וּ	1	Here, the word **turn** describes the beginning of action. Your language may have a comparable expression that you could use in your translation. Alternate translation: “And they started to go”
1:24	mdt5		rc://*/ta/man/translate/figs-go	וַ⁠יָּבֹ֖אוּ	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “And they went”
1:24	m2qr		rc://*/ta/man/translate/translate-names	נַ֣חַל אֶשְׁכֹּ֑ל	1	Here, **the Valley of Eshkol** is the name of a place. This is a valley in the Hebron region, which is south of Jerusalem.
1:25	c795		rc://*/ta/man/translate/figs-explicitinfo	וַ⁠יִּקְח֤וּ בְ⁠יָדָ⁠ם֙	1	The expression **they took with their hands** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression. Alternate translation: “And they took”
