Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:2	hmx9		rc://*/ta/man/translate/figs-explicit	כָּל	1	Here, **all** refers to **all** men, as indicated by the phrase **every male** that occurs later in the verse. If it would be helpful in your language, you could state this explicitly. Alternate translation: “all men of”
1:2	r6ab		rc://*/ta/man/translate/figs-possession	עֲדַ֣ת בְּנֵֽי־יִשְׂרָאֵ֔ל	1	Here Moses is using the possessive form to describe a **the congregation** that is **the sons of Israel**. If your language would not use the possessive form for this, you could use a different expression. Alternate translation: “the congregation, that is, the sons of Israel”
1:2	uprl		rc://*/ta/man/translate/figs-metonymy	בְּנֵֽי־יִשְׂרָאֵ֔ל	1	This is the first of many times in this book that **sons of Israel** refers to the Israelite nation or people group who descended from **Israel**. See the discussion of how to translate this phrase in the [book introduction](../front/intro.md).\n
1:2	jnhs		rc://*/ta/man/translate/figs-metonymy	לְ⁠בֵ֣ית	1	Here, **house** refers to family members who live together in the same **house**. In ancient Israel three or four generations of a family lived in the same house and a clan consisted of several of these families. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “according to the families of”\n
1:2	j6yk		rc://*/ta/man/translate/figs-metaphor	אֲבֹתָ֑⁠ם	1	Here, **fathers** means “ancestors.” If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “their ancestors”
1:2	dl47		rc://*/ta/man/translate/figs-explicit	בְּ⁠מִסְפַּ֣ר שֵׁמ֔וֹת	1	Here, **names** refers to the **names** of the men whom Moses would count. The phrase means that Yahweh wants Moses to record the **names** of each **male** that he counts. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “recording the names of those counted”
1:2	po5z		rc://*/ta/man/translate/figs-synecdoche	לְ⁠גֻלְגְּלֹתָֽ⁠ם	1	Here, **skulls** refers to the whole person. This phrase means that Yahweh wants Moses to count every individual **male** without leaving any out of the census. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: “individually” or “head by head”
1:3	wtkl		rc://*/ta/man/translate/figs-idiom	מִ⁠בֶּ֨ן עֶשְׂרִ֤ים שָׁנָה֙ וָ⁠מַ֔עְלָ⁠ה	1	Here, **a son of 20 years and upward** refers to a man who is at least 20 years old. See the discussion of this phrase in the [General Notes](../01/intro.md) for this chapter.
1:3	pqtq		rc://*/ta/man/translate/figs-metonymy	יֹצֵ֥א צָבָ֖א	1	This phrase refers to a soldier by describing what soldiers usually do. See the discussion of this phrase in the [General Notes](../01/intro.md) for this chapter.
1:3	eeg3		rc://*/ta/man/translate/figs-metonymy	בְּ⁠יִשְׂרָאֵ֑ל	1	Here, **Israel** refers to the Israelite nation or people group. See the discussion of how to translate **Israel** in the [book introduction](../front/intro.md).
1:3	s1xk		rc://*/ta/man/translate/figs-yousingular	אַתָּ֥ה	1	**You** here is singular and refers to Moses. If it would be helpful in your language, you could state this explicitly. Alternate translation: “You, Moses,”
1:3	bee2		rc://*/ta/man/translate/figs-declarative	תִּפְקְד֥וּ	1	Here, **shall** indicates a command. See the discussion of **shall** in the [book introduction](../front/intro.md).
1:3	tg9n		rc://*/ta/man/translate/figs-explicit	לְ⁠צִבְאֹתָ֖⁠ם	1	Here, **armies** refers to groups of soldiers from each of the Israelite tribes. This phrase indicates that Yahweh wanted Moses and **Aaron** to **count** the number of men in each of these groups. If it would be helpful in your language, you could state this explicitly. Alternate translation: “by their military divisions”
1:4	qnse		rc://*/ta/man/translate/figs-idiom	וְ⁠אִתְּ⁠כֶ֣ם	1	Here, **with you** refers to these men helping Moses and Aaron. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “And to assist you” or “And to help you”
1:4	cx5d		rc://*/ta/man/translate/figs-youdual	וְ⁠אִתְּ⁠כֶ֣ם	1	Here Yahweh uses **you** to refer to two men, Moses and Aaron, so **you** would be dual, if your language uses that form. Otherwise, the word would be plural.
1:4	lmux		rc://*/ta/man/translate/figs-idiom	אִ֥ישׁ אִ֖ישׁ	1	Here the phrase **a man, a man** is a Hebrew idiom that means “one man each.” If it would be helpful in your language, you could express the meaning plainly. Alternative translation: “one man each”
1:4	j29v		rc://*/ta/man/translate/figs-possession	לַ⁠מַּטֶּ֑ה	1	Here Yahweh is using the possessive form to describe a **a man** from each **tribe**. If your language would not use the possessive form for this, you could use a different expression. Alternate translation: “from each tribe”
1:4	ku8v		rc://*/ta/man/translate/figs-metaphor	אִ֛ישׁ רֹ֥אשׁ	1	Here, **the head man** refers to the leader of a group of people. If it would be helpful in your language, you could express the meaning plainly. Alternative translation: “will be the leader”
1:4	m26b		rc://*/ta/man/translate/figs-metaphor	לְ⁠בֵית־אֲבֹתָ֖י⁠ו	1	See how you translated the similar phrase “the house of their fathers” in [1:2](../01/02.md).
1:5	u632		rc://*/ta/man/translate/figs-metaphor	יַֽעַמְד֖וּ אִתְּ⁠כֶ֑ם	1	Here, **stand with you** refers to helping Moses and Aaron lead the Israelite community. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “assist you in leading the Israelite community”
1:5	jh5g		rc://*/ta/man/translate/figs-youdual	אִתְּ⁠כֶ֑ם	1	Here Yahweh uses **you** to refer to two men, Moses and Aaron. See how you translated the same use of **you** in the previous verse.
1:5	cbvw		rc://*/ta/man/translate/figs-possession	לִ⁠רְאוּבֵ֕ן	1	Here, **of** indicates that **Elizur** is a member of the tribe that descended from Jacob’s son **Reuben**. If it would be helpful in your language, you could use a different expression. Alternate translation: “from the tribe of Reuben”
1:5	gs4a		rc://*/ta/man/translate/translate-names	אֱלִיצ֖וּר & שְׁדֵיאֽוּר	1	**Elizur** and **Shedeur** are names of men.
1:6	y5mc		rc://*/ta/man/translate/figs-possession	לְ⁠שִׁמְע֕וֹן	1	See how you translated the same use of **of** in the phrase “of Reuben” in the previous verse.
1:6	m6h9		rc://*/ta/man/translate/translate-names	שְׁלֻמִיאֵ֖ל & צוּרִֽישַׁדָּֽי	1	**Shelumiel** and **Zurishaddai** are names of men.
1:7	gs8f		rc://*/ta/man/translate/figs-possession	לִֽ⁠יהוּדָ֕ה	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:7	yvoz		rc://*/ta/man/translate/translate-names	נַחְשׁ֖וֹן & עַמִּינָדָֽב	1	**Nahshon** and **Amminadab** are names of men.
1:8	j95m		rc://*/ta/man/translate/figs-possession	לְ⁠יִ֨שָּׂשכָ֔ר	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:8	j730		rc://*/ta/man/translate/translate-names	נְתַנְאֵ֖ל & צוּעָֽר	1	**Nethanel** and **Zuar** are names of men.
1:9	ls1m		rc://*/ta/man/translate/figs-possession	לִ⁠זְבוּלֻ֕ן	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:9	gldp		rc://*/ta/man/translate/translate-names	אֱלִיאָ֖ב & חֵלֹֽן	1	**Elliab** and **Helon** are names of men.
1:10	q776		rc://*/ta/man/translate/figs-possession	לִ⁠בְנֵ֣י יוֹסֵ֔ף לְ⁠אֶפְרַ֕יִם	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:10	jrdz		rc://*/ta/man/translate/figs-explicit	לִ⁠בְנֵ֣י יוֹסֵ֔ף	1	Here, **sons** refers to the biological sons of **Joseph**, **Ephraim** and **Manasseh**. If it would be helpful in your language, you could state this explicitly. Alternate translation: “from Joseph’s two sons”
1:10	iksb		rc://*/ta/man/translate/translate-names	אֱלִישָׁמָ֖ע & עַמִּיה֑וּד & גַּמְלִיאֵ֖ל & פְּדָהצֽוּר	1	**Elishama**, **Ammihud**, **Gamaliel**, and **Pedahzur** are names of men.
1:11	ibhj		rc://*/ta/man/translate/figs-possession	לְ⁠בִ֨נְיָמִ֔ן	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:11	zocj		rc://*/ta/man/translate/translate-names	אֲבִידָ֖ן & גִּדְעֹנִֽי	1	**Abidan** and **Gideoni** are names of men.
1:12	fxte		rc://*/ta/man/translate/figs-possession	לְ⁠דָ֕ן	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:12	nzkn		rc://*/ta/man/translate/translate-names	אֲחִיעֶ֖זֶר & עַמִּֽישַׁדָּֽי	1	**Ahiezer** and **Ammishaddai** are names of men.
1:13	ghrd		rc://*/ta/man/translate/figs-possession	לְ⁠אָשֵׁ֕ר	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:13	i3ui		rc://*/ta/man/translate/translate-names	פַּגְעִיאֵ֖ל & עָכְרָֽן	1	**Pagiel** and **Okran** are names of men.
1:14	ie7u		rc://*/ta/man/translate/figs-possession	לְ⁠גָ֕ד	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:14	fir2		rc://*/ta/man/translate/translate-names	אֶלְיָסָ֖ף & דְּעוּאֵֽל	1	**Eliasaph** and **Deuel** are names of men.
1:15	p6jk		rc://*/ta/man/translate/figs-possession	לְ⁠נַ֨פְתָּלִ֔י	1	See how you translated the same use of **of** in the phrase “of Reuben” in [1:5](../01/05.md).
1:15	f3wk		rc://*/ta/man/translate/translate-names	אֲחִירַ֖ע & עֵינָֽן	1	**Ahira** and **Enon** are names of men.
1:15	rp8w		rc://*/ta/man/translate/figs-quotemarks	עֵינָֽן	1	The direct speech that began in [1:2](../01/02.md) ends at the end of this verse. Consider natural ways of ending direct quotations in your language.
1:16	r5lf		rc://*/ta/man/translate/figs-activepassive	קריאי הָ⁠עֵדָ֔ה	1	The text does not specify who called **the called ones of the congregation**. Most likely, the Israelite community appointed these men in some way. If your language does not use the passive form in this way, you can express the idea in active form or in another way that is natural in your language. Alternate translation: “the ones whom the community appointed”
1:16	xpdb		rc://*/ta/man/translate/figs-activepassive	קריאי	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, the previous verses indicate that Yahweh called these men. Alternate translation: “were those whom Yahweh called of”
1:16	elbp		rc://*/ta/man/translate/figs-explicit	קריאי	1	Here, **called** refers to being chosen to do something. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “were the chosen ones of”
1:16	g9m9		rc://*/ta/man/translate/figs-metaphor	אֲבוֹתָ֑⁠ם	1	See how you translated the same use of this phrase in [1:2](../01/02.md).
1:16	s9hv		rc://*/ta/man/translate/figs-metaphor	רָאשֵׁ֛י	1	See how you translated the same use of “head” in [1:4](../01/04.md).
1:16	rsai		rc://*/ta/man/translate/figs-metaphor	אַלְפֵ֥י יִשְׂרָאֵ֖ל	1	Here, **the thousands of Israel** refers to the divisions of people within Israel’s tribes. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “the divisions within Israel”
1:17	g4kg		rc://*/ta/man/translate/figs-metaphor	וַ⁠יִּקַּ֥ח מֹשֶׁ֖ה וְ⁠אַהֲרֹ֑ן אֵ֚ת הָ⁠אֲנָשִׁ֣ים הָ⁠אֵ֔לֶּה	1	Here, **took** means that **Moses and Aaron** summoned **these men** to come to them. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “And Moses and Aaron called these men to come to them”
1:17	tgy4		rc://*/ta/man/translate/figs-activepassive	אֲשֶׁ֥ר נִקְּב֖וּ בְּ⁠שֵׁמֽוֹת	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, the previous verses indicate that Yahweh called these men. Alternate translation: “whom Yahweh had designated by names”
1:17	xvil		rc://*/ta/man/translate/figs-ellipsis	בְּ⁠שֵׁמֽוֹת	1	Moses is leaving out a word that in many languages a sentence would need in order to be complete. You could supply these words from the context if it would be clearer in your language. Alternate translation: “by their names”
1:18	cl8o		rc://*/ta/man/translate/figs-pronouns	הִקְהִ֗ילוּ	1	Here, **they** refers to Moses and Aaron. If it would be helpful in your language, you could state this explicitly, as in the UST.
1:18	o6il		rc://*/ta/man/translate/translate-ordinal	בְּ⁠אֶחָד֙ לַ⁠חֹ֣דֶשׁ הַ⁠שֵּׁנִ֔י	1	See how you translated this phrase in [1:1](../01/01.md).
1:18	xgec		rc://*/ta/man/translate/figs-pronouns	וַ⁠יִּתְיַֽלְד֥וּ עַל־מִשְׁפְּחֹתָ֖⁠ם לְ⁠בֵ֣ית אֲבֹתָ֑⁠ם & לְ⁠גֻלְגְּלֹתָֽ⁠ם	1	Here, **they** and **their** refer to all the Israelite men who were 20 years old or older. If it would be helpful in your language, you could state this explicitly. Alternate translation: “And the men declared their ancestry in accordance with their clans, according to the house of these men’s fathers … according to these men’s skulls”
1:18	nt8v		rc://*/ta/man/translate/figs-metaphor	עַל־מִשְׁפְּחֹתָ֖⁠ם לְ⁠בֵ֣ית אֲבֹתָ֑⁠ם בְּ⁠מִסְפַּ֣ר שֵׁמ֗וֹת	1	See how you translated the similar phrases in [1:2](../01/02.md).
1:18	ku8z		rc://*/ta/man/translate/figs-idiom	מִ⁠בֶּ֨ן עֶשְׂרִ֥ים שָׁנָ֛ה וָ⁠מַ֖עְלָ⁠ה	1	See how you translated the phrase in [1:3](../01/03.md).
1:18	avnc		rc://*/ta/man/translate/figs-synecdoche	לְ⁠גֻלְגְּלֹתָֽ⁠ם	1	See how you translated this phrase in [1:2](../01/02.md).
1:19	bpgo		rc://*/ta/man/translate/figs-pronouns	וַֽ⁠יִּפְקְדֵ֖⁠ם	1	Here, **he** refers to **Moses**. If it would be helpful in your language, you could state this explicitly. Alternate translation: “And Moses counted them”
1:19	a7ss		rc://*/ta/man/translate/translate-unknown	בְּ⁠מִדְבַּ֥ר סִינָֽי	1	See how you translated this phrase in [1:1](../01/01.md).
1:20-21	ew65		rc://*/ta/man/translate/translate-versebridge		1	If it would be helpful to your readers, you could combine [1:20](../01/20.md) and [1:21](../01/21.md) into a verse bridge, as the UST does, in order to keep the information about the men from the tribe of **Reuben** together.
1:20	n9s3		rc://*/ta/man/translate/figs-metonymy	בְנֵֽי	1	Here, **sons** refers to descendants. See how you translated the same use of **sons** in [1:2](../01/02.md).
1:20	tp1p		rc://*/ta/man/translate/translate-names	יִשְׂרָאֵ֔ל	1	Here, **Israel** refers to the Isaac’s son, who was also called Jacob. It does not refer to the entire nation named after **Israel**. If it would be helpful in your language, you could state this explicitly. Alternate translation: “Isaac’s son Israel”
1:20	jqs9		rc://*/ta/man/translate/figs-explicit	תּוֹלְדֹתָ֥⁠ם	1	Here, **generations** refers to the descendants of **the sons of Reuben** who were counted in this census. If it would be helpful in your language, you could state this explicitly. Alternate translation: “those descendants”
1:20	bsfs		rc://*/ta/man/translate/figs-metaphor	לְ⁠מִשְׁפְּחֹתָ֖⁠ם לְ⁠בֵ֣ית אֲבֹתָ֑⁠ם בְּ⁠מִסְפַּ֤ר שֵׁמוֹת֙ לְ⁠גֻלְגְּלֹתָ֔⁠ם	1	See how you translated these phrases in [1:2](../01/02.md).
1:20	imh0		rc://*/ta/man/translate/figs-idiom	מִ⁠בֶּ֨ן עֶשְׂרִ֤ים שָׁנָה֙ וָ⁠מַ֔עְלָ⁠ה כֹּ֖ל יֹצֵ֥א צָבָֽא	1	See how you translated these phrases in [1:3](../01/03.md).
1:21	lpku		rc://*/ta/man/translate/figs-activepassive	פְּקֻדֵי⁠הֶ֖ם	1	If your language does not use this passive form, you could express the idea in active form or in another way that is natural in your language. If you need to say who did the action, [1:3](../01/03.md) indicates that Moses and Aaron counted these men. Alternate translation: “those whom Moses and Aaron counted”
1:21	yeuf		rc://*/ta/man/translate/figs-possession	לְ⁠מַטֵּ֣ה	1	Here Moses is using the possessive form to describe a **tribe** that descended from **Reuben**. If your language would not use the possessive form for this, you could use a different expression. Alternate translation: “of the tribe that descended from”
1:21	v8dy		rc://*/ta/man/translate/translate-numbers	שִׁשָּׁ֧ה וְ⁠אַרְבָּעִ֛ים אֶ֖לֶף וַ⁠חֲמֵ֥שׁ מֵאֽוֹת	1	Alternate translation: “forty-six thousand five hundred men”
1:22-23	oyq7		rc://*/ta/man/translate/translate-versebridge		1	If it would be helpful to your readers, you could combine [1:22](../01/22.md) and [1:23](../01/23.md) into a verse bridge, as the UST does, in order to keep the information about the men from the tribe of **Simeon** together.
1:22	yd37		rc://*/ta/man/translate/figs-metaphor	לִ⁠בְנֵ֣י	1	See how you translated the same use of **Of** in [1:5](../01/05.md) and the same use of **sons** in [1:2](../01/02.md).
1:22	pv2l		rc://*/ta/man/translate/figs-metaphor	תּוֹלְדֹתָ֥⁠ם לְ⁠מִשְׁפְּחֹתָ֖⁠ם לְ⁠בֵ֣ית אֲבֹתָ֑⁠ם & בְּ⁠מִסְפַּ֤ר שֵׁמוֹת֙ לְ⁠גֻלְגְּלֹתָ֔⁠ם כָּל־זָכָ֗ר מִ⁠בֶּ֨ן עֶשְׂרִ֤ים שָׁנָה֙ וָ⁠מַ֔עְלָ⁠ה כֹּ֖ל יֹצֵ֥א צָבָֽא	1	See how you translated these phrases in [1:20](../01/20.md).
1:22	n4c5		rc://*/ta/man/translate/figs-explicitinfo	פְּקֻדָ֗י⁠ו	1	Here, **his** refers to the descendants of **Simeon** as if they were **Simeon** himself. Since the same idea is repeated as “their counted ones” in the next verse, the expression here is extra information that would be unnatural to express in some languages. If this is true of your language, you could remove the expression here, as in the UST.
1:22	f3bo		rc://*/ta/man/translate/figs-activepassive	פְּקֻדָ֗י⁠ו	1	If you keep this phrase in your translation, see how you translated the same use of **counted ones** in [1:21](../1/21.md).
1:23	g5ix		rc://*/ta/man/translate/figs-activepassive	פְּקֻדֵי⁠הֶ֖ם	1	See how you translated this phrase in [1:21](../01/21.md).
1:23	j90b		rc://*/ta/man/translate/figs-possession	לְ⁠מַטֵּ֣ה	1	See how you translated this phrase in [1:21](../01/21.md).
1:23	jkgb		rc://*/ta/man/translate/translate-numbers	תִּשְׁעָ֧ה וַ⁠חֲמִשִּׁ֛ים אֶ֖לֶף וּ⁠שְׁלֹ֥שׁ מֵאֽוֹת	1	Alternate translation: “fifty-nine thousand three hundred”
1:24-25	rhkg		rc://*/ta/man/translate/translate-versebridge		1	If it would be helpful to your readers, you could combine [1:24](../01/24.md) and [1:25](../01/25.md) into a verse bridge, as the UST does, in order to keep the information about the men from the tribe of **Gad** together.
1:24	thvt		rc://*/ta/man/translate/figs-metaphor	לִ⁠בְנֵ֣י & תּוֹלְדֹתָ֥⁠ם לְ⁠מִשְׁפְּחֹתָ֖⁠ם לְ⁠בֵ֣ית אֲבֹתָ֑⁠ם בְּ⁠מִסְפַּ֣ר שֵׁמ֗וֹת מִ⁠בֶּ֨ן עֶשְׂרִ֤ים שָׁנָה֙ וָ⁠מַ֔עְלָ⁠ה כֹּ֖ל יֹצֵ֥א צָבָֽא	1	See how you translated these phrases in [1:20](../01/20.md).
1:25	au8r		rc://*/ta/man/translate/figs-activepassive	פְּקֻדֵי⁠הֶ֖ם	1	See how you translated this phrase in [1:21](../01/21.md).
1:25	pd5h		rc://*/ta/man/translate/figs-possession	לְ⁠מַטֵּ֣ה	1	See how you translated this phrase in [1:21](../01/21.md).
1:25	xw6x		rc://*/ta/man/translate/translate-numbers	חֲמִשָּׁ֤ה וְ⁠אַרְבָּעִים֙ אֶ֔לֶף וְ⁠שֵׁ֥שׁ מֵא֖וֹת וַ⁠חֲמִשִּֽׁים	1	Alternate translation: “forty-five thousand six hundred fifty”
1:26-27	bb7g		rc://*/ta/man/translate/translate-versebridge		1	If it would be helpful to your readers, you could combine [1:26](../01/26.md) and [1:27](../01/27.md) into a verse bridge, as the UST does, in order to keep the information about the men from the tribe of **Judah** together.
1:26	dm5n		rc://*/ta/man/translate/figs-metaphor	לִ⁠בְנֵ֣י & תּוֹלְדֹתָ֥⁠ם לְ⁠מִשְׁפְּחֹתָ֖⁠ם לְ⁠בֵ֣ית אֲבֹתָ֑⁠ם בְּ⁠מִסְפַּ֣ר שֵׁמֹ֗ת מִ⁠בֶּ֨ן עֶשְׂרִ֤ים שָׁנָה֙ וָ⁠מַ֔עְלָ⁠ה כֹּ֖ל יֹצֵ֥א צָבָֽא	1	See how you translated these phrases in [1:20](../01/20.md).
1:27	wa5g		rc://*/ta/man/translate/figs-activepassive	פְּקֻדֵי⁠הֶ֖ם	1	See how you translated this phrase in [1:21](../01/21.md).
1:27	vt8a		rc://*/ta/man/translate/figs-possession	לְ⁠מַטֵּ֣ה	1	See how you translated this phrase in [1:21](../01/21.md).
1:27	vh5e		rc://*/ta/man/translate/translate-numbers	אַרְבָּעָ֧ה וְ⁠שִׁבְעִ֛ים אֶ֖לֶף וְ⁠שֵׁ֥שׁ מֵאֽוֹת	1	Alternate translation: “seventy-four thousand six hundred”
1:28-29	r9b0		rc://*/ta/man/translate/translate-versebridge		1	If it would be helpful to your readers, you could combine [1:28](../01/28.md) and [1:29](../01/29.md) into a verse bridge, as the UST does, in order to keep the information about the men from the tribe of **Issachar** together.
