Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:3	xf47			עֵשָׂ֖ו שָׂנֵ֑אתִי	1	Here **hated** implies that there was no covenant between Yahweh and Esau. However, it does not imply that Yahweh was emotionally against Esau.
1:3	e38q		rc://*/ta/man/translate/figs-synecdoche	עֵשָׂ֖ו	1	This name **Esau** refers here not only to Esau, but also to all his descendants.
1:3	t9bu			אֶת־הָרָי⁠ו֙	1	This refers to the hill country of Edom.
1:3	q6yq			וְ⁠אֶת־נַחֲלָת֖⁠וֹ לְ⁠תַנּ֥וֹת מִדְבָּֽר	1	In the Old Testament, the presence of wild animals such as **jackals** was a frequent description of land deserted by the people who once lived there.
1:3	rff9		rc://*/ta/man/translate/figs-metaphor	נַחֲלָת֖⁠וֹ	1	Here **inheritance** stands for the region that Esau’s descendants, the nation of Edom, occupied.
1:4	z8qd		rc://*/ta/man/translate/figs-metonymy	כִּֽי־תֹאמַ֨ר אֱד֜וֹם	1	Here **Edom** stands for the people of Edom. Alternate translation: “If the people of Edom say”
1:4	x6kr		rc://*/ta/man/translate/figs-metonymy	וַ⁠אֲנִ֣י אֶהֱר֑וֹס	1	Here **tear down** stands for “destroy.” Alternate translation: “but I will destroy”
1:4	zv9v		rc://*/ta/man/translate/figs-abstractnouns	גְּב֣וּל רִשְׁעָ֔ה	1	Here **wickedness** stands either for wicked people or for wicked actions. Alternate translation: “country of wicked people”
1:5	bq14		rc://*/ta/man/translate/figs-synecdoche	וְ⁠עֵינֵי⁠כֶ֖ם תִּרְאֶ֑ינָה	1	Here **your own eyes** stands for the people themselves. Alternate translation: “You yourselves will see this”
1:6	zu71				0	# General Information:\n\nYahweh rebukes the priests using an imaginary conversation in which the priests protest that they are doing right and Yahweh tells them what they are doing wrong.
1:6	u3vj		rc://*/ta/man/translate/figs-metonymy	בּוֹזֵ֣י שְׁמִ֔⁠י	1	Here **my name** stands for Yahweh himself. Alternate translation: “who treat me as though you hate me”
1:6	awt1		rc://*/ta/man/translate/figs-rquestion	בַּ⁠מֶּ֥ה בָזִ֖ינוּ אֶת־שְׁמֶֽ⁠ךָ	1	Here the priests are asking a question in order to state that they have not really despised Yahweh. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “We have not really despised your name.” or “Tell us how we have despised your name, because we do not think that we have done so.”
1:7	dyc6		rc://*/ta/man/translate/figs-metaphor	לֶ֣חֶם מְגֹאָ֔ל	1	Here **polluted** describes anything that is not suitable to sacrifice to God.
1:7	v4at		rc://*/ta/man/translate/figs-rquestion	בַּ⁠מֶּ֣ה גֵֽאַלְנ֑וּ⁠ךָ	1	Here the priests are asking a question in order to state that they have not really polluted Yahweh. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “We have not polluted you.” or “Tell us how we have polluted you, because we do not think that we have done so.”
1:7	h6dv		rc://*/ta/man/translate/figs-metaphor	גֵֽאַלְנ֑וּ⁠ךָ	1	This expression refers to insulting God by giving him unsuitable sacrifices.
1:7	efa3			שֻׁלְחַ֥ן	1	This refers to an altar.
1:7	xu5y		rc://*/ta/man/translate/figs-ellipsis	בֶּ⁠אֱמָרְ⁠כֶ֕ם שֻׁלְחַ֥ן יְהוָ֖ה נִבְזֶ֥ה הֽוּא	1	This is the answer that Yahweh gives to the priests, but the full answer is only implied. This can be made explicit. Alternate translation: “You have polluted me by saying, ‘Yahweh’s table is contemptible.’”
1:7	agd8			נִבְזֶ֥ה	1	regarded as worthless
1:8	zw52		rc://*/ta/man/translate/figs-rquestion	וְ⁠כִֽי־תַגִּשׁ֨וּ⁠ן עִוֵּ֤ר לִ⁠זְבֹּ֨חַ֙ אֵ֣ין רָ֔ע	1	Here Yahweh uses a question to rebuke the people. Alternate translation: “You know very well that it is evil for you to offer blind animals for sacrifice!”
1:8	i5xb		rc://*/ta/man/translate/figs-rquestion	וְ⁠כִ֥י תַגִּ֛ישׁוּ פִּסֵּ֥חַ וְ⁠חֹלֶ֖ה אֵ֣ין רָ֑ע	1	Here Yahweh uses a question to rebuke the people. Alternate translation: “And you know very well that it is evil for you to offer lame and sick animals!”
1:8	f8k3		rc://*/ta/man/translate/figs-hypo	הַקְרִיבֵ֨⁠הוּ נָ֜א לְ⁠פֶחָתֶ֗⁠ךָ הֲ⁠יִּרְצְ⁠ךָ֙ א֚וֹ הֲ⁠יִשָּׂ֣א פָנֶ֔י⁠ךָ	1	The command in the first sentence functions as a hypothetical condition. Alternate translation: “If you present that to your governor, will he accept you or will he lift up your face?”
1:8	kw16		rc://*/ta/man/translate/figs-rquestion	הֲ⁠יִּרְצְ⁠ךָ֙ א֚וֹ הֲ⁠יִשָּׂ֣א פָנֶ֔י⁠ךָ	1	Here Yahweh asks this question in order to remind the people that their governor would never accept defective animals from them. Alternate translation: “If you do those things, you know that the governor will not accept you. He will not lift up your face.”
1:8	ch8q		rc://*/ta/man/translate/figs-idiom	הֲ⁠יִשָּׂ֣א פָנֶ֔י⁠ךָ	1	Lifting up someone’s **face** refers to accepting him with favor. Alternate translation: “will he accept you with favor” or “will he agree to help you”
1:8	j8zc			הַקְרִיבֵ֨⁠הוּ נָ֜א	1	give as a gift to show respect
1:9	d7q3			וְ⁠עַתָּ֛ה חַלּוּ־נָ֥א פְנֵי־אֵ֖ל וִֽ⁠יחָנֵ֑⁠נוּ	1	Malachi is no longer speaking for God. He is talking directly to the Israelites; he is criticizing them for daring to think that God will have mercy on them.
1:9	kht7		rc://*/ta/man/translate/figs-synecdoche	חַלּוּ־נָ֥א פְנֵי־אֵ֖ל	1	Here “face” stands for God and also for his presence. Alternate translation: “keep asking God in his presence”
1:9	r5f4		rc://*/ta/man/translate/figs-idiom	מִ⁠יֶּדְ⁠כֶם֙ הָ֣יְתָה	1	Here **in your hand** is an idiom that means "with you." Alternate translation: “when you bring such an offering”
1:9	ylm4		rc://*/ta/man/translate/figs-rquestion	מִ⁠יֶּדְ⁠כֶם֙ הָ֣יְתָה זֹּ֔את הֲ⁠יִשָּׂ֤א מִ⁠כֶּם֙ פָּנִ֔ים	1	Here Yahweh is asking a question in order to make a statement of rebuke. Alternate translation: “if you offer unacceptable offerings, he will certainly not lift up your faces.”
1:9	wg22			מִ⁠יֶּדְ⁠כֶם֙ הָ֣יְתָה זֹּ֔את	1	This difficult phrase in Hebrew is interpreted in many different ways by modern versions.
1:9	kmg8		rc://*/ta/man/translate/figs-synecdoche	מִ⁠יֶּדְ⁠כֶם֙	1	Here **hand** stands for the people bringing the offering. Alternate translation: “brought by you”
1:9	m84q		rc://*/ta/man/translate/figs-idiom	הֲ⁠יִשָּׂ֤א מִ⁠כֶּם֙ פָּנִ֔ים	1	Lifting up someone’s face refers to accepting him with favor. Alternate translation: “would he accept any of you with favor” or “would he agree to help any of you”
1:10	w5uc			מִ֤י גַם	1	This expresses great desire.
1:10	pv8h		rc://*/ta/man/translate/figs-metonymy	וְ⁠לֹֽא־תָאִ֥ירוּ מִזְבְּחִ֖⁠י חִנָּ֑ם	1	Here **light fires on my altar** stands for offering sacrifices on Yahweh’s altar. Alternate translation: “so that you might not make fires to burn offerings that I will not accept”
1:10	ju31		rc://*/ta/man/translate/figs-synecdoche	מִ⁠יֶּדְ⁠כֶֽם	1	Here **your hand** stands for “you.” Alternate translation: “from you”
1:11	v4x9		rc://*/ta/man/translate/figs-merism	מִ⁠מִּזְרַח־שֶׁ֜מֶשׁ וְ⁠עַד־מְבוֹא֗⁠וֹ	1	This double expression means “everywhere.”
1:11	hl9y		rc://*/ta/man/translate/figs-parallelism	מִ⁠מִּזְרַח־שֶׁ֜מֶשׁ וְ⁠עַד־מְבוֹא֗⁠וֹ	1	This expression is parallel to “among the nations” and “in every place” later in this verse.
1:11	ls76		rc://*/ta/man/translate/figs-metonymy	גָּד֤וֹל שְׁמִ⁠י֙ בַּ⁠גּוֹיִ֔ם	1	Here **my name** stands for Yahweh’s reputation and honor. Alternate translation: “I will be honored in other nations”
1:11	rx5c		rc://*/ta/man/translate/figs-activepassive	וּ⁠בְ⁠כָל־מָק֗וֹם מֻקְטָ֥ר מֻגָּ֛שׁ לִ⁠שְׁמִ֖⁠י וּ⁠מִנְחָ֣ה טְהוֹרָ֑ה	1	This may be expressed in active form. Alternate translation: “in these nations people will offer incense and pure offerings to me in order to worship me”
1:11	m2j4		rc://*/ta/man/translate/figs-metonymy	לִ⁠שְׁמִ֖⁠י	1	Here **name** stands for Yahweh. Alternate translation: “to me”
1:12	n6gq		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠נִיב֖⁠וֹ & אָכְלֽ⁠וֹ	1	This could mean: (1) “the meat sacrificed on the altar from animals whose other parts the priests should eat” or (2) “the meat sacrificed on the altar.”
1:13	la3n		rc://*/ta/man/translate/figs-idiom	וְ⁠הִפַּחְתֶּ֣ם אוֹת֗⁠וֹ	1	This means to show great disrespect by making noises through the nose.
1:13	kz7p		rc://*/ta/man/translate/figs-rquestion	הַ⁠אֶרְצֶ֥ה אוֹתָ֛⁠הּ מִ⁠יֶּדְ⁠כֶ֖ם	1	Here Yahweh is asking a question in order to make a statement of rebuke. Alternate translation: “I should certainly not accept this from you!”
1:13	nx88		rc://*/ta/man/translate/figs-synecdoche	מִ⁠יֶּדְ⁠כֶ֖ם	1	Here **your hand** stands for “you.” Alternate translation: “from you”
1:14	v5fd		rc://*/ta/man/translate/figs-activepassive	וּ⁠שְׁמִ֖⁠י נוֹרָ֥א בַ⁠גּוֹיִֽם	1	This may be expressed in active form. Alternate translation: “people in the other nations honor my name”
1:14	z5ra		rc://*/ta/man/translate/figs-metonymy	וּ⁠שְׁמִ֖⁠י נוֹרָ֥א בַ⁠גּוֹיִֽם	1	Here **my name** stands for Yahweh. Alternate translation: “I will be honored”
2:intro	jc2b				0	# Malachi 2 General Notes\n\n## Special concepts in this chapter\n\n### Levites\n\nThe priests are given a strong warning in this chapter. They have not followed the law of Moses and have led the people in the wrong direction. Yahweh has not accepted their sacrifices. (See: [[rc://*/tw/dict/bible/kt/priest]] and [[rc://*/tw/dict/bible/kt/lawofmoses]])\n\n### Marital unfaithfulness\n\nBecause the Jews lived under a covenantal arrangement with Yahweh, their relationship is described using the imagery of a marriage. Marital unfaithfulness indicates a person’s unfaithfulness to Yahweh. (See: [[rc://*/tw/dict/bible/kt/covenant]] and [[rc://*/tw/dict/bible/kt/faithful]] and [[rc://*/ta/man/translate/figs-metaphor]])
2:2	y1il		rc://*/ta/man/translate/figs-idiom	לֹא֩ תָשִׂ֨ימוּ עַל־לֵ֜ב	1	To **lay it on your heart** refers to considering something to be very important. Alternate translation: “consider it to be very important”
2:2	w6cs		rc://*/ta/man/translate/figs-abstractnouns	לָ⁠תֵ֧ת כָּב֣וֹד לִ⁠שְׁמִ֗⁠י	1	If your language does not use an abstract noun for the idea behind the word **honor**, you can express the same idea with a verbal form. Alternate translation: “honor my name”
2:2	e4vh		rc://*/ta/man/translate/figs-metonymy	לִ⁠שְׁמִ֗⁠י	1	Here **my name** refers to God.
2:2	k5md		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠שִׁלַּחְתִּ֤י בָ⁠כֶם֙ אֶת־הַ⁠מְּאֵרָ֔ה	1	If your language does not use an abstract noun for the idea behind the word **curse**, you can express the same idea with a verbal form. Alternate translation: “I will curse you”
2:2	b7vl		rc://*/ta/man/translate/figs-idiom	אֵינְ⁠כֶ֖ם שָׂמִ֥ים עַל־לֵֽב	1	This refers to considering God’s **command** to be very important. Alternate translation: “you are not considering my command to be very important”
2:3	vsb2		rc://*/ta/man/translate/figs-metaphor	וְ⁠זֵרִ֤יתִי פֶ֨רֶשׁ֙ עַל־פְּנֵי⁠כֶ֔ם	1	Here **dung on your faces** stands for disgrace. Alternate translation: “I will most certainly put you in deep disgrace; it will be as bad as if I had spread dung on your faces”
2:3	skc9		rc://*/ta/man/translate/figs-metonymy	פֶּ֖רֶשׁ חַגֵּי⁠כֶ֑ם	1	Here **festivals** stands for the animals that the priests offered in sacrifice at the Israelite festivals. “The dung” probably refers both to the dung that was produced by the animals just before they were slaughtered for sacrifice, and to the dung that was found inside the animals when their bodies were cut apart before being sacrificed. Temple workers had to transport this dung to a place outside of the temple, and probably outside of Jerusalem.
2:3	m2bs		rc://*/ta/man/translate/figs-activepassive	וְ⁠נָשָׂ֥א אֶתְ⁠כֶ֖ם אֵלָֽי⁠ו	1	This difficult expression can be translated as “God will take you away with it,” that is, with the dung. This expression continues the same metaphor of slaughtering animals for sacrifice, and it can be put in active form. Alternate translation: “they will throw you on the dung pile; God will make sure that they take you away when they remove all the dung”
2:4	cr4j		rc://*/ta/man/translate/figs-metonymy	לֵוִ֔י	1	Here **Levi** represents his descendants, the tribe of Levi. Alternate translation: “so that my covenant may be with you, the descendants of Levi”
2:5	x7pv		rc://*/ta/man/translate/figs-metonymy		0	Yahweh speaks of the tribe of Levi as though they are Levi.
2:5	t8fs		rc://*/ta/man/translate/figs-metaphor	בְּרִיתִ֣⁠י ׀ הָיְתָ֣ה אִתּ֗⁠וֹ הַֽ⁠חַיִּים֙ וְ⁠הַ֨⁠שָּׁל֔וֹם	1	Here the intended results of the **covenant** are spoken of as if they were the covenant itself. Alternate translation: “The purpose of my covenant with Levi was for the priests to live in prosperity and peace”
2:5	f2if		rc://*/ta/man/translate/figs-ellipsis	מוֹרָ֖א וַ⁠יִּֽירָאֵ֑⁠נִי	1	This expression continues the same metaphor, but leaves out an idea that is implied in the text. This can begin a new sentence. Alternate translation: “My covenant with him was also fear, and he feared me” or “In my covenant with him, I required him to fear me, and he did fear me”
2:5	td35		rc://*/ta/man/translate/figs-metonymy	שְׁמִ֖⁠י	1	Here **my name** stands for God himself.
2:6	e73z		rc://*/ta/man/translate/figs-metonymy	וְ⁠עַוְלָ֖ה לֹא־נִמְצָ֣א	1	Here finding something stands for that thing existing. Alternate translation: “there was no falsehood”
2:6	pjq6		rc://*/ta/man/translate/figs-metonymy	בִ⁠שְׂפָתָ֑י⁠ו	1	Here **lips** stands for a person’s ability to speak.
2:6	u9rh		rc://*/ta/man/translate/figs-metaphor	הָלַ֣ךְ אִתִּ֔⁠י	1	Here walking stands for living, conducting one’s life in a certain way.
2:6	ws89		rc://*/ta/man/translate/figs-metaphor	בְּ⁠שָׁל֤וֹם וּ⁠בְ⁠מִישׁוֹר֙	1	Here the idea of location stands for the manner in which Levi lived. Alternate translation: “peacefully and uprightly”
2:6	p1lh		rc://*/ta/man/translate/figs-metaphor	וְ⁠רַבִּ֖ים הֵשִׁ֥יב מֵ⁠עָוֺֽן	1	Here persuading people to stop sinning is spoken of as if it were turning them away from sin. Alternate translation: “he persuaded many people to stop sinning”
2:7	kp5v		rc://*/ta/man/translate/figs-metaphor	כִּֽי־שִׂפְתֵ֤י כֹהֵן֙ יִשְׁמְרוּ־דַ֔עַת	1	Here knowledge is spoken of as if it were an object that a priest could keep. In this passage, the idea of “keep knowledge” implies communicating true knowledge about God.
2:7	d2la		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠תוֹרָ֖ה יְבַקְשׁ֣וּ	1	Here instruction is spoken of as if it were an object that people could look for. If your language does not use an abstract noun for the idea behind the word ****, you can express the same idea with a verbal form. Alternate translation: “and people should want to be instructed” or “and people should want a priest to teach them truly”
2:7	sp8u		rc://*/ta/man/translate/figs-metonymy	מִ⁠פִּ֑י⁠הוּ	1	Here **mouth** stands for what a person says.
2:8	si1s		rc://*/ta/man/translate/figs-metaphor	וְ⁠אַתֶּם֙ סַרְתֶּ֣ם מִן־הַ⁠דֶּ֔רֶךְ	1	The right **way** to behave is spoken of as if it were the right path to follow, and abandoning right conduct is spoken of as if it were turning away from that path.
2:8	um6v		rc://*/ta/man/translate/figs-metaphor	הִכְשַׁלְתֶּ֥ם רַבִּ֖ים	1	Disobeying God is spoken of as if it were stumbling.
2:9	gx4a		rc://*/ta/man/translate/figs-metaphor	לְ⁠כָל־הָ⁠עָ֑ם	1	This spatial idea stands for the people’s awareness of the priests’ evil behavior.
2:9	wq7p		rc://*/ta/man/translate/figs-metaphor	אֵֽינְ⁠כֶם֙ שֹׁמְרִ֣ים אֶת־דְּרָכַ֔⁠י	1	Here **ways** stands for “desires” and “behavior.” These ways are spoken of as if they were things that could be kept by people. Alternate translation: “you have not followed my desires in how you should live”
2:9	z4gm			וְ⁠נֹשְׂאִ֥ים פָּנִ֖ים בַּ⁠תּוֹרָֽה	1	Alternate translation: “but have set easy standards of behavior for people you like and difficult standards of behavior for people you do not like”
2:9	z9yt		rc://*/ta/man/translate/figs-metaphor	וְ⁠נֹשְׂאִ֥ים פָּנִ֖ים	1	Here the habit of favoring some people more than others is spoken of as if it were a thing that could be shown to others. Alternate translation: “but have made people aware that you favor some people more than others
2:10	h2mp				0	# General Information:\n\nHere the prophet Malachi begins to speak to his fellow Israelites.
2:10	e1l1		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֨וֹא אָ֤ב אֶחָד֙ לְ⁠כֻלָּ֔⁠נוּ הֲ⁠ל֛וֹא אֵ֥ל אֶֽחָ֖ד בְּרָאָ֑⁠נוּ	1	Malachi asks these questions in order to remind his fellow Israelites about what they already know. Alternate translation: “You know that we all have one father, that our God has created a nation out of us.” or “You all know that God is the father of all us Israelites, because he is the one who made our nation.”
2:10	q37t		rc://*/ta/man/translate/figs-rquestion	הֲ⁠ל֛וֹא אֵ֥ל אֶֽחָ֖ד בְּרָאָ֑⁠נוּ	1	This question is meant to express a statement. Alternate translation: “Certainly it is the same God who has created us.”
2:10	t4al			בְּרָאָ֑⁠נוּ	1	This probably refers to God forming the Hebrews into a nation.
2:10	rm21		rc://*/ta/man/translate/figs-rquestion	מַדּ֗וּעַ נִבְגַּד֙ אִ֣ישׁ בְּ⁠אָחִ֔י⁠ו לְ⁠חַלֵּ֖ל בְּרִ֥ית אֲבֹתֵֽי⁠נוּ	1	Malachi asks this question in order to rebuke his fellow Israelites. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “We should certainly not mistreat our brothers and disrespect God’s covenant by disobeying his commands, as you have been doing.”
2:11	h25u		rc://*/ta/man/translate/figs-metonymy	בָּגְדָ֣ה יְהוּדָ֔ה	1	Here **Judah** stands for the people in the region of Judah, and the fact that they have been faithless to Yahweh is spoken of as if they were one man named **Judah**. Alternate translation: “The people of Judah have been faithless”
2:11	ef4l		rc://*/ta/man/translate/figs-activepassive	וְ⁠תוֹעֵבָ֛ה נֶעֶשְׂתָ֥ה בְ⁠יִשְׂרָאֵ֖ל וּ⁠בִ⁠ירֽוּשָׁלִָ֑ם	1	This can be expressed in active form. Alternate translation: “People have done disgusting things in Israel and in Jerusalem”
2:11	zbw5		rc://*/ta/man/translate/figs-metonymy	כִּ֣י ׀ חִלֵּ֣ל יְהוּדָ֗ה קֹ֤דֶשׁ יְהוָה֙	1	Here **Judah** refers again to the people of Israel. Alternate translation: “For the people of Judah have profaned the holy place of Yahweh”
2:11	h7i9		rc://*/ta/man/translate/figs-metonymy	וּ⁠בָעַ֖ל בַּת־אֵ֥ל נֵכָֽר	1	The people of Judah are again referred to as if they were one man named “Judah.” Alternate translation: “have married women from other nations, women who worship idols”
2:12	bxx3		rc://*/ta/man/translate/figs-metaphor	יַכְרֵ֨ת יְהוָ֜ה לָ⁠אִ֨ישׁ אֲשֶׁ֤ר & מֵ⁠אָהֳלֵ֖י יַֽעֲקֹ֑ב	1	Destroying something is often spoken of as it were cutting it off from something else. Alternate translation: “May Yahweh destroy anyone in the tents of Jacob who” or “May Yahweh kill anyone in the community of Israel who”
2:12	tkp6		rc://*/ta/man/translate/figs-metaphor	מֵ⁠אָהֳלֵ֖י יַֽעֲקֹ֑ב	1	Here **tents of Jacob** stands for the community of Israel.
2:12	f33m		rc://*/ta/man/translate/figs-metonymy	יַֽעֲקֹ֑ב	1	Here **Jacob** stands for all the Israelites, because Jacob was one of the patriarchs from whom the Israelites were descended.
2:12	vdy5		rc://*/ta/man/translate/figs-idiom	עֵ֣ר וְ⁠עֹנֶ֔ה	1	This expression seems to mean “absolutely everyone.”
2:13	jvgp		rc://*/ta/man/translate/figs-hyperbole	כַּסּ֤וֹת דִּמְעָה֙ אֶת־מִזְבַּ֣ח יְהוָ֔ה בְּכִ֖י וַֽ⁠אֲנָקָ֑ה מֵ⁠אֵ֣ין ע֗וֹד פְּנוֹת֙ אֶל־הַ⁠מִּנְחָ֔ה וְ⁠לָ⁠קַ֥חַת רָצ֖וֹן מִ⁠יֶּדְ⁠כֶֽם	1	Malachi sarcastically exaggerates the amount of tears the people cry to show that Yahweh knows that the people do not really feel sad.
2:13	rx8e		rc://*/ta/man/translate/figs-doublet	בְּכִ֖י וַֽ⁠אֲנָקָ֑ה	1	The words **weeping** and **groaning** share similar meanings and intensify the idea of weeping. Alternate translation: “with great weeping”
2:13	gt5u		rc://*/ta/man/translate/figs-metonymy	מֵ⁠אֵ֣ין ע֗וֹד פְּנוֹת֙ אֶל־הַ⁠מִּנְחָ֔ה	1	Here turning toward a gift stands for receiving it and showing favor to the giver.
2:13	lbk9		rc://*/ta/man/translate/figs-explicit	מֵ⁠אֵ֣ין ע֗וֹד פְּנוֹת֙ אֶל־הַ⁠מִּנְחָ֔ה	1	This implies that those who are weeping at Yahweh’s altar have offered sacrifices to him.
2:13	y3lr		rc://*/ta/man/translate/figs-synecdoche	מִ⁠יֶּדְ⁠כֶֽם	1	Here **hand** stands for the person giving the offering. Alternate translation: “from you”
2:14	n6ul		rc://*/ta/man/translate/figs-ellipsis	עַל־מָ֑ה	1	The full thought, as in [Malachi 2:13](../02/13.md), is “Why does he not turn toward the offering or accept it with favor from our hand?” Some translators may decide to provide this entire thought in their versions.
2:14	u2qp			אֵ֣שֶׁת נְעוּרֶ֗י⁠ךָ	1	Alternate translation: “the woman you married when you were young”
2:14	xn6f		rc://*/ta/man/translate/writing-background	יְהוָה֩ הֵעִ֨יד בֵּינְ⁠ךָ֜ וּ⁠בֵ֣ין ׀ אֵ֣שֶׁת נְעוּרֶ֗י⁠ךָ	1	This statement assumes that this woman is still living.
2:14	s3k3		rc://*/ta/man/translate/figs-metaphor	הֵעִ֨יד בֵּינְ⁠ךָ֜ וּ⁠בֵ֣ין ׀ אֵ֣שֶׁת נְעוּרֶ֗י⁠ךָ	1	Here Yahweh is spoken of as if he was a witness to an agreement between two people, standing between them in order to testify about what they agreed to, in case a dispute arises between them. This sentence also was meant to remind the people that Yahweh would punish any Israelite who broke the covenant of marriage.
2:14	mz1q		rc://*/ta/man/translate/writing-background	וְ⁠הִ֥יא חֲבֶרְתְּ⁠ךָ֖ וְ⁠אֵ֥שֶׁת בְּרִיתֶֽ⁠ךָ	1	This statement implies that many of the Israelites had divorced their wives.
2:14	txe1			וְ⁠אֵ֥שֶׁת בְּרִיתֶֽ⁠ךָ	1	Alternate translation: “and your wife by the covenant of marriage that you agreed to”
2:15	x1gi		rc://*/ta/man/translate/figs-rquestion	וְ⁠לֹא־אֶחָ֣ד עָשָׂ֗ה וּ⁠שְׁאָ֥ר ר֨וּחַ֙ ל֔⁠וֹ	1	If it would be helpful in your language, you could express this question as a statement. Alternate translation: “He certainly made husband and wife one, with a portion of his spirit.”
2:15	i3ny			זֶ֣רַע אֱלֹהִ֑ים	1	Children who would honor and obey God.
2:16	hp7z		rc://*/ta/man/translate/figs-abstractnouns	שָׂנֵ֣א שַׁלַּ֗ח	1	Here **divorce** stands for the act of divorce, when a man sends away his wife, so as to end his marriage to her. Alternate translation: “I hate it when a man divorces his wife”
2:16	ly2g		rc://*/ta/man/translate/figs-idiom	וְ⁠כִסָּ֤ה חָמָס֙ עַל־לְבוּשׁ֔⁠וֹ	1	This phrase probably means any man who is violent toward his wife.
